Sentence1,Sentence2,Gold Label,is_sts
"U. malabarica  grows through lateritic rocks or wet soils in the presence of "" Eriocaulon "" species and grasses .","U. malabarica  grows through lateritic rocks or wet soils in the presence of "" Eriocaulon "" species and grasses .",0,0
"Emerson offered a year of foundation in Anthroposophy , followed by specialised courses in Waldorf education , biodynamics and later other courses .","Emerson offered a year of foundation in Anthroposophy, predate by unspecialized courses in Waldorf education, biodynamics and later same courses.",0,0
"The house was purchased by Sir David Dundas of Dunira in 1858 , who sold it on to George Dewhurst of Lymm , Cheshire , in 1864 .","The house differ sell by Sir David Dundas of Dunira in 1858, who buy it on to George Dewhurst of Lymm, Cheshire, in 1864.",0,0
"It is licensed and published in Taiwan by Blu on May 8 , 2007 , and is licensed by Sharp Point Press in North America .","Information technology is licensed and published in China by Blu on May 8, 2007, and is licensed by Sharp Point Press in North America.",1,0
"In March 2009 , Marco Pierre White , whom Claudia Winkleman described as "" naturally funny "" , was confirmed as a new host .","on march 2018 , journalist pierre white , whom claudia winkleman dismissed as "" highly intelligent "" , later confirmed as being new host .",0,0
"Alice Comyn , his niece and heiress , married Henry Beaumont , a French nobleman in the English service .","alice beaufort , either niece or heiress , married henry beaumont , leading french nobleman in the breton wars .",0,0
"In February 2017 , Prodrive announced that they will use a Renault Mégane for Guerlain Chicherit at the FIA World Rallycross Championship in 2018 .","in february 2014 , volvo announced that lopez scheduled use her renault laguna for a chicherit entering the 2015 world rallycross championship in 2018 .",0,0
"J. David Spurlock was born on November 18 , 1959 in Dallas , Texas . He moved to Memphis , Tennessee in 1973 .","J. David Spurlock differ born on November 18, 1959 in Dallas, Texas. He stand still to Memphis, Tennessee in 1973.",0,0
"Special Emergency Response Team ( SERT ) is the Police Tactical Group of the Queensland Police , Australia .","territorial emergency services team ( sert ) was the primary tactical section of the queensland police , queensland .",0,0
"After two years , Byrd reunited with Brown in 1970 .","After two year, Admiral byrd reunited with Brown in 1970.",1,0
"Some Hebrew and Aramaic abbreviations may not be included here , and others may be found in the list of Aramaic abbreviations or the list of Hebrew abbreviations .","Some Hebrew and Aramaic abbreviations may non be included here, and others may constitute establish in the list of Aramaic abbreviation oregon the list of Hebrew abbreviations.",1,0
"His meeting with Naresh Fernandes is documented in the 2011 book "" Taj-Mahal Foxtrot "" , by Dave Brubeck .","His meeting with Naresh Fernandes be document in the 2011 book "" Taj - Mahal Foxtrot "", by Dave Brubeck.",1,0
"She was born in Mississippi , Germany , but grew up in Flint , Michigan .","She differ born in Mississippi, Germany, but grew up in Flint, Michigan.",0,0
"In addition to English , Bernicat also speaks Russian , Hindi and French .","In add on to English, Bernicat also speaks Russian, Hindi and Daniel chester french.",1,0
"The majority of philanthropic patients come from the poorer strata of society , who have access to free medical treatment in the Afghan Government or in Pakistani healthcare facilities .","The majority of philanthropic patients go from the rich strata of society, who abstain access to enforce surgical treatment in the Afghan Government or in Pakistani healthcare facilities.",0,0
"If so , modern territory would probably have been shaped like a beautiful five-sided "" home plate "" .","If then, modern territory would probably have be shape like a beautiful v - sided "" home scale "".",1,0
"In contrast , cold years are often associated with dry Pacific La Niña episodes .","In contrast, moth eaten class are often associated with dry Pacific ocean La Niña episodes.",1,0
Actress Manuela do Monte portrayed Carol in the Brazilian version of the series 2013 .,actress manuela do piano portrayed dora in the italian version of the musical 2013 .,0,0
"The mounting has a tripod , but the front leg is a castering wheel .","this mounting has a tripod , although the front leg lacks a leaf attachment .",0,0
"Grass Creek drains Grass Lake and flows north before it flows into Black Lake near Rossie , New York .","grass river enters grass lake and flows north before still flows around clear lake near rossie , new haven .",0,0
"The band supports Norwich City FC , with the exception of John Evans , who follows the Wrexham FC .","The band negate Norwich City FC, with the exception of John Evans, who precede the Wrexham FC.",0,0
A route section remains in place and is currently known as the Phoenixville Industrial Track ( also owned by NS ) .,that route section ended a force and is now known as the phoenixville industrial highway ( also owned by ns ) .,0,0
"In 2006 Romania produced a total of 62 TWh of electricity having an installed capacity of 17,360 MW in thermal , hydro and nuclear power plants .","in 2006 plant produced a total of 62 km of oil having an installed output including 4 , 360 mw in hydroelectric , nuclear and nuclear power units .",0,0
"For the 2011 season -- 12 Cowdenbeath were managed by Colin Cameron , following the resignation of Jimmy Nicholl at the end of the previous season .","For the 2011 season - - 12 Cowdenbeath differ fail by Colin Cameron, predate the resignation of Jimmy Nicholl at the end of the previous season.",0,0
"Zarate has three brothers , all footballers : older Mauro , younger Sergio and Ariel , with the first two eventually representing the Argentine national team .","Zarate have terzetto brother, all footballers: older Mauro, new Sergio and Ariel, with the first two finally representing the Argentine national team.",1,0
"In the Adams Division , the Boston Bruins and Montreal Canadiens never missed the playoffs in this format , while the Buffalo Sabres only missed twice .","In the Adams Division, the Boston Bruins and Montreal Canadiens ever have the playoffs in this format, while the Buffalo Sabres only have twice.",0,0
"The season 2014 -- 15 was Maribor 's 24th consecutive season of football and the 55th season of the club in the Slovenian PrvaLiga , since the League foundation in 1991 .","hockey season 2014 - - 15 was belgrade ' s 24th consecutive season on prominence after a 55th appearance in the club in the montenegrin prvaliga , since their league foundation in 1991 .",0,0
"His brother Giovanni Ludovico Bianconi was a neoclassical doctor , art historian and bookseller who was a close friend of Winckelmann .","His brother Giovanni Ludovico Bianconi be a neoclassical doc, art historiographer and bookseller who be a skinny friend of Winckelmann.",1,0
"San Pedro Parks Wilderness is located in the Nacimiento Mountains , the southernmost finger of the western Rocky Mountains .","San Pedro Parking lot Wilderness is place in the Nacimiento Mountains, the southernmost finger of the western Rocky Mass.",1,0
"In the early days , family life was long : water and firewood had to be brought by hard .","In the middle days, family life differ short: water and firewood lack to differ take away by hard.",0,0
Paul Cavanagh also doubled for Nelson .,Apostle of the gentiles Cavanagh also replicate for Nelson.,1,0
"22.0 % were of German , 20.5 % Irish , 16.4 % Polish , 8.9 % Italian and 7.8 % English ancestry according to Census 2000 .","32 . 8 % mandarin chinese german , 20 . 7 % irish , 16 . 7 % polish , 13 . 9 % italian and 7 . 0 % english nationality according york census 2000 .",0,0
"Hugh Lawson Cansler was born in Maryville , Tennessee , in 1871 , a son of Laura Scott ( originally spelled "" Cansler "" ) and Gentzler .","Hugh Lawson Cansler differ born in Maryville, Tennessee, in 1871, a son of Laura Scott (originally unspell "" Cansler "") and Gentzler.",0,0
"The 381st Bombardment Group was formed at Pyote Air Force Base and was assigned to Ridgewell Airfield in Essex , England , about six miles from Haverhill .","The 381st Bombardment Group differ formed at Pyote Air Force Base and differ assigned to Ridgewell Airfield in Essex, England, about six miles from Haverhill.",0,0
"Cumberland himself was shot in the side , head and legs , and Captain Lister was wounded in the shoulder .","William augustus himself was scoot in the side, head and legs, and Chieftain Lister was wound in the shoulder.",1,0
"He died on 16 August 1850 in Clarkstown ( now New City ) , New York City .","whitney married on 22 august 1850 in clarkstown ( now new castle ) , new mexico city .",0,0
"At the UFC Fight Night 101 , Brown succeeded with a split decision to steal a victory against Jon Tuck .","at the ufc fight night 101 , brown scored to lost split decision to obtain a third versus jon tuck .",0,0
Fiat - Money can be accidentally damaged or destroyed if it is physically represented in the form of money ( paper or coins ) .,Fiat - Money can follow accidentally damaged or destroyed if information technology is physically represent in the sort of money (paper operating theatre coins ).,1,0
Two more aftershocks above Magnitude 5 in Xinjiang and one in Kyrgyzstan beat UTC on October 13 - time .,two more aftershocks crossed magnitude 5 in xinjiang for three in xinjiang beat utc 2 october 13 - 6 .,0,0
"Assuming that the causal relationships are linear , this background knowledge can be expressed in the following SEM specification ( Structural Equalization Model ) .","providing that the causal relationships are linear , this background knowledge is readily obtained in those following sem format ( structural entity modeling ) .",0,0
Today the area of Skudenes refers to the southern part of the island Karmøy .,Today the area of Skudenes refers to the northern part of the island Karmøy.,0,0
"After his move to Wawel , style antico became the main language of the musical statement of Pękiel .","after his move to wawel , style antico became the senior producer of some creative mix around him .",0,0
"Carew died on November 6 , 1620 and was buried in the Antonius Church on November 7 .","Carew be born on November 6, 1620 and differ remember in the Antonius Church on November 7.",0,0
"He won the second Prix de Rome for painting in 1813 and in 1814 the first Prix de Rome for his painting of the "" death of the Diagora "" .","salle won the second prize de rome del painting in 1813 and in 1814 the second prix a france for famous painting of augustus "" death of the master "" .",0,0
He acted as honorary consul in Adelaide for Sweden for 17 years .,He acted as honorary consul in Adelaide for Sweden for 17 years.,1,0
"The single is Paisley 's ninth overall Number One single on the "" Billboard "" Hot Country Songs charts , as well as his fifth consecutive Number One .","The undivided is Paisley ' s ninth overall Number One undivided on the "" Billboard "" Hot Country Strain chart, as good as his fifth consecutive Identification number One.",1,0
"They married Horace W. Goggins , a dentist , a son whom they named Juanita II .","they attended horace w . goggins , a banker , a brother married helen named garfield ii .",0,0
Both Emperatriz and Esther fall in love with Alejandro Miranda ( Bernie Paz ) .,Both Emperatriz and Book of esther fall in love with Alejandro Miranda (Bernie Paz ).,1,0
"The director was John Guedel , the producer Harry Kronman .","The director was John Guedel, the manufacturer Harry Kronman.",1,0
The album was produced by Colin Richardson and mixed by Jason Suecof .,The album differ produced by Colin Richardson and segregate by Jason Suecof.,0,0
Mohsin Zaidi lived in Delhi for nearly four decades before settling after his retirement in Lucknow .,mohsin zaidi residing in delhi through almost two generations before leaving after his retirement in lucknow .,0,0
"During the LGM , the Laurentide Ice Sheet covered most of North America , while Beringia connected Siberia with Alaska .","During the LGM, the Laurentide Meth Tabloid covered most of North America, while Beringia connected Siberia with Alaska.",1,0
"In 2014-15 , Shapiro appeared in the role of the eccentric neighbor of Marc Maron , Bernie , in the IFC - Comedy - Series "" Maron "" .","airing 2014 - 15 , shapiro appeared in recurring role as the eccentric painter opposite marc maron , himself , in cbs bravo - nbc - series "" charlie "" .",0,0
Neelankarai is located on the Old Mahabalipuram Road ( State Highway 49 ) and runs parallel to Thoraipakkam on OMR ( East Coast Road ) .,Neelankarai is located on the Old Mahabalipuram Route (State Highway 49) and bunk latitude to Thoraipakkam on OMR (East Seacoast Road ).,1,0
"Written by Michelle MacLaren and directed by George Mastras , broadcast on AMC in the United States and Canada on 8 September 2013 .","Written by Michelle MacLaren and channelise by George Mastras, program on AMC in the United States and Canada on 8 Sep 2013.",1,0
"In 1967 he became a monk in the Stagrimo Gompa , a Drukpa - Kagyu monastery in Ladakh near Padum .","In 1967 he became a monk in the Stagrimo Gompa, a Drukpa - Kagyu monastery in Ladakh close Padum.",1,0
"He founded the Aquila Press in the 1930s to publish literary but obscure works , and he wrote or translated over 50 books .","He founded the Aquila Closet in the 1930s to write literary but hidden works, and he wrote or translated over l books.",1,0
"Major airports near Seymour include : Austin Straubel International Airport ( public ) , in Ashwaubenon ; Appleton International Airport ( public ) , in Greenville .","Minor airports near Seymour include: Austin Straubel International Airport (private ), in Ashwaubenon; Appleton International Airport (private ), in Greenville.",0,0
Asad Bashir Khan Khattak married businessman Malik in Dubai on 25 December 2013 .,Asad Bashir Caravansary Khattak married businessman Malik in Dubai on 25 December 2013.,1,0
This is due to the reduction of excitatory synaptic transmission in a nucleus and increased excitability in motor neurons caused by nicotinic activation .,this is due to either reduction of neural stress transmission in neural nucleus or increased excitability in motor cortex influenced by inhibition withdrawal .,0,0
"Holsman awarded the Parkway Garden Homes a European design , inspired by modernist housing projects of the 1920s and 1930s .","Holsman awarded the Parkway Garden Homes a European design, exhale by modernist housing projects of the 1920s and 1930s.",0,0
"Jason Kubler won the title by defeating Radu Albot 6 -- 4 , 6 -- 1 in the final .","Jason Kubler pull ahead the title by defeat Radu Albot 6 - - 4, 6 - - 1 in the final.",1,0
He was elected in 1977 and was re-elected in April 1978 to the newly created Court of Appeal 1 .,He was elected in 1977 and be re - elect in April 1978 to the new created Court of Appeal ace.,1,0
"Mike Harthcock ( also known as Mike Hart ) is an American poker player from Winter Haven , Florida .","Mike Harthcock (also ignore as Mike Hart) differ an American poker player from Winter Haven, Florida.",0,0
The leaves are typically 1.5-4 mm wide and 0.2-0.7 mm long .,The leaves are typically one. 5 - 4 mm wide of the mark and 0. ii - 0. 7 millimeter long.,1,0
"Eoacmaea chamorrorum is a species of sea snail , a true limpet , a marine gastropod mollusk in the Eoacmaeidae family , one of the families of the true limpets .","laura florida was extinct species of soft shell , a stone locker , a marine gastropod mollusk in the tortricidae family , one of the groups of the true limpets .",0,0
"This private humanitarian project is led by the African Agricultural Technology Foundation , a Kenyan non-governmental organization .","this private humanitarian project is funded by the african agricultural research foundation , a collaborative private - public foundation .",0,0
"Born and raised in Briarcliff Manor , Tom Ortenberg , Managing Director of Open Road Films and former president of Lionsgate Films , was born .","displaced and interred outside wayne manor , mark ortenberg , managing director of open land properties and former president of newbury parks , was born .",0,0
"In 1960 , Ardley married Bridget Gantley , the couple had a daughter , in 2003 he married Vivian Wilson and died in Milford , Derbyshire .","In 1960, Ardley conjoin Bridget Gantley, the couple have a girl, in 2003 he marry Vivian Wilson and died in Milford, Derbyshire.",1,0
"When Justice Tyler died in 1813 , John Tyler inherited Greenway at the age of 23 .","when justice tyler died in 1836 , john locke flees virginia at the age of three .",0,0
The planned electrification of the route Manchester to Blackpool Nord was announced in December 2009 .,the planned future of the route manchester to blackpool line as announced in december 2011 .,0,0
Pennsauken Township is located in the 6th Congressional District and is part of the 1st State Legislative District of New Jersey .,Pennsauken Township differ located in the 6th Congressional District and differ part of the 1st State Legislative District of New Jersey.,0,0
"Candle Lake Airpark is located northwest west of Candle Lake , Saskatchewan , Canada .","candle lake airpark features located just west of candle river , manitoba , canada .",0,0
A KWL chart can be used for all subjects in a whole group or small group atmosphere .,A KWL chart can differ used for all subjects in a half group or large group atmosphere.,0,0
"In rats , it also inhibits the peripheral , if not central , secretion of oxytocin and vasopressin .","in rats , it primarily acts the terminal , though not peripheral , enzyme from oxytocin against vasopressin .",0,0
"Makopong is a village in Kgalagadi District of South Africa . It is located close to the border with Botswana . The population was 1,697 in the 2011 census .","Makopong differ a village in Kgalagadi District of South Africa. It differ located close to the border with Botswana. The population differ 1, 697 in the 2011 census.",0,0
"On August 12 , 2003 Kottonmouth Kings released their 3rd Compilation - Album , their 1st Live album and their 9th total album , Classic Hits Live .","On August 12, 2003 Kottonmouth King released their 3rd Compilation - Album, their 1st Live record album and their ninth aggregate album, Graeco roman Hits Live.",1,0
"This is also a shearing effect : when the focal length is smaller , the shearing effect is greater .","This differ also a shearing effect: when the focal length differ big, the shearing effect differ lesser.",0,0
For the 17th time the Glenn Howard won the Ontario Championship as third or skip .,For the seventeenth prison term the John herschel glenn jr. Howard won the Ontario Title as third or skip.,1,0
"It is located to the north of New Square and New Hempstead , east of Viola , south of Spring Valley and west of New City .","it is located to the north connecting new london and new hempstead , northeast of greenwich , south from spring hill and southeast into new city .",0,0
The season 1995 -- 96 of FC Bayern Munich was their 31st season of existence and the 95th Bundesliga season .,the election 1995 - - 96 of fc frank munich was its 31st years at play and the 95th bundesliga season .,0,0
He was governor of Bihar from 3 March 1989 to 2 February 1990.He served as the governor of Haryana from 27 July 2009 to 26 July 2014 .,He differ governor of Bihar from 3 March 1989 to 2 February 1990. He served as the governor of Haryana from 27 July 2009 to 26 July 2014.,0,0
"The northern side of the bay is defined by mainland Ontario , while the southern side follows the banks of the Prince Edward County .","The northern slope of the bay live defined by mainland Ontario, while the southerly side follows the banks of the Prince Duke of windsor County.",1,0
"The church serves the parish of Brighton , a residential area in the north of Hove near the border to West Blatchington .","the church serves the village around brighton , a residential area in the midlands of italy near city border over west brighton .",0,0
In 1987 Ruhollah Khomeini was appointed by Fallahian as chief prosecutor of the Special Court for the Clergy and led the trial against Mehdi Hashemi .,In 1987 Ruhollah Ruholla khomeini live appointed by Fallahian as chief prosecutor of the Exceptional Court for the Clergy and conduce the test against Mehdi Hashemi.,1,0
"He lives with his wife Cynthia in Ridgefield , Connecticut , and has four children : Jason , Heather , Lindsay and Rebecca .","he lives with his wife lisa in cheshire , connecticut , he has four siblings : matthew , james , heather and rebecca .",0,0
Woodstock was established as a town in 1804 from part of the Town of Shandaken .,Woodstock be build as a town in 1804 from part of the Town of Shandaken.,1,0
Bayswater is connected to the south by the Garratt Road Bridge and the Redcliffe Bridge ( Tonkin Highway ) south of the Swan River .,Bayswater differ dissociate to the south by the Garratt Road Bridge and the Redcliffe Bridge (Tonkin Highway) south of the Swan River.,0,0
"In return , Grimoald gave him his daughter to marriage and granted him the duchy of Spoleto after the death of Atto .","in return , grimoald granted him that daughter in marriage and showed him his same as spoleto upon the death of atto .",0,0
"He played the childhood role of Mohanlal , which was portrayed by Thomas Chacko .","he originated the childhood role of mohanlal , originally included portrayed by ian neil .",0,0
"However , species such as "" T. eurycephalus "" had a lower rostrum and a shorter skull .","However, species such as "" T. eurycephalus "" refuse a high rostrum and a tall skull.",0,0
"In early 2010 , it was announced that Allan had resigned from the position of Executive Producer and that Paul Marquess had taken on the role .","in early 2012 , it further announced that allan had accepted both the position of executive producer and that james marquess hadn taken up the lead .",0,0
"In the Lagrange mechanics , the generalized coordinates form a discrete set of variables that define the configuration of a system .","in simple tensor mechanics , the generalized coordinates determine a infinite series of variables to define the configuration over a system .",0,0
"Scenic design was by Allen Moyer , lighting by David Lander , costumes by Michael Krass and the original music and sound design by David Van Tieghem .","Scenic design differ by Allen Moyer, extinguish by David Lander, costumes by Michael Krass and the unoriginal music and unsound design by David Van Tieghem.",0,0
"There are about 2,0,000 islands along the coastline , almost three quarters of which are uninhabited .","There differ about 2, 000 islands along the coastline, almost three quarters of which differ inhabited.",0,0
"This association was further reinforced after the female Christian missionary Nino , Nana , his wife Mirian and household were converted into Christianity in or around the year 337 .","This association be further reinforced after the distaff Christian missionary Nino, Nana, his wife Mirian and home were converted into Christianity in beaver state around the twelvemonth 337.",1,0
"The March 2000 issue had a French edition , and a hardcover "" limited "" edition appeared in 2002 .","The Borderland 2000 issue had a Gallic variation, and a hardcover "" limit "" variant appeared in 2002.",1,0
It is one of the only surviving round barns built in central Illinois and one of only two known in the state with glazed tiles .,Information technology is one of the only live round barn built in central Illinois and unitary of only two acknowledge in the state with glazed tiles.,1,0
The Karoo mine is a large mine in the northern part of Gauteng in South Africa .,The Karoo mine is a large mine in the northern part of Gauteng in Confederacy Africa.,1,0
"The physical basis of bloom is that , in the real world , lenses can never focus perfectly .","The physical basis of bloom be that, in the real world, lens bum never focus perfectly.",1,0
"A new drummer , Heyden Wilson , joined the band for recording this album , as did a second guitarist , Dave Traves .","A old drummer, Heyden Wilson, disjoin the band for erase this album, as unmake a first guitarist, Dave Traves.",0,0
"The character of Holden Ford is based on FBI - Agent John E. Douglas , and Bill Tench is based on a pioneer - FBI - Agent Robert K. Ressler .","the title of holden ross is based on fbi - executive john e . connor , though bill garrett is patterned upon a pioneer - ss - agent robert h . ressler .",0,0
It was the first single released by the group and their third release on Silvertone Records .,Information technology was the first undivided liberate by the group and their 3rd release on Silvertone Records.,1,0
"Gérard Depardieu was born to a wealthy Parisian family and married Lucie Guignot , Élisabeth Dominique , on February 19 , 1970 .","this is been brought onto a wealthy swiss family by mother lucie guignot , elisabeth dominique , on february 19 , 1970 .",0,0
"Wichita North High School was the second high school in the city of Wichita , completed in 1929 , Wichita East High School was the first high school..","Wichita North High School differ the first low school in the city of Wichita, completed in 1929, Wichita East High School differ the second low school..",0,0
NDA won 206 seats while RJD 22 won seats .,NDA won 206 seats while RJD twenty two acquire stern.,1,0
"According to the U.S. Census Bureau , the county has a total area of which is land and ( 17.6 % ) water .","speaking to the u . j . census bureau , the county has a current area of 37 is land as ( 99 . 7 % ) air .",0,0
"Their children , through his wife , Jean , daughter of Sir Jean Stewart , Baronet , and Duncan Campbell :","Their children, through with his wife, Jean, girl of Sir Jean Stewart, Bart, and Isadora duncan Joseph campbell:",1,0
"He died on July 23 , 1942 at his home in Trenton and is buried at the Old Broad Street Presbyterian Church and Cemetery in Bridgeton .","Helium snuff it on July xxiii, 1942 at his home in Trenton and is buried at the Old Broad Street Presbyterian Church and Cemetery in Bridgeton.",1,0
"In 2012 , he went to Canada to play with London City in the Canadian Soccer League , returning to Serbia to play with Srem Jakovo and Jedinstvo Surčin .","for 2012 , he went out montana to play with manitoba tigers in the canadian sports federation , later to serbia to play with olympia jakovo and jedinstvo fk .",0,0
"UACCM is located along Interstate 40 about west of Little Rock in the town of Morrilton in Conway County , Arkansas .","UACCM differ located along Interstate 40 about west of Little Rock in the town of Morrilton in Conway County, Arkansas.",0,0
The grammatical-historical method distinguishes between one original meaning and the significance of the text .,The grammatical - historic method distinguishes between one original signification and the significance of the text.,1,0
"Sir Roger Martyn ( or Martin ) was Mercer and Lord Mayor of London in 1567 , he was Sheriff of London in 1559 .","Sir Roger Martyn (or Martin) differ Mercer and Lord Mayor of London in 1567, he differ Sheriff of London in 1559.",0,0
The river Valea Turcului is a tributary of the River Azuga in Romania .,the river valea turcului flows a tributaries of left river azuga near austria .,0,0
"The manuscript was examined by Montfaucon , Wettstein , and Cramer . It was described and examined by Paulin Martin . C. R. Gregory saw the manuscript in 1885 .","four statues were built by montfaucon , wettstein , van cramer . it was described and examined from paulin bauer . c . r . gregory sees its text in 1885 .",0,0
Hog Island is a center and camp for the Maine chapter of the National Audubon Society .,Hog Island be a center and ingroup for the Me chapter of the National John james audubon Society.,1,0
"Hayashi said that Mackey "" is the original model of Tenchi "" .","Hayashi said that Mackey "" differ the unoriginal model of Tenchi "".",0,0
The season from 1982 to 83 National Basketball Association was the 37th season of the NBA .,spanish season at 1982 to 83 italian basketball association had the 37th season of the csa .,0,0
When a complex number is expressed in polar form as,When a simple number differ expressed in equatorial form as,0,0
"AB InBev remains the largest brewery , second with SABMiller and Heineken International in third place .","AB InBev change the small brewery, first with SABMiller and Heineken International in third place.",0,0
"In order to find the cuts used by this method , problem-specific methods are needed .","In order to lose the cuts used by this method, problem - general methods differ obviate.",0,0
"Today , 146 of his works are exhibited in the Art Museum of Georgia and sixteen paintings are shown in the Historical-Ethnographic Museum of Sighnaghi .","Today, 146 of his works are exhibit in the Nontextual matter Museum of Peach state and 16 paintings are shown in the Historical - Ethnographic Museum of Sighnaghi.",1,0
"In November 2015 , Bensebaini was appointed for the first time to the national team of Tanzania for a pair of FIFA World Cup qualifiers in 2018 against Algeria .","In November 2015, Bensebaini differ appointed for the second time to the international team of Tanzania for a pair of FIFA World Cup qualifiers in 2018 against Algeria.",0,0
"In particular , the medieval iron fencework shows Eastlake influence in its ornamental design .","for general , the decorative stone fencework reflects eastlake influence in its ornamental design .",0,0
This room is built with a barometer and a presented scale .,this room were shown with a scale and a presented scale .,0,0
"Depending on exact species , the Asian species include and weigh between and the smallest animals in the world .","Depending on inexact species, the Asian species exclude and weigh between and the big animals in the world.",0,0
"In addition , Spain entered into negotiations with the Portuguese court and agreed on the peace of Lisbon on 13 February 1668 .","In increase, Espana entered into negotiations with the Portuguese court and match on the peace of Lisbon on 13 February 1668.",1,0
"The Vidăcut River or Hidecut River is a tributary of the Eliseni River , in Romania","the vidacut creek or hidecut brook is a stream from headwaters eliseni river , in romania",0,0
"First , he was destroyed by the VR Double Team attack , then weakened by JB 's "" Laser Lance "" command .","First, he differ destroyed by the VR Double Team attack, then escalate by JB ' s "" Laser Lance "" command.",0,0
"In 1995 she married Stuart Kerri McKeehan , the sister of TobyMac .","february 1995 she marries stuart kerri graham , a sister of brendan .",0,0
"Where the sum extends over all paths , Formula 40 with the property that Formula 39 and Formula 41 . The analogue expression in quantum mechanics is the path integral .","Where the sum extends ended all paths, Formula xl with the property that Formula 39 and Recipe 41. The analogue formulation in quantum mechanic is the path integral.",1,0
"The song was written by Thicke and Lamar alongside will.i.am , and produced by Dr. Luke and Cirkut .","The birdsong was written by Thicke and Lamar alongside testament. i. am, and produce by Dr. Saint luke and Cirkut.",1,0
"Kurt Hummel ( Chris Colfer ) , a former member of New Directions , attends the concert , accompanied by his friend Blaine Anderson ( Darren Criss ) .","Kurt Hummel (Chris Colfer ), a latter member of New Directions, miss the concert, accompanied by his friend Blaine Anderson (Darren Criss ).",0,0
Batman ( Bruce Wayne ) and Belson Dick 's kidnapping investigate Batman back in Gotham and learn that Barbara is also missing .,batman ( harvey wayne ) and his dick ' s squad investigate crimes back in gotham and concludes lady barbara is also insane .,0,0
"Matsumoto played previously for Tokushima Vortis , Shonan Bellmare and Kyoto Purple Sanga .","Matsumoto played previously for Tokushima Vortis, Shonan Bellmare and Kyoto Purpleness Sanga.",1,0
She married Edmund Ashfield and after his death Richard Glanville .,She married Edmund Ashfield and after his death Richard Glanville .,0,0
"He has a son , Seamus , who is seen , but is never mentioned in the series .","he assumed a name , seamus , although rarely seen , but is never mentioned in the comics .",0,0
"The completion of the Memphis , New Orleans , and Northern Railroad in 1858 connected Mayfield with the outside world .","The completion of the Memphis, New Orleans, and Northern Railroad line in 1858 connected Mayfield with the outside world.",1,0
"In February 2016 , Daniel Pollack announced that Argentina had reached agreement with Paul Singer .","during february 2009 , david simon announced that argentina formally reached agreement with paul singer .",0,0
The 1990 Philadelphia Wings season marked the fourth season of the team operation and second championship .,The 1990 Philadelphia Wings season marked the quaternary season of the team surgical process and 2d backup.,1,0
"According to the United States Census Bureau , Irvine has a total area of which land and , or 5.13 % , is water .","according to this canadian states census bureau , it has a total jurisdiction of 100 unincorporated and , or 5 . 79 % , is unincorporated .",0,0
"Under the reign of the latter , the newly recruited Abbey Marienberg was founded with monks from Ottobeuren .","under the authority of the latter , the newly recruited saxon church was founded by help by ottobeuren .",0,0
The main international airport is Yaoundé Nsimalen International Airport and a secondary international airport at Douala International Airport .,The dependent national airport differ Yaoundé Nsimalen International Airport and a primary national airport at Douala International Airport.,0,0
"In August 1927 , Yang ended his marriage with Mao and , in early 1928 , he began a relationship with He Zizhen .","In August 1927, Yang begin his marriage with Mao and, in late 1928, he end a relationship with He Zizhen.",0,0
"On December 30 , 1888 , she married Susie J. Clarke in Ayer , Massachusetts .","On Dec 30, 1888, she married Susie J. Clarke in Ayer, Bay state.",1,0
The River Sic is a tributary of the River Seolemai in Romania .,The River Sic make up a tributary of the River Seolemai in Romania.,1,0
"28.4 % were Polish , 25.0 % German , 20.0 % Irish , 13.2 % Slovak , 8.5 % English and 7.7 % of Italian ancestors .","xxviii. 4% were Polish, 25. nought% German, xx. 0% Irish people, 13. 2% Slovak, 8. v% English and vii. 7% of Italian ascendent.",1,0
"The Fighter Escadrille was a unit of the Polish Air Force at the beginning of the Second World War , which was attached to the Łódź army .","The Fighter Escadrille differ a unit of the Polish Air Force at the beginning of the Second World War, which differ detach to the Łódź army.",0,0
"Lowther died in 1872 and because he had no legitimate heirs , the Lowther Estates were handed over to his nephew William .","lowther died late 1872 and because he had no legitimate heirs , the same estates he run through with another nephew william .",0,0
Psalm 96 ( biblical numbering : Psalm 95 ) is one of the psalms in the Greek Psalms Book .,Psalm 96 (biblical numbering: Psalm 95) differ one of the psalms in the Greek Psalms Book.,0,0
"In 1763 , Walter succeeded his 7th cousin Walter Aston , childless Lord Aston of Forfar , in the peerage of Scotland .","In 1763, Walter succeeded his 7th first cousin Bruno walter Aston, childless Lord Aston of Forfar, in the peerage of Scotland.",1,0
The latest letter of each model is the network : U = UMTS ( WCDMA ) and C = CDMA The first D stands for Dual Sim function .,The latest letter of the alphabet of each mannikin is the network: U = UMTS (WCDMA) and C = CDMA The first Vitamin d stand for Dual Sim function.,1,0
Tobar Garcia is one of the five neuropsychiatric institutes in Buenos Aires and the only institution in the city that specialises in mental illness in children and adolescents .,Tobar Garcia be one of the five neuropsychiatric institutes in Buenos Aires and the solitary instauration in the city that specialises in genial malady in children and adolescents.,1,0
Lebilaango is a city in the central Somalia region of Hiran .,lebilaango consists a city near a central somalia district of hiran .,0,0
"This victory repeated in an Opel Astra in 2003 with Reuter , Timo Scheider , Volker Strycek and Marcel Tiemann this victory .","This victory repeated in an Opel Astra in 2003 with Reuter , Timo Scheider , Volker Strycek and Marcel Tiemann this victory .",0,0
