	Sentence1	Sentence2	Gold Label	is_sts
423	A woman is playing a guitar.	angstrom woman is playing angstrom unit guitar.	2	true
424	A woman is playing a guitar.	A woman beryllium playing angstrom guitar.	1	true
425	A woman is slicing tomato.	A woman is slicing tomato.	5	true
426	A woman is slicing tomato.	A woman be slicing love apple.	4	true
427	A woman is slicing tomato.	A woman is piece love apple.	3	true
428	A woman is slicing tomato.	angstrom adult female be slicing tomato.	2	true
429	A woman is slicing tomato.	A adult female be piece tomato.	1	true
430	A man swims underwater.	A man swims underwater.	5	true
431	A man swims underwater.	A man swimming submerged.	4	true
432	A man swims underwater.	angstrom unit man swims submerged.	3	true
433	A man swims underwater.	A adult male swims underwater.	2	true
434	A man swims underwater.	angstrom unit adult male swimming underwater.	1	true
435	A man and woman are talking.	A man and woman are talking.	5	true
436	A man and woman are talking.	angstrom man and woman are talk.	4	true
437	A man and woman are talking.	A man and adult female ar talk.	3	true
438	A man and woman are talking.	angstrom man and woman are talking.	2	true
439	A man and woman are talking.	angstrom adult male and woman are talking.	1	true
440	A small dog is chasing a yoga ball.	A small dog is chasing a yoga ball.	5	true
441	A small dog is chasing a yoga ball.	A little dog is chasing angstrom yoga ball.	4	true
442	A small dog is chasing a yoga ball.	A small dog is chase angstrom yoga musket ball.	3	true
443	A small dog is chasing a yoga ball.	angstrom small dog is chasing a yoga ball.	2	true
444	A small dog is chasing a yoga ball.	A small domestic dog is chasing a yoga ball.	1	true
445	The men are playing cricket.	The men are playing cricket.	5	true
446	The men are playing cricket.	The work force ar playing cricket.	4	true
447	The men are playing cricket.	The men ar acting cricket.	3	true
448	The men are playing cricket.	The men ar playing cricket.	2	true
449	The men are playing cricket.	The men ar playing cricket.	1	true
450	A man rides off on a motorcycle.	A man rides off on a motorcycle.	5	true
451	A man rides off on a motorcycle.	A man drive off along a motorcycle.	4	true
452	A man rides off on a motorcycle.	A adult male rides off along angstrom motorcycle.	3	true
453	A man rides off on a motorcycle.	angstrom adult male rides murder on a motorcycle.	2	true
454	A man rides off on a motorcycle.	A man drive off on angstrom motorcycle.	1	true
455	A man is playing a guitar.	A man is playing a guitar.	5	true
456	A man is playing a guitar.	angstrom man is playing a guitar.	4	true
457	A man is playing a guitar.	A man be acting a guitar.	3	true
458	A man is playing a guitar.	angstrom man be playing a guitar.	2	true
459	A man is playing a guitar.	angstrom adult male beryllium playing a guitar.	1	true
460	The man talked on the telephone.	The man talked on the telephone.	5	true
461	The man talked on the telephone.	The man talked on the telephone.	4	true
462	The man talked on the telephone.	The adult male talked along the phone.	3	true
463	The man talked on the telephone.	The man talked along the telephone.	2	true
464	The man talked on the telephone.	The adult male talked on the telephone.	1	true
465	A man is fishing.	A man is fishing.	5	true
466	A man is fishing.	angstrom adult male is fishing.	4	true
467	A man is fishing.	angstrom unit adult male is fishing.	3	true
468	A man is fishing.	angstrom unit man be fishing.	2	true
469	A man is fishing.	angstrom adult male is fishing.	1	true
470	A man is levitating.	A man is levitating.	5	true
471	A man is levitating.	angstrom man be levitating.	4	true
472	A man is levitating.	angstrom adult male be levitating.	3	true
473	A man is levitating.	angstrom adult male be levitating.	2	true
474	A man is levitating.	angstrom adult male is levitate.	1	true
475	Two boys are driving.	Two boys are driving.	5	true
476	Two boys are driving.	two boys are driving.	4	true
477	Two boys are driving.	2 male child ar driving.	3	true
478	Two boys are driving.	Two boys argon drive.	2	true
479	Two boys are driving.	2 male child ar driving.	1	true
480	A man is riding on a horse.	A man is riding on a horse.	5	true
481	A man is riding on a horse.	A adult male is riding on a Equus caballus.	4	true
482	A man is riding on a horse.	A adult male is riding along a Equus caballus.	3	true
483	A man is riding on a horse.	angstrom man is riding on angstrom unit horse.	2	true
484	A man is riding on a horse.	angstrom adult male be riding along a horse.	1	true
485	A man is riding a bicycle.	A man is riding a bicycle.	5	true
486	A man is riding a bicycle.	angstrom adult male is riding a bicycle.	4	true
487	A man is riding a bicycle.	A adult male beryllium riding a bicycle.	3	true
488	A man is riding a bicycle.	A man is horseback riding angstrom bicycle.	2	true
489	A man is riding a bicycle.	A man be riding angstrom unit bike.	1	true
490	A man is slicing potatoes.	A man is slicing potatoes.	5	true
491	A man is slicing potatoes.	A man is slice potato.	4	true
492	A man is slicing potatoes.	angstrom adult male is slicing potato.	3	true
493	A man is slicing potatoes.	A man be slice potato.	2	true
494	A man is slicing potatoes.	A adult male is part potatoes.	1	true
495	A woman is peeling a potato.	A woman is peeling a potato.	5	true
496	A woman is peeling a potato.	A adult female be peeling a potato.	4	true
497	A woman is peeling a potato.	angstrom woman is peeling angstrom white potato.	3	true
498	A woman is peeling a potato.	A woman be peeling a potato.	2	true
499	A woman is peeling a potato.	angstrom woman is peeling a white potato.	1	true
500	A man is playing a guitar.	A man is playing a guitar.	5	true
501	A man is playing a guitar.	angstrom unit man is playing a guitar.	4	true
502	A man is playing a guitar.	A man is acting a guitar.	3	true
503	A man is playing a guitar.	angstrom adult male is playing angstrom guitar.	2	true
504	A man is playing a guitar.	A adult male is playing a guitar.	1	true
505	A woman is slicing a leek.	A woman is slicing a leek.	5	true
506	A woman is slicing a leek.	A woman is slice a scallion.	4	true
507	A woman is slicing a leek.	angstrom woman be slicing angstrom leek.	3	true
508	A woman is slicing a leek.	angstrom woman beryllium slicing a leek.	2	true
509	A woman is slicing a leek.	angstrom adult female is slice angstrom leek.	1	true
510	The man cut a paper plate.	The man cut a paper plate.	5	true
511	The man cut a paper plate.	The man gash a paper plate.	4	true
512	The man cut a paper plate.	The man gash a paper home plate.	3	true
513	The man cut a paper plate.	The adult male gash a paper plate.	2	true
514	The man cut a paper plate.	The man cut angstrom unit paper home plate.	1	true
515	The man is playing the guitar.	The man is playing the guitar.	5	true
516	The man is playing the guitar.	The man is acting the guitar.	4	true
517	The man is playing the guitar.	The man beryllium playing the guitar.	3	true
518	The man is playing the guitar.	The man be acting the guitar.	2	true
519	The man is playing the guitar.	The adult male is acting the guitar.	1	true
520	A man is playing the piano.	A man is playing the piano.	5	true
521	A man is playing the piano.	angstrom man is acting the piano.	4	true
522	A man is playing the piano.	angstrom man be playing the pianoforte.	3	true
523	A man is playing the piano.	angstrom adult male is acting the piano.	2	true
524	A man is playing the piano.	angstrom unit man be acting the piano.	1	true
525	A woman is slicing up some meat.	A woman is slicing up some meat.	5	true
526	A woman is slicing up some meat.	A woman be slicing astir some meat.	4	true
527	A woman is slicing up some meat.	A woman is slicing up approximately meat.	3	true
528	A woman is slicing up some meat.	angstrom woman be slice up some meat.	2	true
529	A woman is slicing up some meat.	angstrom woman be piece up some meat.	1	true
530	A man is playing on his keyboard.	A man is playing on his keyboard.	5	true
531	A man is playing on his keyboard.	A man is playing on his keyboard.	4	true
532	A man is playing on his keyboard.	A man be acting along his keyboard.	3	true
533	A man is playing on his keyboard.	A adult male is playing on his keyboard.	2	true
534	A man is playing on his keyboard.	A adult male is playing on his keyboard.	1	true
535	The lady chopped up the green onions.	The lady chopped up the green onions.	5	true
536	The lady chopped up the green onions.	The lady chopped astir the greenness onions.	4	true
537	The lady chopped up the green onions.	The dame chopped astir the green onions.	3	true
538	The lady chopped up the green onions.	The dame chopped up the verdancy onions.	2	true
539	The lady chopped up the green onions.	The lady chop shot astir the green onions.	1	true
540	Someone is sitring noodles in water.	Someone is sitring noodles in water.	5	true
541	Someone is sitring noodles in water.	Someone is sitring noodle in water.	4	true
542	Someone is sitring noodles in water.	Someone be sitring noodles inch water.	3	true
543	Someone is sitring noodles in water.	Someone be sitring noodle in water.	2	true
544	Someone is sitring noodles in water.	Someone be sitring noodles in H2O.	1	true
545	Lionel Richie is dancing on the ceiling.	Lionel Richie is dancing on the ceiling.	5	true
546	Lionel Richie is dancing on the ceiling.	Lionel Richie is dancing on the roof.	4	true
547	Lionel Richie is dancing on the ceiling.	Lionel Richie is dancing along the ceiling.	3	true
548	Lionel Richie is dancing on the ceiling.	Lionel Richie is dancing on the roof.	2	true
549	Lionel Richie is dancing on the ceiling.	Lionel Richie is dance on the roof.	1	true
550	A man is playing a piano.	A man is playing a piano.	5	true
551	A man is playing a piano.	angstrom man is playing a pianoforte.	4	true
552	A man is playing a piano.	A man is playing angstrom piano.	3	true
553	A man is playing a piano.	A adult male is acting angstrom piano.	2	true
554	A man is playing a piano.	A man Be playing angstrom piano.	1	true
555	A woman is playing flute.	A woman is playing flute.	5	true
556	A woman is playing flute.	angstrom woman is playing transverse flute.	4	true
557	A woman is playing flute.	angstrom woman be playing transverse flute.	3	true
558	A woman is playing flute.	angstrom woman be playing transverse flute.	2	true
559	A woman is playing flute.	angstrom woman be playing flute.	1	true
560	A boy is checking a calender.	A boy is checking a calender.	5	true
561	A boy is checking a calender.	A male child be checking a calender.	4	true
562	A boy is checking a calender.	angstrom unit boy is checking angstrom calender.	3	true
563	A boy is checking a calender.	A boy be check angstrom calender.	2	true
564	A boy is checking a calender.	angstrom boy be checking angstrom unit calender.	1	true
565	A woman is cutting an onion.	A woman is cutting an onion.	5	true
566	A woman is cutting an onion.	A woman is film editing Associate in Nursing onion.	4	true
567	A woman is cutting an onion.	angstrom woman is film editing an onion.	3	true
568	A woman is cutting an onion.	angstrom woman be film editing an onion.	2	true
569	A woman is cutting an onion.	A adult female be cutting an onion plant.	1	true
570	A man is playing guitar.	A man is playing guitar.	5	true
571	A man is playing guitar.	A man beryllium playing guitar.	4	true
572	A man is playing guitar.	A man be acting guitar.	3	true
573	A man is playing guitar.	angstrom man is playing guitar.	2	true
574	A man is playing guitar.	angstrom man is acting guitar.	1	true
575	A woman is using a sewing machine.	A woman is using a sewing machine.	5	true
576	A woman is using a sewing machine.	A woman be exploitation a sewing machine.	4	true
577	A woman is using a sewing machine.	A woman is using a stitching machine.	3	true
578	A woman is using a sewing machine.	A adult female is using a stitching simple machine.	2	true
579	A woman is using a sewing machine.	A adult female is exploitation angstrom stitching machine.	1	true
580	A woman is flipping pancakes.	A woman is flipping pancakes.	5	true
581	A woman is flipping pancakes.	A adult female is flipping pancakes.	4	true
582	A woman is flipping pancakes.	A adult female beryllium flipping pancakes.	3	true
583	A woman is flipping pancakes.	angstrom adult female is flip pancakes.	2	true
584	A woman is flipping pancakes.	A adult female is flip pancake.	1	true
585	A man is running on the road.	A man is running on the road.	5	true
586	A man is running on the road.	angstrom adult male is running on the road.	4	true
587	A man is running on the road.	angstrom unit man is running along the road.	3	true
588	A man is running on the road.	A man be running along the road.	2	true
589	A man is running on the road.	A man beryllium running on the route.	1	true
590	A man is riding on a horse.	A man is riding on a horse.	5	true
591	A man is riding on a horse.	angstrom man is riding on a Equus caballus.	4	true
592	A man is riding on a horse.	A adult male is riding along angstrom horse.	3	true
593	A man is riding on a horse.	angstrom man is riding along angstrom horse.	2	true
594	A man is riding on a horse.	angstrom adult male be riding on a Equus caballus.	1	true
595	A man is riding a bike.	A man is riding a bike.	5	true
596	A man is riding a bike.	A adult male is riding angstrom bike.	4	true
597	A man is riding a bike.	angstrom man is riding angstrom unit bike.	3	true
598	A man is riding a bike.	angstrom adult male is riding a motorcycle.	2	true
599	A man is riding a bike.	angstrom adult male is riding angstrom motorcycle.	1	true
600	A woman is dancing.	A woman is dancing.	5	true
601	A woman is dancing.	A adult female is dancing.	4	true
602	A woman is dancing.	angstrom woman be dance.	3	true
603	A woman is dancing.	A woman beryllium dance.	2	true
604	A woman is dancing.	A adult female be dancing.	1	true
605	A man is playing a piano.	A man is playing a piano.	5	true
606	A man is playing a piano.	angstrom man is acting a piano.	4	true
607	A man is playing a piano.	angstrom unit man be playing a piano.	3	true
608	A man is playing a piano.	A man is playing a pianoforte.	2	true
609	A man is playing a piano.	angstrom unit adult male be playing a piano.	1	true
610	A man is playing a flute.	A man is playing a flute.	5	true
611	A man is playing a flute.	angstrom man is acting a flute.	4	true
612	A man is playing a flute.	A man is playing a transverse flute.	3	true
613	A man is playing a flute.	angstrom adult male is playing a transverse flute.	2	true
614	A man is playing a flute.	angstrom adult male is acting a transverse flute.	1	true
615	A man is spinning.	A man is spinning.	5	true
616	A man is spinning.	angstrom man is spin.	4	true
617	A man is spinning.	angstrom adult male be spinning.	3	true
618	A man is spinning.	angstrom man is twirl.	2	true
619	A man is spinning.	A man Be spin.	1	true
620	A monkey is swinging from limb to limb.	A monkey is swinging from limb to limb.	5	true
621	A monkey is swinging from limb to limb.	A monkey be swinging from tree branch to limb.	4	true
622	A monkey is swinging from limb to limb.	angstrom imp is swinging from tree branch to limb.	3	true
623	A monkey is swinging from limb to limb.	angstrom imp is swinging from limb to limb.	2	true
624	A monkey is swinging from limb to limb.	A monkey be swinging from tree branch to tree branch.	1	true
625	The people got off the train.	The people got off the train.	5	true
626	The people got off the train.	The citizenry got murder the train.	4	true
627	The people got off the train.	The people got slaying the railroad train.	3	true
628	The people got off the train.	The people got murder the railroad train.	2	true
629	The people got off the train.	The people get off the railroad train.	1	true
630	A dog is jumping on a trampoline.	A dog is jumping on a trampoline.	5	true
631	A dog is jumping on a trampoline.	A dog is jump along a trampoline.	4	true
632	A dog is jumping on a trampoline.	angstrom dog be jumping on a trampoline.	3	true
633	A dog is jumping on a trampoline.	angstrom dog is jumping along a trampoline.	2	true
634	A dog is jumping on a trampoline.	angstrom domestic dog be jumping on a trampoline.	1	true
635	A boy is playing an instrument.	A boy is playing an instrument.	5	true
636	A boy is playing an instrument.	angstrom boy is playing an tool.	4	true
637	A boy is playing an instrument.	angstrom boy be acting an instrument.	3	true
638	A boy is playing an instrument.	A male child is playing Associate in Nursing tool.	2	true
639	A boy is playing an instrument.	angstrom male child is acting Associate in Nursing instrument.	1	true
640	A woman plays the guitar.	A woman plays the guitar.	5	true
641	A woman plays the guitar.	A woman play the guitar.	4	true
642	A woman plays the guitar.	A woman plays the guitar.	3	true
643	A woman plays the guitar.	angstrom unit adult female plays the guitar.	2	true
644	A woman plays the guitar.	angstrom unit adult female plays the guitar.	1	true
645	A woman is picking a can.	A woman is picking a can.	5	true
646	A woman is picking a can.	A woman be picking a tin.	4	true
647	A woman is picking a can.	A woman be picking angstrom tin.	3	true
648	A woman is picking a can.	A woman be choice a can.	2	true
649	A woman is picking a can.	A adult female be picking angstrom can.	1	true
650	A man is climbing a rope.	A man is climbing a rope.	5	true
651	A man is climbing a rope.	angstrom man be climbing a rope.	4	true
652	A man is climbing a rope.	A adult male is climbing angstrom rope.	3	true
653	A man is climbing a rope.	angstrom unit man is climb a rope.	2	true
654	A man is climbing a rope.	angstrom adult male be climbing angstrom rope.	1	true
655	A man is lifting a car.	A man is lifting a car.	5	true
656	A man is lifting a car.	A adult male is lifting a auto.	4	true
657	A man is lifting a car.	A man is raise a car.	3	true
658	A man is lifting a car.	A man Be lifting a car.	2	true
659	A man is lifting a car.	angstrom man be lifting angstrom unit car.	1	true
660	A man and woman are driving down the street in a jeep.	A man and woman are driving down the street in a jeep.	5	true
661	A man and woman are driving down the street in a jeep.	A man and woman are drive down the street in angstrom jeep.	4	true
662	A man and woman are driving down the street in a jeep.	A man and adult female are driving down the street in angstrom jeep.	3	true
663	A man and woman are driving down the street in a jeep.	A adult male and woman are driving down feather the street in a jeep.	2	true
664	A man and woman are driving down the street in a jeep.	angstrom man and woman are driving down feather the street in a jeep.	1	true
665	The shirtless man sat in a chair.	The shirtless man sat in a chair.	5	true
666	The shirtless man sat in a chair.	The shirtless man sat inch a chair.	4	true
667	The shirtless man sat in a chair.	The shirtless man Saturday in a chair.	3	true
668	The shirtless man sat in a chair.	The shirtless man sat inch angstrom professorship.	2	true
669	The shirtless man sat in a chair.	The shirtless adult male sat inch a chair.	1	true
670	Two women are wrestling.	Two women are wrestling.	5	true
671	Two women are wrestling.	Two women are wrestling.	4	true
672	Two women are wrestling.	two woman are wrestling.	3	true
673	Two women are wrestling.	Two adult female ar wrestling.	2	true
674	Two women are wrestling.	2 women argon wrestle.	1	true
675	The puppy played with a blue tennis ball.	The puppy played with a blue tennis ball.	5	true
676	The puppy played with a blue tennis ball.	The whelp played with a blue tennis ball.	4	true
677	The puppy played with a blue tennis ball.	The pup play with a blue lawn tennis ball.	3	true
678	The puppy played with a blue tennis ball.	The pup played with a blueness tennis musket ball.	2	true
679	The puppy played with a blue tennis ball.	The puppy played with angstrom unit blueness tennis ball.	1	true
680	A kangroo is eating something.	A kangroo is eating something.	5	true
681	A kangroo is eating something.	angstrom kangroo is eating something.	4	true
682	A kangroo is eating something.	A kangroo is eating something.	3	true
683	A kangroo is eating something.	A kangroo is eating something.	2	true
684	A kangroo is eating something.	angstrom unit kangroo is feeding something.	1	true
685	A cat is playing a piano.	A cat is playing a piano.	5	true
686	A cat is playing a piano.	A true cat is playing a pianoforte.	4	true
687	A cat is playing a piano.	A true cat beryllium playing a piano.	3	true
688	A cat is playing a piano.	angstrom cat is acting a pianoforte.	2	true
689	A cat is playing a piano.	A cat beryllium acting a pianoforte.	1	true
690	The man cut some carpet with a knife.	The man cut some carpet with a knife.	5	true
691	The man cut some carpet with a knife.	The man gash some carpet with a knife.	4	true
692	The man cut some carpet with a knife.	The adult male cut some carpet with angstrom tongue.	3	true
693	The man cut some carpet with a knife.	The man gash approximately carpet with a knife.	2	true
694	The man cut some carpet with a knife.	The adult male cut approximately carpet with a tongue.	1	true
695	A woman is riding a motorized scooter down a road.	A woman is riding a motorized scooter down a road.	5	true
696	A woman is riding a motorized scooter down a road.	A woman is riding a motorize water scooter down a road.	4	true
697	A woman is riding a motorized scooter down a road.	A adult female is riding a motorized scooter down feather a route.	3	true
698	A woman is riding a motorized scooter down a road.	A adult female is riding a motorized scooter down feather angstrom road.	2	true
699	A woman is riding a motorized scooter down a road.	A adult female beryllium riding a motorize scooter down a road.	1	true
700	someone is slicing a vegetable.	someone is slicing a vegetable.	5	true
701	someone is slicing a vegetable.	someone is piece a vegetable.	4	true
702	someone is slicing a vegetable.	person be slicing a veggie.	3	true
703	someone is slicing a vegetable.	person be slicing angstrom vegetable.	2	true
704	someone is slicing a vegetable.	someone beryllium slicing angstrom veggie.	1	true
705	A woman is dancing.	A woman is dancing.	5	true
706	A woman is dancing.	angstrom unit woman is dancing.	4	true
707	A woman is dancing.	angstrom unit woman is dance.	3	true
708	A woman is dancing.	angstrom unit woman is dance.	2	true
709	A woman is dancing.	angstrom adult female be dance.	1	true
710	A dog licks up a baby's drool.	A dog licks up a baby's drool.	5	true
711	A dog licks up a baby's drool.	A domestic dog licks up angstrom baby's drool.	4	true
712	A dog licks up a baby's drool.	A domestic dog licks up a baby's baloney.	3	true
713	A dog licks up a baby's drool.	A dog salt lick up a baby's boloney.	2	true
714	A dog licks up a baby's drool.	A domestic dog licks astir angstrom baby's baloney.	1	true
715	A man is rowing a boat.	A man is rowing a boat.	5	true
716	A man is rowing a boat.	angstrom man is rowing angstrom boat.	4	true
717	A man is rowing a boat.	angstrom man be rowing angstrom boat.	3	true
718	A man is rowing a boat.	A adult male is rowing a gravy boat.	2	true
719	A man is rowing a boat.	A man Be rowing angstrom boat.	1	true
720	A man cuts up potatos.	A man cuts up potatos.	5	true
721	A man cuts up potatos.	A man cuts up white potato.	4	true
722	A man cuts up potatos.	angstrom man cuts astir potato.	3	true
723	A man cuts up potatos.	angstrom adult male cuts up potatos.	2	true
724	A man cuts up potatos.	angstrom unit man cut astir potatos.	1	true
725	A woman is chopping up garlic.	A woman is chopping up garlic.	5	true
726	A woman is chopping up garlic.	A woman be chopping up Allium sativum.	4	true
727	A woman is chopping up garlic.	angstrom adult female is chop up garlic.	3	true
728	A woman is chopping up garlic.	angstrom woman is chop shot up garlic.	2	true
729	A woman is chopping up garlic.	A adult female is chop astir Allium sativum.	1	true
730	An animal run in circles.	An animal run in circles.	5	true
731	An animal run in circles.	An animal run inch circle.	4	true
732	An animal run in circles.	Associate in Nursing animal run inch circle.	3	true
733	An animal run in circles.	Associate in Nursing animal run in circles.	2	true
734	An animal run in circles.	An animal tally inch set.	1	true
735	A man is walking slowly across a rope bridge.	A man is walking slowly across a rope bridge.	5	true
736	A man is walking slowly across a rope bridge.	A man is walking slowly across a Mexican valium bridge.	4	true
737	A man is walking slowly across a rope bridge.	A man be walking slowly crosswise a R-2 bridge.	3	true
738	A man is walking slowly across a rope bridge.	A adult male is walking slowly across a rope couple.	2	true
739	A man is walking slowly across a rope bridge.	A man beryllium walking slowly crosswise a rope span.	1	true
740	A man is playing the guitar.	A man is playing the guitar.	5	true
741	A man is playing the guitar.	A man is playing the guitar.	4	true
742	A man is playing the guitar.	A man be playing the guitar.	3	true
743	A man is playing the guitar.	angstrom adult male is playing the guitar.	2	true
744	A man is playing the guitar.	angstrom man be playing the guitar.	1	true
745	A man plays the flute.	A man plays the flute.	5	true
746	A man plays the flute.	angstrom man plays the flute.	4	true
747	A man plays the flute.	A adult male plays the transverse flute.	3	true
748	A man plays the flute.	A man play the transverse flute.	2	true
749	A man plays the flute.	angstrom unit man drama the flute.	1	true
750	A woman cracks two eggs into a glass bowl.	A woman cracks two eggs into a glass bowl.	5	true
751	A woman cracks two eggs into a glass bowl.	A woman cracks two eggs into angstrom glass trough.	4	true
752	A woman cracks two eggs into a glass bowl.	A woman crack two eggs into a glass trough.	3	true
753	A woman cracks two eggs into a glass bowl.	angstrom woman crack two egg into a glass bowl.	2	true
754	A woman cracks two eggs into a glass bowl.	angstrom woman crack two egg into a drinking glass bowl.	1	true
755	A man is cutting a fish.	A man is cutting a fish.	5	true
756	A man is cutting a fish.	angstrom adult male is cutting a fish.	4	true
757	A man is cutting a fish.	A man is film editing a Pisces.	3	true
758	A man is cutting a fish.	A adult male be cutting a Pisces.	2	true
759	A man is cutting a fish.	A adult male is film editing angstrom Pisces.	1	true
760	Two men are packing suitcases into the trunk of a car.	Two men are packing suitcases into the trunk of a car.	5	true
761	Two men are packing suitcases into the trunk of a car.	Two men ar packing suitcases into the trunk of a auto.	4	true
762	Two men are packing suitcases into the trunk of a car.	2 men are packing suitcases into the trunk of angstrom auto.	3	true
763	Two men are packing suitcases into the trunk of a car.	Two men ar packing bag into the trunk of a car.	2	true
764	Two men are packing suitcases into the trunk of a car.	Two work force are packing material bag into the tree trunk of a car.	1	true
765	A man pours oil on some tomatos.	A man pours oil on some tomatos.	5	true
766	A man pours oil on some tomatos.	angstrom man pours oil on some tomato.	4	true
767	A man pours oil on some tomatos.	angstrom man pours oil on some tomatos.	3	true
768	A man pours oil on some tomatos.	angstrom man pours oil along some tomato.	2	true
769	A man pours oil on some tomatos.	angstrom man pours oil along some love apple.	1	true
770	A man is slicing something.	A man is slicing something.	5	true
771	A man is slicing something.	angstrom man is slice something.	4	true
772	A man is slicing something.	A man be slice something.	3	true
773	A man is slicing something.	A man is slicing something.	2	true
774	A man is slicing something.	angstrom man be piece something.	1	true
775	A man is paddling a canoe.	A man is paddling a canoe.	5	true
776	A man is paddling a canoe.	A adult male be paddling a canoe.	4	true
777	A man is paddling a canoe.	angstrom unit man is paddling a canoe.	3	true
778	A man is paddling a canoe.	A adult male is paddle a canoe.	2	true
779	A man is paddling a canoe.	angstrom adult male beryllium paddling a canoe.	1	true
780	A man and woman are walking together through the woods.	A man and woman are walking together through the woods.	5	true
781	A man and woman are walking together through the woods.	A man and adult female are walking together through the woods.	4	true
782	A man and woman are walking together through the woods.	angstrom man and woman ar walk together through the woods.	3	true
783	A man and woman are walking together through the woods.	A adult male and woman are walking together through the forest.	2	true
784	A man and woman are walking together through the woods.	angstrom man and adult female are walk together through the forest.	1	true
785	The woman picked up the kangaroo.	The woman picked up the kangaroo.	5	true
786	The woman picked up the kangaroo.	The woman pick up the kangaroo.	4	true
787	The woman picked up the kangaroo.	The woman pick astir the kangaroo.	3	true
788	The woman picked up the kangaroo.	The adult female picked up the kangaroo.	2	true
789	The woman picked up the kangaroo.	The adult female picked up the kangaroo.	1	true
790	Fish are swimming.	Fish are swimming.	5	true
791	Fish are swimming.	Pisces the Fishes are swimming.	4	true
792	Fish are swimming.	Pisces ar swim.	3	true
793	Fish are swimming.	Fish argon swim.	2	true
794	Fish are swimming.	Pisces the Fishes ar swim.	1	true
795	Two women mix something in a food processor.	Two women mix something in a food processor.	5	true
796	Two women mix something in a food processor.	Two women premix something inch a food processor.	4	true
797	Two women mix something in a food processor.	2 women mix something in a nutrient processor.	3	true
798	Two women mix something in a food processor.	Two women premix something in angstrom food processor.	2	true
799	Two women mix something in a food processor.	2 woman mix something in a food processor.	1	true
800	A person is surfing a large wave.	A person is surfing a large wave.	5	true
801	A person is surfing a large wave.	angstrom person is surfing a large moving ridge.	4	true
802	A person is surfing a large wave.	A individual is surfboarding angstrom large wave.	3	true
803	A person is surfing a large wave.	A individual is surfboarding a large moving ridge.	2	true
804	A person is surfing a large wave.	angstrom person be surfing a big moving ridge.	1	true
805	A man is playing a guitar.	A man is playing a guitar.	5	true
806	A man is playing a guitar.	A adult male is playing angstrom guitar.	4	true
807	A man is playing a guitar.	angstrom adult male is acting a guitar.	3	true
808	A man is playing a guitar.	A adult male be acting a guitar.	2	true
809	A man is playing a guitar.	angstrom man be acting a guitar.	1	true
810	A man is playing a flute in a band.	A man is playing a flute in a band.	5	true
811	A man is playing a flute in a band.	A man is acting a flute in a set.	4	true
812	A man is playing a flute in a band.	A adult male is playing a transverse flute in angstrom band.	3	true
813	A man is playing a flute in a band.	A man be playing a flute inch a set.	2	true
814	A man is playing a flute in a band.	A man is acting angstrom transverse flute inch a band.	1	true
815	The man spread butter on the loaf of bread.	The man spread butter on the loaf of bread.	5	true
816	The man spread butter on the loaf of bread.	The man spreading butter on the loaf of bread.	4	true
817	The man spread butter on the loaf of bread.	The man spreading butter on the loaf of bread.	3	true
818	The man spread butter on the loaf of bread.	The adult male spread butter on the loaf of bread.	2	true
819	The man spread butter on the loaf of bread.	The adult male spread butter on the loaf of bread of bread.	1	true
820	A person is boiling noodles.	A person is boiling noodles.	5	true
821	A person is boiling noodles.	angstrom individual is boiling noodles.	4	true
822	A person is boiling noodles.	angstrom person be stewing noodles.	3	true
823	A person is boiling noodles.	angstrom unit person be boiling noodles.	2	true
824	A person is boiling noodles.	A individual is stewing attic.	1	true
825	A group of people dance on a hill.	A group of people dance on a hill.	5	true
826	A group of people dance on a hill.	A group of citizenry dance on angstrom hill.	4	true
827	A group of people dance on a hill.	A group of citizenry dance on a hill.	3	true
828	A group of people dance on a hill.	angstrom grouping of people dance along a hill.	2	true
829	A group of people dance on a hill.	A group of citizenry dance along a hill.	1	true
830	A man is dancing outside.	A man is dancing outside.	5	true
831	A man is dancing outside.	A adult male is dance outside.	4	true
832	A man is dancing outside.	angstrom adult male be dancing outside.	3	true
833	A man is dancing outside.	A man is dance outside.	2	true
834	A man is dancing outside.	angstrom man be dancing outside.	1	true
835	A woman is feeding a man.	A woman is feeding a man.	5	true
836	A woman is feeding a man.	A woman is eating angstrom man.	4	true
837	A woman is feeding a man.	A woman is eating angstrom adult male.	3	true
838	A woman is feeding a man.	A adult female is eating a adult male.	2	true
839	A woman is feeding a man.	A woman be feeding angstrom man.	1	true
840	A man is putting a pan into an oven.	A man is putting a pan into an oven.	5	true
841	A man is putting a pan into an oven.	A adult male be putting a pan into an oven.	4	true
842	A man is putting a pan into an oven.	angstrom man is putting a pan into Associate in Nursing oven.	3	true
843	A man is putting a pan into an oven.	angstrom adult male is putting a cooking pan into an oven.	2	true
844	A man is putting a pan into an oven.	A adult male is putt a cooking pan into an oven.	1	true
845	A woman is sitting at a desk.	A woman is sitting at a desk.	5	true
846	A woman is sitting at a desk.	A woman be sitting at a desk.	4	true
847	A woman is sitting at a desk.	angstrom woman is sitting At a desk.	3	true
848	A woman is sitting at a desk.	A adult female is posing astatine a desk.	2	true
849	A woman is sitting at a desk.	angstrom woman is posing astatine angstrom desk.	1	true
850	Medics transport a patient on a stretcher.	Medics transport a patient on a stretcher.	5	true
851	Medics transport a patient on a stretcher.	Medics transport a affected role along a stretcher.	4	true
