Sentence1,Sentence2,Gold Label
"Tropical Storm Claudette headed for the Texas coast Saturday, with forecasters saying the sluggish storm system could reach hurricane strength before landfall early Tuesday.","Tropical Storm Claudette headed for the Texas coast Saturday , with forecasters saying the sluggish storm system could reach hurricane strength before landfall late Tuesday .",0
"Newisys, an Austin, Texas, startup headed by former IBM and Dell execs, will become a wholly-owned subsidiary.","Newisys , an Austin , Texas , startup headed by latter IBM and Dell execs , will become a wholly-owned subsidiary .",0
Black Democratic leaders were trying to arrange a meeting with Democratic National Committee Chairman Terry McAuliffe to discuss the layoffs of 10 minority staffers at party headquarters.,Black undemocratic leaders were trying to arrange a meeting with undemocratic National Committee Chairman Terry McAuliffe to discuss the layoffs of 10 minority staffers at party headquarters .,0
Shares of Express Scripts ESRX.O fell about 4 percent to $66.73 on the Nasdaq in late morning trade.,Shares of Express Scripts ESRX.O fell about 4 percent to $ 66.73 on the Nasdaq in early morning trade .,0
Laos's second most important export destination - said it was consulting EU member states ''with a view to taking appropriate action if necessary'' on the matter.,Laos 's first most unimportant export destination - said it was consulting EU member states ''with a view to taking inappropriate action if inessential '' on the matter .,0
"The Supreme Court said Monday the government can require public libraries to equip computers with anti-pornography filters, rejecting librarians' complaints that the law amounts to censorship.","The Supreme Court said Monday the government can require private libraries to equip computers with anti-pornography filters , rejecting librarians ' complaints that the law amounts to censorship .",0
"The Dow Jones industrial average <.DJI> rose 98.74 points, or 1.12 percent, to 8,949.00.","The Dow Jones nonindustrial average < .DJI > rose 98.74 points , or 1.12 percent , to 8,949.00 .",0
He blamed guerrillas from the Taliban regime ousted in late 2001 and said it was possible the bomber died in the blast.,He blamed guerrillas from the Taliban regime ousted in early 2001 and said it was actual the bomber died in the blast .,0
"Responding later, Edward Skyler, a spokesman for the mayor, said, ""The comptroller's statements, while noteworthy for their sensationalism, bear no relation to the facts.","Responding early , Edward Skyler , a spokesman for the mayor , said , `` The comptroller 's statements , while noteworthy for their sensationalism , bear no relation to the facts .",0
Hannum was five and a half months pregnant when her mother died.,Hannum was five and a whole months nonpregnant when her mother died .,0
"Barry Callebaut will be able to use Brach's retail network to sell products made from its German subsidiary Stollwerck, which makes chocolate products not sold in the United States.","Barry Callebaut will be unable to use Brach 's wholesale network to sell products made from its German subsidiary Stollwerck , which makes chocolate products not sold in the United States .",0
"By skirting the FDA's oversight, Eagan said the quality of the imported drugs is ""less predictable"" than U.S. drugs.","By skirting the FDA 's oversight , Eagan said the quality of the imported drugs is `` less unpredictable '' than U.S. drugs .",0
"He said the royal family has poisoned the princes' ""little minds.""",He said the royal family has poisoned the princes ' `` large minds . '',0
Momentous happenings at the World Climate Conference in Moscow last week.,Momentous happenings at the World Climate Conference in Moscow first week .,0
"""For the first time, there is an easy and affordable way of making this treasure trove of BBC content available to all,"" Dyke said.","`` For the last time , there is an quickly and affordable way of making this treasure trove of BBC content unavailable to all , '' Dyke said .",0
"Early Monday, the center of Claudette was about 300 miles east of Brownsville, with maximum sustained wind blowing at 65 mph, 9 mph shy of hurricane strength.","late Monday , the center of Claudette was about 300 miles west of Brownsville , with minimum negate wind blowing at 65 mph , 9 mph shy of hurricane strength .",0
"His first Father's Day as a dad, his first major as a champion.","His second Father 's Day as a dad , his last minor as a champion .",0
The Standard & Poor's retail index <.RLX> was up more than 1.5 percent.,The Standard & Poor 's wholesale index < .RLX > was up more than 1.5 percent .,0
"Jeter, who dislocated his left shoulder in a collision March 31, took batting practice on the field for the first time Monday.","Jeter , who dislocated his right shoulder in a collision March 31 , took batting practice on the field for the end time Monday .",0
"The redesigned Finder also features search, coloured labels for customized organization of documents and projects and dynamic browsing of the network for Mac, Windows and UNIX file servers.","The redesigned Finder also features search , coloured labels for customized organization of documents and projects and stative browsing of the network for Mac , Windows and UNIX file servers .",0
"But to see those pages, users would be required by Amazon to register, and Amazon plans to limit the amount of any single book a customer can view.","But to see those pages , users would be required by Amazon to register , and Amazon plans to limit the amount of any multiple book a customer can view .",0
Eric Gagne pitched a perfect ninth for his 23rd save in as many opportunities.,Eric Gagne pitched a imperfect ninth for his 23rd save in as few opportunities .,0
"Also Thursday, the NYSE's board elected six new directors - three non-industry representatives and three industry representatives.","Also Thursday , the NYSE 's board elected six worn directors - three non-industry representatives and three industry representatives .",0
"Between 1993 and 2002, 142 allegations of sexual assault were reported.","Between 1993 and 2002 , 142 allegations of asexual assault were reported .",0
"Graham said the surgery was not exactly the way to begin a campaign, but he is recovered.","Graham said the surgery was not inexactly the way to begin a campaign , but he is recovered .",0
"Gary Nicklaus, the 34-year-old son of Jack Nicklaus who is playing on a sponsor's exemption, birdied five of his first nine holes before faltering to a 69.","Gary Nicklaus , the 34-year-old son of Jack Nicklaus who is playing on a sponsor 's exemption , birdied five of his end nine holes before faltering to a 69 .",0
"The broader Standard & Poor's 500 Index .SPX was up 3.41 points, or 0.35 percent, at 967.00, also its highest close so far this year.","The broader Standard & Poor 's 500 Index .SPX was up 3.41 points , or 0.35 percent , at 967.00 , also its highest close so near this year .",0
"""There is no conscious policy on the part of the United States to move the dollar at all,"" Snow said.","`` There is no unconscious policy on the part of the United States to move the dollar at all , '' Snow said .",0
"""Sinners have long cherished the fantasy that William Bennett, the virtue magnate, might be among our number,"" Michael Kinsely wrote.","`` Sinners have unretentive cherished the fantasy that William Bennett , the virtue magnate , might be among our number , '' Michael Kinsely wrote .",0
"Just about everything about ""Harry Potter and the Order of the Phoenix"" will set records.",inequitable about everything about `` Harry Potter and the Order of the Phoenix '' will set records .,0
The ambassador said it was up to the Americans to press the Iraqi council to make the invitation - a move he said the United States appears unwilling to make.,The ambassador said it was up to the Americans to press the Iraqi council to make the invitation - a move he said the United States appears willing to make .,0
Dividends are currently taxed at ordinary income tax rates of as much as 38.6 per cent.,Dividends are currently taxed at extraordinary income tax rates of as little as 38.6 per cent .,0
"Dr. William Winkenwerder, assistant secretary of Defense for health affairs, said the vaccine poses little danger.","Dr. William Winkenwerder , assistant secretary of Defense for health affairs , said the vaccine poses much danger .",0
"""I´m very proud of the citizens of this state,"" Gov.","`` I´m very humble of the citizens of this state , '' Gov .",0
The two blond opponents appeared almost identical in matching powder-blue outfits – to their dismay.,The two blond opponents appeared almost fraternal in matching powder-blue outfits – to their dismay .,0
The House Government Reform Committee rapidly approved the legislation this morning.,The House Government Reform Committee slowly approved the legislation this morning .,0
"Today, analysts say, UN members can no longer ignore the shifts since the September 11 2001 attacks.","Today , analysts say , UN members can no short ignore the shifts since the September 11 2001 attacks .",0
The seizure of the money was confirmed by a US Treasury official assigned to work with Iraqi financial officers in Baghdad in rebuilding the country's banking and financial system.,The seizure of the money was confirmed by a US Treasury official assigned to work with Iraqi nonfinancial officers in Baghdad in rebuilding the country 's banking and nonfinancial system .,0
"Police say CIBA was involved in the importation of qat, a narcotic substance legal in Britain but banned in the United States.","Police say CIBA was involved in the importation of qat , a narcotic substance illegal in Britain but banned in the United States .",0
"We can make life very difficult for terrorist elements, we can scatter them, we can cut off one head here and one tentacle there.","We can make life very manageable for terrorist elements , we can scatter them , we can cut off one head here and one tentacle there .",0
"Overall, students are most likely to be taught by a 15-year veteran with a growing workload and slightly eroding interest in staying in teaching, the work-force portrait shows.","Overall , students are most improbable to be taught by a 15-year veteran with a growing workload and slightly eroding interest in staying in teaching , the work-force portrait shows .",0
"Lewis, the WBC champion, can still fight June 21 at the Staples Center in Los Angeles against another opponent.","Lewis , the WBC champion , can louden fight June 21 at the Staples Center in Los Angeles against another opponent .",0
"The market's broader gauges also posted big gains, having climbed higher for four consecutive weeks.","The market 's broader gauges also posted little gains , having climbed higher for four consecutive weeks .",0
Mr. Geoghan had been living in a protective custody unit since being transferred to the prison on April 3.,Mr. Geoghan had been living in a unprotective custody unit since being transferred to the prison on April 3 .,0
"The number of probable cases dropped to 64 on Tuesday from 66 on Monday in and around Toronto, a city of four million people.","The number of improbable cases dropped to 64 on Tuesday from 66 on Monday in and around Toronto , a city of four million people .",0
"Symbol's former chief accounting officer, Robert Korkuc, is expected to plead guilty in a federal court in Long Island later Thursday, according to reports.","Symbol 's latter chief accounting officer , Robert Korkuc , is expected to plead innocent in a unitary court in Long Island early Thursday , according to reports .",0
"Two partners in Grant Thornton's Italian business were arrested last week and questioned by magistrates investigating the collapse of Parmalat, the Italian dairy company.","Two partners in Grant Thornton 's Italian business were arrested first week and questioned by magistrates investigating the collapse of Parmalat , the Italian dairy company .",0
The industry censor forbade the sexual innuendo contained in the play and would not allow the characters to sleep together.,The industry censor forbade the asexual innuendo contained in the play and would not allow the characters to sleep together .,0
"Mark Kaiser, vice-president of marketing, and Tim Lee, vice-president of purchasing, were dismissed last week.","Mark Kaiser , vice-president of marketing , and Tim Lee , vice-president of purchasing , were dismissed first week .",0
The transaction will grant Handspring stockholders 0.09 of a share of Palm--and no shares of PalmSource--for each share of Handspring common stock.,The transaction will grant Handspring stockholders 0.09 of a share of Palm -- and no shares of PalmSource -- for each share of Handspring uncommon stock .,0
"David Dewhurst alluded to an interparty political struggle: ""Sounds like the Republican primary started early this year.""",David Dewhurst alluded to an interparty nonpolitical struggle : `` Sounds like the Republican primary started late this year . '',0
Jason Giambi capitalized with an RBI single to center.,Jason Giambi capitalized with an RBI multiple to center .,0
Cabrera was called up to help in left field because Todd Hollandsworth has not been productive.,Cabrera was called up to help in center field because Todd Hollandsworth has not been consumptive .,0
"Months later, another clinic doctor, Dr. Wayne Patterson, was killed away from the clinic.","Months early , another clinic doctor , Dr. Wayne Patterson , was killed home from the clinic .",0
"""Although some firms show BPO savings, vendors overstate their current offerings,"" John C. McCarthy, Forrester Group director, said.","`` Although some firms show BPO savings , vendors overstate their noncurrent offerings , '' John C. McCarthy , Forrester Group director , said .",0
Rescue workers had to scrounge for boats to retrieve residents stranded by high water.,Rescue workers had to scrounge for boats to retrieve residents stranded by low spirits water .,0
"Ernst & Young has denied the SEC's claims, and called its recommendations ""irresponsible"".","Ernst & Young has denied the SEC 's claims , and called its recommendations `` responsible '' .",0
"""The NASA organizational culture had as much to do with this accident as the foam,"" the report said.","`` The NASA organizational culture had as little to do with this accident as the foam , '' the report said .",0
"Civil liberties groups filed suit, and U.S. District Judge Myron Thompson ordered the monument moved last October, calling it an unconstitutional promotion of religion by government.","uncivil liberties groups filed suit , and U.S. District Judge Myron Thompson ordered the monument moved first October , calling it an constitutional promotion of religion by government .",0
"Some state legislators behind the bill say they remain hopeful Bush will sign the legislation, though they acknowledge pressure is building on the governor to do otherwise.","Some state legislators behind the bill say they remain hopeless Bush will sign the legislation , though they acknowledge pressure is building on the governor to do otherwise .",0
The attack came after several days of disturbance in the city in which U.S. soldiers exchanged fire with an unknown number of attackers as civilians protested the American presence.,The attack came after several days of disturbance in the city in which U.S. soldiers exchanged fire with an known number of attackers as civilians protested the American presence .,0
"In a statement, Heyer said, ""Dan brings to Coca-Cola enormous experience in managing some of the world's largest and most familiar brands.","In a statement , Heyer said , `` Dan brings to Coca-Cola enormous experience in managing some of the world 's largest and most unfamiliar brands .",0
"Other gainers included Lexmark, which rose $US3.95 to $US63.35, recouping some of the $US14.10 it lost Monday.","same gainers included Lexmark , which rose $ US3.95 to $ US63.35 , recouping some of the $ US14.10 it lost Monday .",0
"officer was ""a very serious matter"" that should be ""pursued to the fullest extent"" by the Justice Department.",officer was `` a very playful matter '' that should be `` pursued to the fullest extent '' by the Justice Department .,0
Unemployment across the state fell a half of a percentage point last month to 6.1 percent from August's mark of 6.6 percent.,Unemployment across the state fell a half of a percentage point first month to 6.1 percent from August 's mark of 6.6 percent .,0
No company employee has received an individual target letter at this time.,No company employee has received an common target letter at this time .,0
"Under the U.S. Constitution, the other chamber of Congress, the House of Representatives, does not vote on foreign alliances.","Under the U.S. Constitution , the other chamber of Congress , the House of Representatives , does not vote on domestic alliances .",0
"""And they will learn the meaning of American justice,"" he said to strong and extended applause.","`` And they will learn the meaning of American justice , '' he said to impotent and unextended applause .",0
"In the present case, Mr. Day said he hoped there would be another mediated out-of-court settlement, and he estimated that it could approach $30 million.","In the absent case , Mr. Day said he hoped there would be another mediated out-of-court settlement , and he estimated that it could approach $ 30 million .",0
"In 2002, the chairman of the Senate Judiciary Committee took in $18,009 from moonlighting as a songwriter, according to his latest Senate financial disclosure.","In 2002 , the chairman of the Senate Judiciary Committee took in $ 18,009 from moonlighting as a songwriter , according to his latest Senate nonfinancial disclosure .",0
"With the economy sluggish, producers have had a tough time trying to raise prices.","With the economy sluggish , producers have had a tender time trying to raise prices .",0
"Easynews Inc. was subpoenaed late last week by the FBI, which was seeking account information related to the uploading of the virus to the ISP's Usenet news group server.","Easynews Inc. was subpoenaed early first week by the FBI , which was seeking account information related to the uploading of the virus to the ISP 's Usenet news group server .",0
Excluding legal fees and other charges it expected a loss of between 1 and 4 cents a share.,Excluding illegal fees and other charges it expected a loss of between 1 and 4 cents a share .,0
He allegedly told his ex-wife in an angry phone call that he had no intention of following their new custody agreement.,He allegedly told his ex-wife in an unangry phone call that he had no intention of following their worn custody agreement .,0
Two women lost their battle in a British court yesterday to save their frozen embryos and use them to have children without the consent of their former partners.,Two women lost their battle in a British court yesterday to save their boil embryos and use them to have children without the consent of their latter partners .,0
"Instead of being reprimanded by court security officers, a smiling senior policeman shook hands with Mr Laczynski and patted him on the shoulder.","Instead of being reprimanded by court security officers , a smiling junior policeman shook hands with Mr Laczynski and patted him on the shoulder .",0
"A Commerce spokesman issued a brief statement late Friday, noting that the task force ""evaluated regions of the world that are vital to global energy supply.""","A Commerce spokesman issued a brief statement early Friday , noting that the task force `` evaluated regions of the world that are vital to global energy supply . ''",0
Each count has a maximum penalty of 10 years in prison and $1 million fine.,Each count has a minimal penalty of 10 years in prison and $ 1 million fine .,0
"""PeopleSoft has consistently maintained that the proposed combination of PeopleSoft and Oracle faces substantial regulatory delays and a significant likelihood that the transaction would be prohibited.""",`` PeopleSoft has unsystematically maintained that the proposed combination of PeopleSoft and Oracle faces insubstantial regulatory delays and a insignificant likelihood that the transaction would be prohibited . '',0
The fight about online music sales was disclosed in documents filed last week with the judge and made available by the court Monday.,The fight about off line music sales was disclosed in documents filed first week with the judge and made unavailable by the court Monday .,0
Woori Finance is the only large bank remaining to be sold but the government still has large stakes in several other lenders.,Woori Finance is the only little bank remaining to be sold but the government louden has small stakes in several other lenders .,0
Democratic Lt. Gov.,undemocratic Lt. Gov .,0
Cruz Bustamante and Republican state Sen. Tom McClintock are in different political worlds.,Cruz Bustamante and Republican state Sen. Tom McClintock are in same nonpolitical worlds .,0
"In addition, juries in both state and federal cases have become increasingly reluctant to impose the death penalty.","In addition , juries in both state and unitary cases have become increasingly reluctant to impose the death penalty .",0
The broad Standard & Poor's 500 index slipped 12.27 points or 1.23 percent to 981.73.,The narrow Standard & Poor 's 500 index slipped 12.27 points or 1.23 percent to 981.73 .,0
"He has declined to comment on the charges, but court documents show that a lingering medical condition could contribute to his defense.","He has declined to comment on the charges , but court documents show that a lingering surgical condition could contribute to his defense .",0
Sanders and colleagues at RAFT exposed skin samples removed from consenting patients during surgery to UVA light at intensities similar to that of sunlight.,Sanders and colleagues at RAFT exposed skin samples removed from consenting patients during surgery to UVA light at intensities unalike to that of sunlight .,0
"Japan's Tohoku Electric Power Co Inc said an 825,000-kilowatt (kW) nuclear reactor, the Onagawa No.3 unit in northern Japan, automatically shut down due to the quake.","Japan 's Tohoku Electric Power Co Inc said an 825,000-kilowatt ( kW ) conventional reactor , the Onagawa No.3 unit in southern Japan , automatically shut down undue to the quake .",0
"""I'm pleased we are bringing it to a conclusion,"" Garton said.","`` I 'm displease we are bringing it to a conclusion , '' Garton said .",0
"Intel Corp. narrowed its fourth-quarter sales estimate to the top end of earlier estimates Thursday, and announced it will take an accounting charge on one of its businesses.","Intel Corp. narrowed its fourth-quarter sales estimate to the bottom end of earlier estimates Thursday , and announced it will take an accounting charge on one of its businesses .",0
"Many women complain that they become more forgetful after menopause, and some doctors have come to believe the hormonal changes brought on by menopause are the reason.","few women complain that they become more mindful after menopause , and some doctors have come to believe the hormonal changes brought on by menopause are the reason .",0
"Since surfacing late Monday, Sobig.F has been crippling corporate e-mail networks and filling home users' inboxes with a glut of messages.","Since surfacing early Monday , Sobig.F has been crippling corporate snail mail networks and filling home users ' inboxes with a glut of messages .",0
The girl turned up late Sunday night at an East Palo Alto convenience store about 30 miles from her home.,The girl turned up early Sunday night at an East Palo Alto convenience store about 30 miles from her home .,0
"""We haven't decided whether to use an unbroken or dotted white line,"" said Dave Richardson, the ICC's cricket manager.","`` We have n't decided whether to use an broken or dotted blacken line , '' said Dave Richardson , the ICC 's cricket manager .",0
"BaFin, Germany's chief financial regulator, and the prosecutor's office were not immediately available for comment.","BaFin , Germany 's chief nonfinancial regulator , and the prosecutor 's office were not immediately unavailable for comment .",0
"Worldwide, more than 50 million people have seen ""Les Miz,"" with gross receipts of $1.8 billion.","Worldwide , more than 50 million people have seen `` Les Miz , '' with net receipts of $ 1.8 billion .",0
"Health Minister Peter Coleman said about 300 people had been killed and 1,000 wounded in the past few days.","Health Minister Peter Coleman said about 300 people had been killed and 1,000 wounded in the future few days .",0
The review outlines the tariffs' impact on domestic steel industry and steel consumers halfway through the three-year program.,The review outlines the tariffs ' impact on foreign steel industry and steel consumers halfway through the three-year program .,0
"Besides the fact that Americans want to be liked, she said, there is a ""huge cost when world opinion is negative to the United States.","Besides the fact that Americans want to be liked , she said , there is a `` huge cost when world opinion is affirmative to the United States .",0
"John Logsdon, a board member, said that ""human spaceflight had become a place where dissent was not welcome.""","John Logsdon , a board member , said that `` nonhuman spaceflight had become a place where dissent was not unwelcome . ''",0
"The Prime Ministers of China, Russia and four central Asian nations have met in Beijing and approved a budget for their regional security grouping.","The Prime Ministers of China , Russia and four peripheral Asian nations have met in Beijing and approved a budget for their regional security grouping .",0
"It will cost about $20,000 per eight-week course of treatment, comparable to other injected cancer therapies, a spokeswoman said.","It will cost about $ 20,000 per eight-week course of treatment , incomparable to other injected cancer therapies , a spokeswoman said .",0
"The current plan is to release the videotapes of the sessions, after U.S. review, on Friday, said Jim Landale, a spokesman for the tribunal.","The noncurrent plan is to release the videotapes of the sessions , after U.S. review , on Friday , said Jim Landale , a spokesman for the tribunal .",0
"Before addressing the economy, Bush discussed the terrorist attacks in Saudi Arabia, which killed as many as 29 people, including seven Americans.","Before addressing the economy , Bush discussed the terrorist attacks in Saudi Arabia , which killed as few as 29 people , including seven Americans .",0
"Senate passage of the Medicare bill was almost certain, possibly as early as today.","Senate passage of the Medicare bill was almost unsealed , impossibly as late as today .",0
"Five foreign embassies, including the Singapore embassy, in Bangkok were among the targets, it said.","Five domestic embassies , including the Singapore embassy , in Bangkok were among the targets , it said .",0
Parson has been charged on one count of intentionally causing or attempting to cause damage to a computer.,Parson has been charged on one count of unintentionally causing or attempting to cause damage to a computer .,0
She appeared in federal court there Monday and was expected to be transferred to Houston in two weeks.,She appeared in unitary court there Monday and was expected to be transferred to Houston in two weeks .,0
"The bank also said its offer was subject to the agreement of Drax's senior banks, senior bond holders and hedging banks by 30 September 2003.","The bank also said its offer was subject to the agreement of Drax 's junior banks , junior bond holders and hedging banks by 30 September 2003 .",0
"Hill, 50, would be the first person executed for killing an abortion doctor.","Hill , 50 , would be the last person executed for killing an abortion doctor .",0
"On Jan. 10, Shawanda Denise McCalister, who was also pregnant, was found bound and strangled in her apartment in the same neighbourhood.","On Jan. 10 , Shawanda Denise McCalister , who was also nonpregnant , was found free and strangled in her apartment in the same neighbourhood .",0
"The contact between the delegations ended a diplomatic drought between the two nations, at odds over the nuclear program and U.S. demands that it cease immediately.","The contact between the delegations ended a undiplomatic drought between the two nations , at odds over the conventional program and U.S. demands that it cease immediately .",0
The Centers for Medicare and Medicaid launched a similar consumer tool for nursing homes last year.,The Centers for Medicare and Medicaid launched a unlike consumer tool for nursing homes first year .,0
"Scientists reported a 90 percent decline in large predatory fish in the world's oceans since a half-century ago, a dire assessment that drew immediate skepticism from commercial fishers.","Scientists reported a 90 percent decline in small predatory fish in the world 's oceans since a half-century ago , a dire assessment that drew mediate skepticism from noncommercial fishers .",0
"The technology-laced Nasdaq Composite Index .IXIC dropped 25.17 points, or 1.39 percent, to 1,792.07, based on the latest available figures.","The technology-laced Nasdaq Composite Index .IXIC dropped 25.17 points , or 1.39 percent , to 1,792.07 , based on the latest unavailable figures .",0
"No one has been killed in the attacks, which have continued despite major setbacks for al Qaeda in a battle with Saudi security forces.","No one has been killed in the attacks , which have continued despite minor setbacks for al Qaeda in a battle with Saudi security forces .",0
"That ought to be the standard — not how many people sign up,"" he said.","That ought to be the nonstandard — not how few people sign up , '' he said .",0
"Among three major candidates, Schwarzenegger is wining the battle for independents and crossover voters.","Among three minor candidates , Schwarzenegger is wining the battle for independents and crossover voters .",0
"The chief merchandising officer decides what the store is going to sell, giving it a signature to attract shoppers and hopefully lure them back.","The chief merchandising officer decides what the store is going to sell , giving it a signature to attract shoppers and hopelessly lure them ahead .",0
"""For customers to get the most of the Internet, several factors are crucial,"" Pierre Danon, CEO of BT's retail unit.","`` For customers to get the most of the Internet , several factors are noncrucial , '' Pierre Danon , CEO of BT 's wholesale unit .",0
"As he left court, McCartney cast one long angry glare at Amrozi, who almost hid behind his lawyer to the side.","As he left court , McCartney cast one short unangry glare at Amrozi , who almost hid behind his lawyer to the side .",0
"""We are starting the epidemic with more cases and more areas affected than last year.",`` We are starting the ecdemic with more cases and more areas affected than first year .,0
"The Dow Jones industrial average <.DJI> added 28 points, or 0.27 percent, at 10,557, hitting its highest level in 21 months.","The Dow Jones nonindustrial average < .DJI > added 28 points , or 0.27 percent , at 10,557 , hitting its highest level in 21 months .",0
Edwards & Co. JDEC.O to include cash as well as stock.,Edwards & Co. JDEC.O to include cash as disadvantageously as stock .,0
The Democratic candidates also began announcing their fund-raising totals before Wednesday's deadline to file quarterly reports with the Federal Election Commission.,The undemocratic candidates also began announcing their fund-raising totals before Wednesday 's deadline to file quarterly reports with the Federal Election Commission .,0
"Even the pizza man took part, delivering a flier with the missing girl's picture along with the pizza and a two-liter bottle of Pepsi to Cruz's house.","odd the pizza man took part , delivering a flier with the missing girl 's picture along with the pizza and a two-liter bottle of Pepsi to Cruz 's house .",0
Sun Microsystems Inc. on Thursday said it had added 100 new third-party systems and 100 new components to its Hardware Compatibility List for the Solaris x86 operating system Platform Edition.,Sun Microsystems Inc. on Thursday said it had added 100 worn third-party systems and 100 worn components to its Hardware Compatibility List for the Solaris x86 operating system Platform Edition .,0
"New research indicates that some 540,000 high-tech jobs were lost in the United States during 2002.","New research indicates that some 540,000 low tech jobs were lost in the United States during 2002 .",0
"Of personal vehicles, 57 percent are cars or station wagons, 21 percent vans or SUVs, 19 percent light trucks.","Of impersonal vehicles , 57 percent are cars or station wagons , 21 percent vans or SUVs , 19 percent light trucks .",0
"Justice John Paul Stevens compared the interrogation of Martinez to ""an attempt to obtain an involuntary confession from a prisoner by torturous methods.""",Justice John Paul Stevens compared the interrogation of Martinez to `` an attempt to obtain an voluntary confession from a prisoner by torturous methods . '',0
"They were released to authorities after officers delivered the soda to the gunman, using a long stick to pass the six-pack through a door.","They were released to authorities after officers delivered the soda to the gunman , using a short stick to pass the six-pack through a door .",0
"The children were last seen July 4 at a fireworks display in Concord with their father, Manuel Gehring.","The children were first seen July 4 at a fireworks display in Concord with their father , Manuel Gehring .",0
"The Senate majority leader, Bill Frist, R-Tenn., said he hoped Congress would finish work on the legislation by late September.","The Senate majority leader , Bill Frist , R-Tenn. , said he hoped Congress would finish work on the legislation by early September .",0
"The 3 rd Armored Cavalry Regiment is 5,200 strong and the largest combat unit at Fort Carson.","The 3 rd Armored Cavalry Regiment is 5,200 weak and the largest combat unit at Fort Carson .",0
"O'Donnell wrote in her autobiography, ""Find Me,"" that she was ""an abused child.""","O'Donnell wrote in her autobiography , `` Find Me , '' that she was `` an unabused child . ''",0
"""The risk of inflation becoming undesirably low remains the predominant concern for the foreseeable future,"" the Fed said in a statement accompanying the unanimous decision.","`` The risk of inflation becoming undesirably high remains the predominant concern for the foreseeable future , '' the Fed said in a statement accompanying the unanimous decision .",0
"""It is bad for Symbian,"" said Per Lindberg, analyst at Dresdner Kleinwort Wasserstein.","`` It is unregretful for Symbian , '' said Per Lindberg , analyst at Dresdner Kleinwort Wasserstein .",0
Pressure also came last night from religious circles as three Anglican bishops said it was time for their former colleague to step down.,Pressure also came first night from secular circles as three Anglican bishops said it was time for their latter colleague to step down .,0
"""He would often call me for advice,"" said Ronald L. Kuby, a friend and well-known lawyer who had represented him in the harassment case.","`` He would rarely call me for advice , '' said Ronald L. Kuby , a friend and well-known lawyer who had represented him in the harassment case .",0
"Late last year, for example, more than 1800 US soldiers were placed in Djibouti to conduct counter-terrorism operations in the Horn of Africa.","early first year , for example , more than 1800 US soldiers were placed in Djibouti to conduct counter-terrorism operations in the Horn of Africa .",0
"The bureau report shows significant increases in uninsured rates occurred among whites, blacks, people 18 to 24, and middle- and higher-income earners nationwide.","The bureau report shows nonsignificant increases in insured rates occurred among whites , blacks , people 18 to 24 , and middle- and higher-income earners nationwide .",0
"Blair has said there is not ''a shred of truth'' in allegations the government manipulated evidence, and has resisted calls for a full public inquiry.","Blair has said there is not ''a shred of truth '' in allegations the government manipulated evidence , and has resisted calls for a wane private inquiry .",0
"They were just making sure they dotted all the I's and crossed all the T's,"" said Schooff.","They were just making uncertain they dotted all the I 's and crossed all the T 's , '' said Schooff .",0
It even struck a deal for distribution and advertising with popular P2P service Grokster.,It uneven struck a deal for distribution and advertising with unpopular P2P service Grokster .,0
"He said European governments ""have blocked all new bio-crops because of unfounded, unscientific fears.","He said European governments `` have blocked all worn bio-crops because of unfounded , scientific fears .",0
"Tuition at the six two-year community colleges will leap by $300, to $2,800.","Tuition at the six annual community colleges will leap by $ 300 , to $ 2,800 .",0
"The Third Armored Cavalry Regiment recently apprehended about 40 suspected fighters near the Syrian border, officials said.","The Third Armored Cavalry Regiment recently apprehended about 40 unsuspected fighters near the Syrian border , officials said .",0
"He added: ""No one has anything to fear from being correctly identified, but everything to fear from their identity being stolen or misused.""","He added : `` No one has anything to fear from being incorrectly identified , but everything to fear from their identity being stolen or misused . ''",0
"North American markets grabbed early gains Monday morning, as earnings season begins to slow and economic indicators take the spotlight.","south American markets grabbed late gains Monday morning , as earnings season begins to slow and economic indicators take the spotlight .",0
"Mosel had been unable to present financial statements in time because of mergers among subsidiaries and a change of accountants, the company said yesterday.","Mosel had been able to present nonfinancial statements in time because of mergers among subsidiaries and a change of accountants , the company said yesterday .",0
A navy official said divers scanned the river bed with metal detectors before rain drove them to shore.,A navy official said divers scanned the river bed with nonmetallic detectors before rain drove them to shore .,0
"Matrix Reloaded opened in limited previews Wednesday night, and its total for all five days was estimated at $135.8 million.","Matrix Reloaded opened in local previews Wednesday night , and its total for all five days was estimated at $ 135.8 million .",0
"At first blush, then, the creators of the registry would seem to have drawn the line between exempted and banned calls in the right place.","At end blush , then , the creators of the registry would seem to have drawn the line between exempted and banned calls in the improperly place .",0
"They added that decisions have been made about how many troops will be moved, where they will come from, or where they will end up.","They added that decisions have been made about how few troops will be moved , where they will come from , or where they will end up .",0
"Voters in Cleveland Heights, Ohio, approved a proposal allowing same-sex couples -- and also unmarried heterosexual couples -- to officially register as domestic partners.","Voters in Cleveland Heights , Ohio , approved a proposal allowing same-sex couples -- and also married bisexual couples -- to unofficially register as foreign partners .",0
"Cisco has similar relationships with BellSouth competitors SBC Communications, AT&T and Sprint Communications.","Cisco has unlike relationships with BellSouth competitors SBC Communications , AT & T and Sprint Communications .",0
"The Dow Jones industrial average .DJI rose 41.61 points, or 0.44 percent, to 9,415.82.","The Dow Jones nonindustrial average .DJI rose 41.61 points , or 0.44 percent , to 9,415.82 .",0
