Sentence1,Sentence2,Gold Label
"Georgia has received all but $70,000 of its money back with the help of the FBI.","Georgia has received all but $ 70,000 of its money backward with the help of the FBI .",1
"""With the target funds rate at 1 percent, substantial further conventional easings could be implemented if the FOMC judged such policy actions warranted,"" he said.","`` With the target funds rate at 1 percent , significant further ceremonious easings could be implemented if the FOMC judged such policy actions warranted , '' he said .",1
"The US responded coolly to the EU deadline, warning that trade sanctions would backfire by hurting European consumers.","The US responded nervelessly to the EU deadline , warning that trade sanctions would backfire by hurting european consumers .",1
Derek Jeter took batting practice on the field for the first time since dislocating his left shoulder on Opening Day and expects to begin a minor league rehab assignment tomorrow.,Derek Jeter took batting practice on the field for the get go time since dislocating his get out shoulder on Opening Day and expects to begin a tiddler league rehab assignment tomorrow .,1
Water management officials in Florida were worried about the storm's possible effect on some of their already-swollen rivers and lakes.,Water management officials in Florida were worried about the storm 's potential effect on some of their already-swollen rivers and lakes .,1
Spansion Flash memory solutions are available worldwide from AMD and Fujitsu.,Spansion Flash memory solutions are useable worldwide from AMD and Fujitsu .,1
"Wal-Mart, Kohl's Corp. and Big Lots Inc. were among the merchants posting May sales below Wall Street's modest expectations.","Wal-Mart , Kohl 's Corp. and Big Lots Inc. were among the merchants posting May sales below Wall Street 's mild expectations .",1
"Rambus Inc. shot up almost 33 percent, making it the biggest percentage gainer on the Nasdaq.","Rambus Inc. shot up about 33 percent , making it the biggest percentage gainer on the Nasdaq .",1
Mitzna and party secretary Ophir Pines agreed to convene party organizations within 10 days to discuss whether new primaries would be held or a temporary leader appointed.,Mitzna and party secretary Ophir Pines agreed to convene party organizations within 10 days to discuss whether unexampled primaries would be held or a impermanent leader appointed .,1
"Berkshire Hathaway made profits of $1.7 billion in the first three months of this year alone, its best performance.","Berkshire Hathaway made profits of $ 1.7 billion in the first gear three months of this year unequaled , its best performance .",1
"At the very long end, the 30-year bond US30YT=RR lost 2/32 for a yield of 4.41 percent.","At the very hanker end , the 30-year bond US30YT=RR lost 2/32 for a yield of 4.41 percent .",1
"The Institute for Supply Management said its manufacturing index was 49.4 percent last month, up from 45.4 in April.","The Institute for Supply Management said its manufacturing index was 49.4 percent utmost month , up from 45.4 in April .",1
"As part of the changes, Microsoft will also tie stock awards for its top 600 or so executives to the growth and ""satisfaction"" in its customer base.","As part of the changes , Microsoft will too tie stock awards for its top off 600 or so executives to the growth and `` satisfaction '' in its customer base .",1
"The 30-year bond US30YT=RR grew 1-3/32 for a yield of 4.30 percent, down from 4.35 percent late Wednesday.","The 30-year bond US30YT=RR grew 1-3/32 for a yield of 4.30 percent , down from 4.35 percent previous Wednesday .",1
"In December 1998, a 33-year-old woman died when she was hit by a metal cleat that came loose from the Columbia sailing ship.","In December 1998 , a 33-year-old woman died when she was hit by a metal cleat that came slack from the Columbia sailing ship .",1
"Last year, he was forced to repay $3,000 in bar tabs that he and his staff incurred while he was labour minister but had originally billed to taxpayers.","hold up year , he was forced to repay $ 3,000 in bar tabs that he and his staff incurred while he was push minister but had earlier billed to taxpayers .",1
Gamarekian told The News she remembers only the woman's first name - and refused to reveal it.,Gamarekian told The News she remembers only the woman 's initiative name - and refused to reveal it .,1
Scholars in medical ethics have said the notion of medicating people to improve their mental health to the point where they may be executed can present formidable obstacles for doctors.,Scholars in health check ethics have said the notion of medicating people to improve their genial health to the point where they may be executed can present redoubtable obstacles for doctors .,1
"A Comoros islander, he is on the United States' list of most wanted suspects.","A Comoros islander , he is on the United States ' list of most require suspects .",1
"""I didn't see either one today, but if they're here and wave from the side, I'll certainly wave to them,"" Bloomberg said.","`` I did n't see either one today , but if they 're here and wave from the side , I 'll for sure wave to them , '' Bloomberg said .",1
American and Russian space officials stressed there is no immediate danger to the crew or the operation of the orbiting outpost.,American and russian space officials stressed there is no straightaway danger to the crew or the operation of the orbiting outpost .,1
A new version of the Bluetooth specification was officially launched today at the start of the Bluetooth World Congress in Amsterdam.,A young version of the Bluetooth specification was formally launched today at the start of the Bluetooth World Congress in Amsterdam .,1
"""Those rating present business conditions as 'bad' increased to 30.4 per cent from 28.1 per cent,"" the report said.","`` Those rating salute business conditions as 'bad ' increased to 30.4 per cent from 28.1 per cent , '' the report said .",1
"The singer has been on a ventilator since the crash at his Buckinghamshire estate on Monday, with his condition last night described as “stable and comfortable”.","The singer has been on a ventilator since the crash at his Buckinghamshire estate on Monday , with his condition live on night described as “ static and well fixed ” .",1
"One of the FBI's key operatives, who has had a falling-out with the bureau, provided an account of the operation at a friend's closed immigration court proceeding.","One of the FBI 's paint operatives , who has had a falling-out with the bureau , provided an account of the operation at a friend 's fill up immigration court proceeding .",1
"Sixty-one people were killed and dozens wounded in outbreaks of violence across Afghanistan in the troubled country's bloodiest 24 hours in more than a year, officials said Wednesday.","lxi people were killed and dozens wounded in outbreaks of violence across Afghanistan in the tumultuous country 's bloodiest 24 hours in more than a year , officials said Wednesday .",1
"The Dow Jones industrials briefly surpassed the 9,000 mark for the first time since December.""","The Dow Jones industrials briefly surpassed the 9,000 mark for the initiatory time since December . ''",1
"A nationally board certified teacher with a master's degree, Kelley, in his 30th year teaching, makes $65,000.","A nationwide board certified instructor with a master 's degree , Kelley , in his 30th year teaching , makes $ 65,000 .",1
"Emergency crews said no passenger was ejected, but some were thrown partly out of the open side of the bus.","Emergency crews said no passenger was ejected , but some were thrown part out of the subject side of the bus .",1
The Nasdaq eased 0.15 percent for the week after two consecutive up weeks.,The Nasdaq eased 0.15 percent for the week after two sequential up weeks .,1
"Under the House-passed plan, seniors would pay 20 percent of drug costs, plus a $250 deductible annually.","Under the House-passed plan , seniors would pay 20 percent of drug costs , plus a $ 250 deductible each year .",1
Human Genome said ABthrax could be available for emergency use as early as the end of 2004.,Human Genome said ABthrax could be usable for emergency use as ahead of time as the end of 2004 .,1
"""A really robust space program could be had for a mere 20 cents a day from each person,"" he said.","`` A in truth racy space program could be had for a bare 20 cents a day from each person , '' he said .",1
"""We do not know if the current investigation involves one or more multiple contractors,"" she said.","`` We do not know if the electric current investigation involves one or more multiple contractors , '' she said .",1
"We think this was bad law, and we still expect to be vindicated ultimately.","We think this was defective law , and we nonetheless expect to be vindicated at long last .",1
Shares of other mortgage lenders and home construction companies also fell.,Shares of other mortgage lenders and home construction companies besides fell .,1
Brent crude for July delivery fell 38 cents to $27.45 a barrel on London's International Petroleum Exchange.,brent goose crude for July delivery fell 38 cents to $ 27.45 a barrel on London 's International Petroleum Exchange .,1
Stocks rebounded on Friday on hopes the government would next week adopt some of the market boosting proposals discussed on Thursday at a meeting of the top economic advisory panel.,Stocks rebounded on Friday on hopes the government would next week adopt some of the market boosting proposals discussed on Thursday at a meeting of the height economical consultive panel .,1
"""It was a brazen attempt at intimidation,"" said a Republican legislator who attended the meeting.","`` It was a brassy attempt at intimidation , '' said a republican legislator who attended the meeting .",1
"Further out the curve, the benchmark 10-year note US10YT=RR shed 25/32 in price, taking its yield to 3.26 percent from 3.17 percent.","encourage out the curve , the bench mark 10-year note US10YT=RR shed 25/32 in price , taking its yield to 3.26 percent from 3.17 percent .",1
"But, in a 58-page report, WHO said the Danish ban had been effective in reducing the spread among food animals.","But , in a 58-page report , WHO said the danish pastry ban had been efficient in reducing the spread among food animals .",1
"While Montgomery was one of the first to enact such a law, it's now relatively common - even New York City bans smoking in bars.","While Montgomery was one of the foremost to enact such a law , it 's now comparatively plebeian - tied New York City bans smoking in bars .",1
He also said that Tom Siebel had turned in 26 million stock options with a value of $54 million to $56 million earlier this year.,He likewise said that Tom Siebel had turned in 26 million stock options with a value of $ 54 million to $ 56 million earlier this year .,1
A Catholic priest said two miners were killed and nine other protesters injured 110 kilometres outside La Paz as a convoy of miners threw dynamite at soldiers manning a roadblock.,A Catholic priest said two miners were killed and nine other protesters injured 110 kilometres external La Paz as a convoy of miners threw dynamite at soldiers manning a roadblock .,1
North Korea has demanded one-to-one talks with the United States.,North Korea has demanded one to one talks with the United States .,1
"However, the new vaccine won't begin to be tested in people until 2005 and won't be approved for use for several years after that.","still , the freshly vaccine wo n't begin to be tested in people until 2005 and wo n't be approved for use for various years after that .",1
"But authorities have been unable to stop the tragedies, which they blame on overcrowding, rickety vessels and lax safety standards.","But authorities have been ineffective to stop the tragedies , which they blame on overcrowding , rickety vessels and slack safety standards .",1
"Ms Stewart, 61, its chief executive officer and chairwoman, did not attend.","Ms Stewart , 61 , its top dog executive director officer and chairwoman , did not attend .",1
"In early U.S. trading, the euro <EUR=> was down 0.6 percent to $1.1741, after rising to a four-month high of $1.1860.","In former U.S. trading , the euro < EUR= > was down 0.6 percent to $ 1.1741 , after rising to a four-month high of $ 1.1860 .",1
"If accepted by the judge, Grass' plea will leave Rite Aid's former vice chairman and chief counsel, Franklin C. Brown, to stand trial alone next month.","If accepted by the judge , Grass ' plea will leave Rite Aid 's old vice chairman and principal counsel , Franklin C. Brown , to stand trial unequaled following month .",1
"However, a Fort Campbell spokesman, said that Akbar had ""an attitude problem.""","withal , a Fort Campbell spokesman , said that Akbar had `` an attitude problem . ''",1
"The new WPAN standard uses the 2.4-GHz unlicensed frequency band and specifies raw data rates of 11M, 22M, 33M, 44M and 55Mbit/sec.","The young WPAN standard uses the 2.4-GHz unaccredited frequency band and specifies cutting data rates of 11M , 22M , 33M , 44M and 55Mbit/sec .",1
"""We believe that it is not necessary to have a divisive confirmation fight over a Supreme Court appointment.",`` We believe that it is not essential to have a dissentious confirmation fight over a Supreme Court appointment .,1
Nterprise Linux Services is expected to be available before then end of this year.,Nterprise Linux Services is expected to be uncommitted before then end of this year .,1
"With a wry smile, Mr. Bush replied, ""You're looking pretty young these days.""","With a wry smile , Mr. Bush replied , `` You 're looking moderately whitney young these days . ''",1
"The blue-chip Dow Jones industrial average .DJI edged down 28.08 points, or 0.3 percent, at 9,256.49.","The blue chip Dow Jones industrial intermediate .DJI edged down 28.08 points , or 0.3 percent , at 9,256.49 .",1
"Christina's aunt, Shelley Riling , said the defense's claims were preposterous.","Christina 's aunt , Shelley Riling , said the defense 's claims were nonsensical .",1
"""This is extraordinarily fast,"" said Matt Geller, an analyst at CIBC World Markets.","`` This is inordinately loyal , '' said Matt Geller , an analyst at CIBC World Markets .",1
"And now it's anything he wants to say,"" Alesha Badgley, Stone County Nursing and Rehabilitation Center social director, said this week.","And now it 's anything he wants to say , '' Alesha Badgley , Stone County Nursing and Rehabilitation Center mixer director , said this week .",1
Bond also voiced his disappointment that neither President Bush nor his brother attended this conference in Florida or last year's in Texas.,Bond besides voiced his disappointment that neither President Bush nor his brother attended this conference in Florida or live on year 's in Texas .,1
British-based GlaxoSmithKline Plc said earlier this year it would cut off supplies to Canadian drugstores that ship to the United States.,British-based GlaxoSmithKline Plc said earlier this year it would cut off supplies to canadian river drugstores that ship to the United States .,1
"Those in their twenties who ejaculated more than five times a week were one-third less likely to develop aggressive prostate cancer later in life, they say.","Those in their twenties who ejaculated more than five times a week were one third less belike to develop belligerent prostate cancer later in life , they say .",1
But the prime minister told the BBC he wasn't bothered by polls and that he would continue to do what he believed to be right.,But the choice minister told the BBC he was n't bothered by polls and that he would continue to do what he believed to be properly .,1
"We need to challenge old habits and seriously rethink business-as-usual,"" he wrote.","We need to challenge one time habits and in earnest rethink business-as-usual , '' he wrote .",1
The plea makes Grass the second high-ranking Rite Aid executive to strike a deal with federal prosecutors in the past two weeks.,The plea makes Grass the secondly high level Rite Aid executive to strike a deal with fed prosecutors in the preceding two weeks .,1
Class-action suits expand exponentially the number of plaintiffs and damages in a lawsuit by allowing initial plaintiffs to plea on behalf of a far larger group with common interest.,Class-action suits expand exponentially the number of plaintiffs and damages in a lawsuit by allowing initial plaintiffs to plea on behalf of a interahamwe larger group with green interest .,1
Powers said almost all supercomputer users would rather pay companies like IBM to do all that than try to build their own.,Powers said nearly all supercomputer users would kind of pay companies like IBM to do all that than try to build their own .,1
The judge's decision ended an 18-month process that included a frenzy of last-minute negotiations between bidders and creditors during a standing-room only purchasing hearing in U.S. Bankruptcy Court.,The judge 's decision ended an 18-month process that included a frenzy of last minute negotiations between bidders and creditors during a standing-room only purchasing hearing in U.S. Bankruptcy Court .,1
The value of the deal has increased since BP first announced it in February.,The value of the deal has increased since BP initiatory announced it in February .,1
Chapman was not immediately arrested and is expected to appear for arraignment July 3.,Chapman was not straight off arrested and is expected to appear for arraignment July 3 .,1
"Lord Falconer hailed the changes as ""a new beginning as far as the courts, Crown Prosecution Service and police are concerned"".","Lord Falconer hailed the changes as `` a modern beginning as former armed forces as the courts , Crown Prosecution Service and police are concerned '' .",1
Their worst-case scenario is the accidental deletion or malicious falsification of ballots from the 1.42 million Californians who could vote on electronic touch-screen machines.,Their worst-case scenario is the inadvertent deletion or malicious falsification of ballots from the 1.42 million Californians who could vote on electronic touch-screen machines .,1
"Tech stocks were hurt by a sour forecast from Sun Microsystems, which was viewed as a bad omen for the upcoming quarterly earnings season.","technical school stocks were hurt by a sourness forecast from Sun Microsystems , which was viewed as a uncollectible omen for the forthcoming every quarter earnings season .",1
"An artist who painted a fake ""CAUTION Low Flying Planes"" sign on a building near ground zero said Tuesday that he did not mean to offend anyone.",An artist who painted a pseudo `` CAUTION Low Flying Planes '' sign on a building near ground zero said Tuesday that he did not mean to offend anyone .,1
"Utah's median household income also took a hit, falling 1.8 percent, from $48,875 to $47,978.","Utah 's medial household income besides took a hit , falling 1.8 percent , from $ 48,875 to $ 47,978 .",1
"Culturecom is confident it will make a significant impact on market share with this new development,"" Frank Cheung, chairman of Culturecom, said in a statement.","Culturecom is surefooted it will make a pregnant impact on market share with this raw development , '' Frank Cheung , chairman of Culturecom , said in a statement .",1
"Larger rivals, including Tesco and Sainsbury’s, were excluded from the bid battle following a Competition Commission inquiry last month.","Larger rivals , including Tesco and Sainsbury ’ s , were excluded from the bid battle following a Competition Commission inquiry lowest month .",1
Many compensation experts had predicted Carty would get a generous severance deal because his voluntary resignation helped keep the concessions deals in place.,many compensation experts had predicted Carty would get a generous severance deal because his military volunteer resignation helped keep the concessions deals in place .,1
He faces an additional 25 years in prison on the federal charges when he is sentenced July 7.,He faces an extra 25 years in prison on the federal soldier charges when he is sentenced July 7 .,1
"Near a mosque in the northern town of Mosul, rebel gunmen also assassinated a Sunni Muslim tribal leader who backed the coalition.","Near a mosque in the northerly town of Mosul , rebel gunmen likewise assassinated a Sunni Muslim tribal leader who backed the coalition .",1
"Their biological daughter Renee Jackson, 29, said she made huge pots of beans and rice, and meat and casseroles.","Their biologic daughter Renee Jackson , 29 , said she made vast pots of beans and rice , and meat and casseroles .",1
"The rovers act as robotic geologists, moving on six wheels.","The rovers act as robotlike geologists , moving on six wheels .",1
"""As expected, second-quarter sales were weak driven by the combination of declining retail inventories and market-share losses,"" Chief Executive Robert Eckert said in a statement.","`` As expected , second-quarter sales were decrepit driven by the combination of declining retail inventories and market-share losses , '' Chief Executive Robert Eckert said in a statement .",1
Chief Justice William H. Rehnquist and Justices Antonin Scalia and Clarence Thomas dissented.,boss Justice William H. Rehnquist and Justices Antonin Scalia and Clarence Thomas dissented .,1
"An Iranian Kurd who stitched up his eyes, lips and ears in protest at being refused asylum has been granted refugee status.","An iranian Kurd who stitched up his eyes , lips and ears in protest at being refused asylum has been granted refugee status .",1
Seven Air Force Academy cadets face punishment for drinking with two high school girls in the latest incident to embarrass the academy.,Seven Air Force Academy cadets face punishment for drinking with two high up school girls in the latest incident to embarrass the academy .,1
"About 130,000 US soldiers remain in Iraq, with others serving in Afghanistan, South Korea, Japan, Germany and elsewhere.","About 130,000 uranium soldiers remain in Iraq , with others serving in Afghanistan , South Korea , Japan , Germany and elsewhere .",1
"Henri was centered about 75 miles southwest of Cedar Key and was moving east-northeast at 5 mph, forecasters said.","Henri was centered about 75 miles southwestward of Cedar Key and was moving east-northeast at 5 mph , forecasters said .",1
"Branch was later fired by the company and eventually filed a wrongful-termination suit that included details about the documents, the Journal story said.","Branch was afterwards fired by the company and finally filed a wrongful-termination suit that included details about the documents , the Journal story said .",1
The stretch of Danube river passing through the Balkans dropped so low that wrecks of World War II boats became visible.,The stretch of Danube river passing through the Balkans dropped so downhearted that wrecks of World War II boats became seeable .,1
"Police arrested a ""potential suspect"" Monday in the case of a nine-year-old girl who turned up safe two days after being violently abducted from her home.",Police arrested a `` possible suspect '' Monday in the case of a nine-year-old girl who turned up secure two days after being violently abducted from her home .,1
"Bush is spending the weekend at his Crawford ranch, where he will play host to Italian Prime Minister Silvio Berlusconi.","Bush is spending the weekend at his Crawford ranch , where he will play host to italian Prime Minister Silvio Berlusconi .",1
"But a state judge has ruled that the so-called ""double jeopardy"" protections do not apply in the case.",But a state judge has ruled that the so called `` reduplicate jeopardy '' protections do not apply in the case .,1
"After protesters rushed the stage and twice cut power to the microphone, Hedges drew the speech to an early close.","After protesters rushed the stage and doubly cut power to the microphone , Hedges drew the speech to an betimes close .",1
At least 27 US troops have been killed in hostile fire since Bush's statement.,At least 27 US troops have been killed in uncongenial fire since Bush 's statement .,1
The worst affected area was South Kyeongsang province where at least 15 people drowned and roads were swept away in mud sides.,The worst impact area was South Kyeongsang province where at least 15 people drowned and roads were swept outside in mud sides .,1
Mrs Clinton writes her husband's eyes filled with tears when she told him he would have to confess to Chelsea as well.,Mrs Clinton writes her husband 's eyes filled with tears when she told him he would have to confess to Chelsea as considerably .,1
Florida legislators return today for a special session in which they're expected to pass a compromise bill aimed at lowering doctors' medical malpractice insurance rates.,Florida legislators return today for a peculiar session in which they 're expected to pass a compromise bill aimed at lowering doctors ' medical exam malpractice insurance rates .,1
"A recent poll showed Edwards in a virtual four-way tie at the top in South Carolina, and he plans a rally there later on Tuesday.","A recent epoch poll showed Edwards in a practical four-way tie at the top in South Carolina , and he plans a rally there recent on Tuesday .",1
"Congregants of Turner Monumental AME Church said Shelia Chaney Wilson, 43, was agitated when she came to the church, in the Kirkwood neighborhood on the city's east side.","Congregants of Turner Monumental AME Church said Shelia Chaney Wilson , 43 , was agitated when she came to the church , in the Kirkwood neighborhood on the city 's eastward side .",1
"Lawrence E. Alibozek, his former deputy chief of staff, pleaded guilty to accepting cash and gold coins in exchange for influencing state contracts.","Lawrence E. Alibozek , his early deputy chief of staff , pleaded shamefaced to accepting cash and gold coins in exchange for influencing state contracts .",1
"Meanwhile, Funny Cide's trainer, Barclay Tagg, called the allegations ""ridiculous.""","lag , Funny Cide 's trainer , Barclay Tagg , called the allegations `` derisory . ''",1
"""United is continuing to deliver major cost reductions and is now coupling that effort with significant unit revenue improvement,"" chief financial officer Jake Brace said in a statement.","`` United is continuing to deliver john major cost reductions and is now coupling that effort with pregnant unit revenue improvement , '' main fiscal officer Jake Brace said in a statement .",1
SAN Architect and AutoAdvice can be used as stand-alone applications or as an extension to EMC's ControlCenter applications.,SAN Architect and AutoAdvice can be used as stand alone applications or as an extension to EMC 's ControlCenter applications .,1
Teams of inspectors walked into a restricted area at one park without being stopped by employees; others took pictures of security-sensitive areas without anyone challenging them.,Teams of inspectors walked into a limit area at one park without being stopped by employees ; others took pictures of security-sensitive areas without anyone challenging them .,1
"Authorities had no leads in Biggs' death until four months later, when a tipster said Mallard talked about the incident at a party.","Authorities had no leads in Biggs ' death until four months later on , when a tipster said Mallard talked about the incident at a party .",1
Sir John has also told his officers that information from British intelligence indicates there are more al-Qa'eda agents in Britain than previously thought.,Sir John has likewise told his officers that information from brits intelligence indicates there are more al-Qa'eda agents in Britain than antecedently thought .,1
"State television said the dead included seven Lebanese, four Egyptians, one Saudi, one Sudanese and four whose nationalities were not named.","State television said the all in included seven Lebanese , four Egyptians , one Saudi , one Sudanese and four whose nationalities were not named .",1
"But in the first 30 seconds of the bout, family members knew it was an uneven match, Jodie Meyers, Stacy Young's sister, said.","But in the maiden 30 seconds of the bout , family members knew it was an scratchy match , Jodie Meyers , Stacy Young 's sister , said .",1
"""This blackout was largely preventable,"" Energy Secretary Spencer Abraham said at a press conference this afternoon.","`` This blackout was for the most part preventable , '' Energy Secretary Spencer Abraham said at a press conference this afternoon .",1
"November 17's last victim was British defense attache Stephen Saunders, who was shot and killed at point-blank range on a busy Athens road in June 2000.","November 17 's end victim was brits defense attache Stephen Saunders , who was shot and killed at frank range on a meddlesome Athens road in June 2000 .",1
"Nearly all of Ford's second-quarter profit came from its Ford Credit finance arm, which earned $401 million, up 21.5 percent from a year earlier.","almost all of Ford 's second-quarter profit came from its Ford Credit finance arm , which earned $ 401 million , up 21.5 percent from a year earlier .",1
"Newcomer Marissa Jaret Winokur in ""Hairspray"" bested Broadway veteran Bernadette Peters in ""Gypsy"" for best actress in a musical.",Newcomer Marissa Jaret Winokur in `` Hairspray '' bested Broadway veteran Bernadette Peters in `` Gypsy '' for best actress in a musical theater .,1
"Microsoft's share of the low-end server software market has increased since the probe started five years ago, but the firm denied anti-competitive practices were the reason for this.","Microsoft 's share of the low-end server software market has increased since the probe started five years agone , but the firm denied anti-competitive practices were the reason for this .",1
"No country now opposes plans for a long-term European Council president, replacing the current rotating presidency, as well as an EU foreign minister.","No country now opposes plans for a long term european Council president , replacing the stream rotating presidency , as considerably as an EU extraneous minister .",1
Early voting polls will be open from 7 a.m. to 7 p.m. Sept. 8 and Sept. 9.,other voting polls will be subject from 7 a.m. to 7 p.m. Sept. 8 and Sept. 9 .,1
"Revenue fell to $36.9bn from $39.3bn a year ago, mainly due to lower vehicle sales.","Revenue fell to $ 36.9bn from $ 39.3bn a year agone , chiefly referable to lower vehicle sales .",1
"What's more, companies are not feeling confident enough to replace older PCs, the analyst firm said.","What 's more , companies are not feel positive adequate to replace older PCs , the analyst firm said .",1
"Sammy Sosa was suspended for eight games by major league baseball Friday for using a corked bat, and he immediately appealed the decision.","Sammy Sosa was suspended for eight games by john roy major league baseball Friday for using a cork bat , and he right away appealed the decision .",1
"Shirley Hazzard and Edward P. Jones, both of whom needed more than a decade to complete their current novels, were also among the fiction finalists announced Wednesday.","Shirley Hazzard and Edward P. Jones , both of whom needed more than a decade to complete their flow novels , were too among the fiction finalists announced Wednesday .",1
Tikrit is Saddam Hussein's hometown and the region around it is known as a hotbed of Baath Party supporters and former high-ranking Iraqi military officials.,Tikrit is Saddam Hussein 's hometown and the region around it is known as a hotbed of Baath Party supporters and onetime high-ranking Iraqi war machine officials .,1
"His sport utility vehicle was found June 25, abandoned without its license plates in Virginia Beach, Va. Robert B. Willumstad, 57, Citigroup's president, was named chief operating officer.","His sport utility vehicle was found June 25 , abandoned without its license plates in Virginia Beach , Va. Robert B. Willumstad , 57 , Citigroup 's president , was named principal operating officer .",1
"The agency found further that a WD Energy employee discussed false reporting with traders at two other energy companies, which the CFTC didn't identify.","The agency found further that a WD Energy employee discussed faux reporting with traders at two other energy companies , which the CFTC did n't identify .",1
These despicable acts were committed by killers whose only faith is hate and the United States will find the killers and they will learn the meaning of American justice.,These wretched acts were committed by killers whose only faith is detest and the United States will find the killers and they will learn the meaning of american english justice .,1
"A second bomb, evidently carried by the other woman, did not explode; the authorities found explosives and detonated them afterward.","A second gear bomb , apparently carried by the other woman , did not explode ; the authorities found explosives and detonated them later .",1
"""During the investigation, Bryant was cooperative with investigators and remains cooperative with authorities,"" the sheriff's office said.","`` During the investigation , Bryant was co op with investigators and remains conjunct with authorities , '' the sheriff 's office said .",1
"Adrian Lamo, 22, had told reporters he planned to surrender to the FBI in Sacramento Friday, but he then had second thoughts.","hadrian Lamo , 22 , had told reporters he planned to surrender to the FBI in Sacramento Friday , but he then had bit thoughts .",1
"Zulifquar Ali, a worshipper slightly wounded by shrapnel, said the assailants first targeted the mosque's security guards.","Zulifquar Ali , a worshipper slimly wounded by shrapnel , said the assailants initiative targeted the mosque 's security guards .",1
"For the second year in a row, rises in hospital costs dominated the increase, accounting for 51 percent of the overall cost spiral.","For the arcsecond year in a row , rises in hospital costs dominated the increase , accounting for 51 percent of the boilers suit cost spiral .",1
"While he said ""many good people work in the telemarketing industry, the public is understandably losing patience with these unwanted phone calls, unwanted intrusions.","While he said `` many trade good people work in the telemarketing industry , the public is clearly losing patience with these undesirable phone calls , undesirable intrusions .",1
Congress has added a new benefit - an option to buy insurance coverage for prescription drugs.,Congress has added a newfangled benefit - an option to buy insurance coverage for prescription drugs .,1
"The technology-laced Nasdaq Composite Index .IXIC climbed 40.09 points, or 2.46 percent, to 1,666.58, based on the latest data, and marking its highest close since May 23, 2002.","The technology-laced Nasdaq Composite Index .IXIC climbed 40.09 points , or 2.46 percent , to 1,666.58 , based on the latest data , and marking its highest conclude since May 23 , 2002 .",1
"Quattrone's action, prosecutors argue, amounted to criminal obstruction of justice.","Quattrone 's action , prosecutors argue , amounted to deplorable obstruction of justice .",1
The Future Concepts and Surface Ship Design Group is the Naval Sea Systems Command’s technical authority for all surface ship design and engineering.,The Future Concepts and Surface Ship Design Group is the naval Sea Systems Command ’ s expert authority for all surface ship design and engineering .,1
"About $250,000 worth of her jewelry was discovered last week at Kennedy International Airport, where it had up and disappeared before a flight to the BET Awards.","About $ 250,000 worth of her jewelry was discovered live on week at Kennedy International Airport , where it had up and disappeared before a flight to the BET Awards .",1
"The airline also said it has the option to buy 380 more airplanes, orders that would be split evenly between the two manufacturers.","The airline too said it has the option to buy 380 more airplanes , orders that would be split equally between the two manufacturers .",1
The diocese reached a settlement in 2001 involving five priests and 26 plaintiffs for an undisclosed sum.,The bishopric reached a settlement in 2001 involving five priests and 26 plaintiffs for an unrevealed sum .,1
"The U.S. government and private technology experts warned Wednesday that hackers plan to attack thousands of Web sites Sunday in a loosely co-ordinated ""contest"" that could disrupt Internet traffic.",The U.S. government and buck private technology experts warned Wednesday that hackers plan to attack thousands of Web sites Sunday in a broadly align `` contest '' that could disrupt Internet traffic .,1
But Mr Kenny said his advice to Mr Hicks - if they are ever allowed to meet or speak - may well be that he accept a deal.,But Mr Kenny said his advice to Mr Hicks - if they are ever so allowed to meet or speak - may substantially be that he accept a deal .,1
"Mr Kenny and the Hicks family's American lawyer, Michael Ratner, are trying to get access to Mr Hicks before he faces a planned military tribunal.","Mr Kenny and the Hicks family 's american lawyer , Michael Ratner , are trying to get access to Mr Hicks before he faces a plan armed services tribunal .",1
"The two forms account for about 30 percent of the approximately 7 million immigration benefits applications received annually, immigration officials said.","The two forms account for about 30 percent of the roughly 7 million immigration benefits applications received per annum , immigration officials said .",1
The unions also staged a five-day strike in March that forced all but one of Yale's dining halls to close.,The unions too staged a five-day strike in March that forced all but one of Yale 's dining halls to close .,1
FBI spokesman Steve Lazarus did not immediately return a phone call for comment on Friday.,FBI spokesman Steve Lazarus did not straight off return a phone call for comment on Friday .,1
"Wyles previous feature credits include White Oleander, Enough and Donnie Darko.","Wyles old feature credits include White Oleander , Enough and Donnie Darko .",1
Treasurys long-range plan is to provide retail buyers of all Treasury securities the ability to manage their holdings online in a single account.,Treasurys long-range plan is to provide retail buyers of all Treasury securities the ability to manage their holdings online in a ace account .,1
White House officials say Iran has one last chance to comply with IAEA inspection demands.,White House officials say Iran has one stopping point chance to comply with IAEA inspection demands .,1
"After he was led into the execution chamber and strapped to a gurney, Swisher raised his head and appeared to smile as his spiritual adviser spoke to him.","After he was led into the execution chamber and strapped to a gurney , Swisher raised his head and appeared to smile as his phantasmal adviser spoke to him .",1
"A month ago, the Commerce Department estimated that GDP had a grown at a 7.2 percent rate in the third quarter.","A month agone , the Commerce Department estimated that GDP had a grown at a 7.2 percent rate in the tertiary quarter .",1
"Roxio, would get access to more than 300,000 tracks from the music libraries of the major labels, and the Pressplay distribution system.","Roxio , would get access to more than 300,000 tracks from the music libraries of the john r major labels , and the Pressplay distribution system .",1
"Boeing shares fell 95 cents, or 3.3 percent, to $27.67 at 3:30 p.m. in New York Stock Exchange composite trading.","Boeing shares fell 95 cents , or 3.3 percent , to $ 27.67 at 3:30 p.m. in New York Stock Exchange composite plant trading .",1
