Title1,Body,Id,CreationDate,Title2,Body,Id,CreationDate
"What creates the ""soap opera"" look? Is it the same thing as HFR movies?","<p>Soap operas have a distinctive look to them in terms of motion and feel. It's a bit difficult to describe. What exactly creates this look? </p>

<p>I have heard it compared to <a href=""https://en.wikipedia.org/wiki/High_frame_rate"" rel=""nofollow noreferrer"">High Frame Rate (HFR)</a> films such as the 48 fps version of <em>The Hobbit</em> trilogy, with some describing it specifically as having a ""soap opera"" look to them. Is it the same thing that creates this appearance in both soap operas and HFR movies?</p>
",71518,10-04-2017 17:29,Why do soap operas have the soap opera effect?,"<p>The <em>soap opera effect</em> occurs when frame interpolation is used. For example, if a movie is shot at 24 frames per second and then shown on a TV screen which is capable of displaying 60 frames per second then it is possible to use a computer to do motion interpolation. In other words the computer can average (interpolate) two frames and create a synthetic third frame and stick it between the two real frames.</p>

<p>This interpolation makes the picture look unnatural and plastic, somewhat like soap operas look on TV, hence the name.</p>

<p>My understanding of why soap operas have the soap opera effect has something to do with the fact that many of them are shot using camcorders instead of film, but I am not completely sure.</p>

<p>Why do soap operas have the soap opera effect?</p>
",62298,24-10-2016 03:40
How can the machines built by Humans fire on Pandora?,"<p>I'm curious. In the movie <em>Avatar</em>, how can machines fire the weapons and cause explosion? Clearly, Oxygen is required to cause Fire/Flames.</p>

<p>How is this possible in Pandora?</p>
",72877,08-05-2017 11:28,Why were the humans unable to breathe the air in Pandora?,"<p>It was observed again and again in the movie Avatar that humans could not breathe the air present in Pandora. So it can be assumed Oxygen was not present in Pandora. But again the human fires which erupted in the Hometree bombing, wouldn't be sustained if there was no Oxygen at all. So what were the components present in the air of Pandora?  On the other hand if there was Oxygen, why could not the humans breathe there? So was the atmosphere in Pandora Oxygen filled or Oxygen free?</p>
",12686,23-07-2013 07:16
Poem that Belle reads in Beauty and the Beast,"<p>After Belle reads the <a href=""https://movies.stackexchange.com/q/70347/49"">William Sharp poem ""A Crystal Forest""</a> in the 2017 <em>Beauty and the Beast</em>, she goes on to read a second poem with something along the lines of </p>

<blockquote>
  <p>For in that solemn silence is heard the whisper of every sleeping thing. Look, look at me, come wake me up for still here I'll be</p>
</blockquote>

<p>or something like this at the end.</p>

<p>Was that also an existing poem or was that made specifically for the movie? In the former case, what poem was that and why was it chosen for this scene?</p>
",70573,23-03-2017 18:47,What is the name of the poem Belle reads out?,"<p>In one of the scenes from <em>Beauty and the Beast</em> (2017), they are both walking around the castle grounds outside in daylight as she reads a poem aloud about winter/snow/ice. I can't really remember any of the words, although the final word she read was glass and 'grass' featured as an earlier word. Timing wise it was before she left to return to the village, and I'm pretty sure before the ballroom dance.</p>

<p>What is the name, and what are the words, of that poem? Was it created specifically for the film? How does this poem contribute the overall value of the movie?</p>
",70347,20-03-2017 01:43
"In Titanic,Why does Old Rose throw the diamond in the sea","<p>In the End, Rose throws off the Heart of Ocean in the Sea.There are numerous theories trying to find out the real reason.</p>

<p>1).The fact that it didn’t belong to her anyways.So it would be unethical to keep it.</p>

<p>2)She was gonna die anyways</p>

<p>3)She threw it to complete a ""Life Circle"".Gave something to where it all began.</p>

<p>Any other strong reasoning why she let it go?</p>

<p><strong>Edit:</strong>
The other question is similar, but does not cover all possible reasons.I have mentioned the answer there in above bullet points</p>
",73539,22-05-2017 07:51,Why did Rose throw the diamond necklace overboard?,"<p>In <a href=""http://en.wikipedia.org/wiki/Titanic_%281997_film%29"" rel=""noreferrer"">Titanic</a>, the elderly Rose visits a ship searching for the <a href=""http://en.wikipedia.org/wiki/Heart_of_the_Ocean"" rel=""noreferrer"">Heart of the Ocean</a> diamond, set in a necklace.  Unbeknownst to them, she actually carries it with her.</p>
<p>In one of the final scenes, a bare footed Rose walks to the railing of the search ship, climbs up on it in similar fashion to when she and Jack were on the prow of the Titanic, and throws it into the ocean.</p>
<p>The accepted answer in <a href=""https://movies.stackexchange.com/q/1985/566"">Why did Lovett invite Rose aboard his search boat in Titanic?</a> suggests Rose threw it overboard for 'closure', but I simply cannot understand how that was closure.  After all, it is not as though Jack (when alive) had any real interest in it.  Nor did Rose. It was of interest only to her fiance Cal (who took his own life in 1929, when the stock market crashed).</p>
<p>It could be said that the return of the 'Heart of the <em>Ocean</em>' to the ocean, was ..poetic in a sense, but how was it closure?  If not closure, then why did she do it?</p>
<h2>Update</h2>
<p>Interestingly, the <a href=""http://www.pages.drexel.edu/%7Eina22/splaylib/Screenplay-Titanic.pdf"" rel=""noreferrer"">original script</a> differs from the movie in that the people searching for the diamond are there to <em>witness</em> her throwing it overboard.  She even has a few words with Lovett as he is holding the object of his desire in his hand.</p>
<blockquote>
<p>You look for treasure in the wrong place, Mr. Lovett.  Only life is precious, and making each day count.</p>
</blockquote>
<p>Another snatch of the script that might be relevant:</p>
<blockquote>
<p>The hardest part of being so poor, was being so rich.  But every time I thought of selling it, I thought of Cal.  And somehow I always got by without his help.</p>
</blockquote>
",21728,29-06-2014 15:08
Why does Wolverine say these words when burying this person?,"<p>In Logan (2017), Wolverine say these words to himself when burying Professor X:</p>

<blockquote>
  <p>It's got water, and... It's got water.</p>
</blockquote>

<p>Why does he say that?</p>
",73587,23-05-2017 05:48,What did Logan try to say at this event?,"<p>I couldn't make out what the exact words were in the following scene from <em>Logan</em> and would like to ask if anybody can explain it to me.</p>

<blockquote class=""spoiler"">
  <p> After burying Professor Xavier, Logan tries to deliver a eulogy but chokes up with emotion/grief.</p>
</blockquote>

<p>Was it intended that the audience can't tell what exactly he's trying to say?</p>
",69825,09-03-2017 00:50
Alien: Covenant and Alien (1979) connection: xenomorph,"<p>If you haven't seen Alien Covenant don't ruin it by reading the spoiler!</p>

<p>I just saw Alien Covenant. If David ""created"" the traditional xenomorph that follows the face-huger-type gestation, and since Prometheus and Covenant are prequels (albeit loosely based prequels) than how does - millennia later - the crew in Alien (1979) encounter the same type of species given that the spaceship originated from LV-223 (Prometheus world) and crashed in LV-426 (Alien 1979 world).</p>
",73916,29-05-2017 23:33,How to explain this in Alien and Prometheus considering Alien Covenant plot?,"<p>How did another Engineer ship with a chest-burst Engineer and lots of facehugger eggs end up on LV-426 (<em>Alien</em>) when </p>

<blockquote class=""spoiler"">
  <p> all Engineers are supposed to be dead before David created the first facehugger eggs himself?</p>
</blockquote>

<p>Wasn't the idea of Xenomorphs shown to exist before <em>Alien: Covenant</em> (2017) by the murals in the Ampule Room on the ship on LV 223 in <em>Prometheus</em> which might explain who piled up the bodies of Engineers on LV 223?</p>
",73688,24-05-2017 19:56
What happened to the X-Men in Logan?,"<p>In the movie Logan, they hint at the fact that the X-Men are no more because something happened. While initially Professor-X asks Logan ""What did you do?"" later he's seen repenting doing something that may have caused the death of the X-Men. </p>

<p>What is it that happened to the X-Men according to the film Logan?</p>

<p><strong>PS:</strong> I know how the story goes in the original comic - Old Man Logan. While there they explain what happens exactly, I'm interested in knowing what happened to the X-Men in the film world of Logan.</p>
",69637,05-03-2017 17:03,Does Professor X have any responsibility for the state of the world?,"<p>Throughout the course of <em>Logan</em>, it's obvious that Professor Xavier is having issues controlling his powers, and at the end of the movie, just before</p>

<blockquote class=""spoiler"">
  <p> X-24 kills him</p>
</blockquote>

<p>he claims to ""remember"" what he did and expresses regret. We also hear about an incident in Westchester that killed several mutants, that sounds like Xavier may have been involved. Is Xaiver the reason there are no more mutants? Is that why he's sorry, because he knows he killed them all?</p>
",69593,04-03-2017 22:14
How did Odin come to leave the Tesseract on Earth?,"<p>The Tesseract is taken by Johann Schmidt only because he could find it on Earth. How did the Tesseract come to be on Earth?</p>

<p>Which explanation is correct? :</p>

<ul>
<li>Odin lost it during a war.</li>
<li>Odin left it on Earth for (safe?)keeping.</li>
</ul>
",74402,07-06-2017 05:25,How did the Tesseract end up in Norway during the events of Captain America?,"<p>As <a href=""https://www.quora.com/How-did-the-Tesseract-end-up-in-Norway-during-the-events-of-Captain-America"" rel=""nofollow"">asked on Quora</a>:</p>

<blockquote>
  <p>The film opens with Red Skull breaking into a church and stealing a hidden Tesseract. But why was it there in the first place? 
  <strong>Is there a possibility it was a gift to the vikings by Odin himself?</strong></p>
  
  <p>Surely such a powerful object wouldn't be hidden behind a brick wall in Norway. Why wasn't it kept in Asgard along with all the other powerful items that Odin owns?</p>
</blockquote>
",12502,14-07-2013 15:48
What is the poisonous spray that Jackal used on his car?,"<p>In <a href=""https://en.wikipedia.org/wiki/The_Jackal_(1997_film)"" rel=""nofollow noreferrer"">The Jackal</a> (1997), Jackal sprayed something poisonous on his car.</p>

<p><a href=""https://i.stack.imgur.com/gAwDw.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/gAwDw.jpg"" alt=""Reference Image 1""></a></p>

<p>So, when the hijacker came to steal his car, and touched the sprayed region, he immediately gets suffocated &amp; dies. </p>

<p><a href=""https://i.stack.imgur.com/ZPQmN.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/ZPQmN.jpg"" alt=""Reference Image 2""></a></p>

<p>What is that poisonous spray Jackal used on his car which suffocates the hijacker, just by touch?</p>
",74455,08-06-2017 05:58,What substance does The Jackal spray onto the door handle?,"<p>In the 1997 film ""<a href=""https://en.wikipedia.org/wiki/The_Jackal_(1997_film)""><strong>The Jackal</strong></a>"", the antagonist is attempting to elude some assassins who are after him. When they are pursuing his van, he quickly</p>

<blockquote class=""spoiler"">
  <p> pulls the van into a parking garage and washes off the color-changing paint he had earlier painted the van with, thus changing the color of the van. </p>
</blockquote>

<p>He then takes a small can and sprays it onto the door handle of the van before taking off. A few minutes later, the assassins</p>

<blockquote class=""spoiler"">
  <p> enter the parking garage and notice the dyed water running away from the van. When one of the men goes to open the van using the tainted door handle, he pulls his hand away like it hurt, then starts foaming at the mouth. He immediately has a seizure of some kind and falls down dead.</p>
</blockquote>

<p><strong>What was the substance sprayed on the handle, and how could it do this so quickly?</strong></p>
",37551,07-08-2015 12:57
Did Hans Landa recognize Shosanna?,"<p>In the movie Inglorious Basterds, the scene where Hans Landa and Shosanna were in the restaurant, Hans Landa says ""I did have something else I wanted to ask you, but right now, for the life of me, I can't remember what it is.""</p>

<p>When he was just staring at her, did he recognized her and was just playing, or was it just something he tried to remember but couldn't?</p>
",69410,01-03-2017 06:01,Did Col. Landa actually recognize Shosanna?,"<p>In the first part of <em>Inglourious Basterds</em>, Colonel Landa kills Shosanna's family and she escapes. He is known as the Jew Hunter and never lets any Jews escape him. </p>

<p>Later when he meets her under her assumed name ""Emmanuelle"", he makes references that suggests that he does recognize her. However the conversation could also have meant nothing.</p>

<p>If he did actually recognize her I find it very strange that he didn't do anything about her. </p>
",9107,31-12-2012 17:07
How are scenes with cannabis plants shot?,"<p>Presumably, using real cannabis plants would be illegal, but creating huge numbers of fake plastic plants seems expensive, and while I'd imagine they get resold after a shoot, I've never heard of such a thing. So how are scenes featuring pot plants actually filmed?</p>
",74702,13-06-2017 03:47,What do they use in place of actual marijuana plants?,"<p>We see a lot of weed plants in Trailer Park Boys, they look very very real.</p>

<p>What are these plants?</p>

<p>Is there a standard showbiz weed plant look-a-like?</p>

<p><img src=""https://i.stack.imgur.com/4DOgK.jpg"" alt=""enter image description here""> </p>
",36219,05-07-2015 12:57
Children actors in R-Rated films,"<p>When a children appear in a movie that has a scene or two depicting sexuality (R rated material), is it the norm to let these children know what kind of movie they are participating in? Or are they kept in the dark until they grow up and find out?</p>

<p>What if they wanted to see the movies they acted in? Are they even allow to watch the full R-rated film they helped make?</p>

<p>Is there any kind of formality or agreement between the child and the movie/TV-show producers/directors, in which the child's approval is obtained? Or is it the parent's approval that counts?</p>

<p>Case in point: In the movie <em>Ken Park (2002)</em>, we see a little girl watching something inappropriate on TV (maybe she was not really watching anything, and they edited it out like that), but the whole movie is R rated and is inappropriate for ages below 18 to watch. Does the actress child know what kind of movie is she in? </p>
",69352,28-02-2017 09:25,To what extent are child actors exposed to the violent aspects of the movie they perform in?,"<p>Some movies feature child characters put in violent situations. This can range from crude language to extreme horror (e.g. torture, gore, etc.). As an example, <a href=""https://www.imdb.com/title/tt0094862/"" rel=""noreferrer"">Child's Play</a> and its sequel has plenty of those scenes. It looks like a paradox that children can be actors in movies that are definitely <em>not</em> for children.</p>

<p>Do the directors usually try and avoid exposing the very young actors to the violence of such scenes, e.g. by clever dubbing and editing? Are there laws that require them to do so, just like there are ratings that prevent children from seeing some movies?</p>
",604,20-12-2011 13:50
Why was Will not affected by the Aztec curse?,"<p>How did Will Turner not turn into a zombie when he was a child, when his father left him the last Aztec golden piece?</p>
",75005,19-06-2017 14:19,Why didn't Elizabeth get cursed?,"<p>In Pirates of the Caribbean, whoever has the Aztec gold gets cursed.</p>

<p>But Elizabeth had the gold coin with her which Bootstrap gave to his son Will before he was tied to a cannon and dropped to the ocean floor.</p>

<p>Barbossa states that they were cursed because of Aztec gold.</p>

<p>Also in the fight between Jack and Barbossa, Jack takes a gold coin and he was also cursed.</p>

<p>Why didn't Elizabeth get affected? Or was she also cursed and nobody noticed?</p>
",27963,09-12-2014 13:10
How is a role considered leading vs supporting?,"<p>Are there any rules or other metrics that help determine if a role is considered a leading one or a supporting role? Or is it more like a gut feeling? Clearly, the choice is obvious in many movies such as <em>Terminator</em> or <em>Pitch Black</em>. But how do they determine the lead when there are several ""main"" characters to choose from? </p>

<p>For example: <em>Lord of the Rings</em> had Elijah Wood (Frodo), Ian McKellen (Gandalf), and Viggo Mortensen (Aragorn). Or <em>Pulp Fiction</em>'s John Travolta (Vincent), Samuel L. Jackson (Jules) &amp; Bruce Willis (Butch). How did they determine who was the leading role?</p>

<p>(Not sure what tags to put on this one)</p>
",69338,27-02-2017 22:57,Lead actor/actress VS Supporting actor/actress,"<p>On what basis, <a href=""http://www.imdb.com/name/nm1165110/"">Chris Hemsworth</a> is considered as a Lead actor in the movie <a href=""http://www.imdb.com/title/tt1979320/"">Rush</a>?</p>

<p>In the movie, both characters have equal importance and both narrated the story in equal measure and occupied same amount of screen space, how come <a href=""http://www.imdb.com/name/nm0117709/"">Daniel Brühl</a> is a supporting actor in the movie Rush?</p>

<p>I’m very intrigued to know on what basis Leading Actor and Supporting Actor is categorized in Hollywood. </p>
",17682,04-03-2014 09:27
"How to explain this apparent paradox in ""Arrival""?","<p>(Here be spoilers)  </p>

<p>Crucial events in the plot of ""Arrival"" involve:</p>

<ul>
<li>Main character Louise learning from the Chinese General his wife's last words, as well as his phone number (that apparently never changes) ; along a vision she gets of a reception subsequent to the Heptapods visit  </li>
<li>Louise using this phone number to call the General, and remind him of his wife's last words in order to trigger him to stop using violence towards the Heptapod visitors, during their visit to Humanity.  </li>
</ul>

<p>According to the General's comments during the reception (something like ""I don't understand how your mind works""), it seems that he has not mastered the Heptapod language, and only has a linear perception of time.
From his point of view, it seems that the reason he mentions his wife's words during the reception, is because he remembers the phone call Louise made him years ago.
And a reason why Louise can tell him those words during their phone call, is because she learnt them from that discussion.
This seems like a ""circular"" paradox to me: the depiction of a universe and timeline where event #1 causes event #2, and where event #2 causes event #1.
Also, the easiness with which the General discloses such a personal information does not feel consistent with the character.  </p>

<p>I was very happy to watch a movie depicting a somewhat rigorous scientific approach to communication attempts with visiting members of a new species; and am not reluctant to discontinuing my disbelief regarding the perception skill that mastering the Heptapod language brings, given how convincingly this feature is presented during the movie.
However I feel dissatisfied with what I perceive as a violation of the rule of causality, introduced without any other justifications, and that looks like an artificial way of generating more ""buzz"" and discussion around the movie - while it already has more than enough good material to inspire those.   </p>

<p>Is this paradox present in the original novel? Is there an explanation that makes it more consistent with the overall rigorous tone of the story?</p>
",75345,26-06-2017 20:37,Would the 18 months later conversation between Louise and General Shang still be the same after the events of the movie?,"<p>Would the 18 months later conversation between Louise and General Shang in <em>Arrival</em> still be the same after Louise having accessed the information from that conversation before she ""physically"" reaches that point in time? If not, wouldn't that create a paradox?</p>

<p>For the immutable time theory to work, i.e. Louise to be unaware of her calling him, she shouldn't have that information which after the events of the movie she does. </p>

<p>Does this suggest a multiple timeline theory? That would support heptapods trying to change their fate by transcending humans and asking for their help. But at the same time it challenges their ability to be able to perceive the future, as there would be infinite possibilities and also they would have choice to change their fate which the movie plot goes against.</p>
",68146,05-02-2017 18:17
"Will I understand ""War for the Planet of the Apes"" if I don't watch the rest of the movies?","<p>I would like to know if I can just watch any one of the <strong>Planet of the Apes</strong> franchise movies and understand it, or do I have to watch all of them?</p>

<p>I'd be fine with either, but I want a clear, correct, and easy understanding and answer.</p>
",75420,28-06-2017 02:31,In what order should I watch The planet of the Apes franchise?,"<p>Basically, I ended somewhere on the reboot film made in 2001. I would like to get back to Planet of Apes series and watch it again.</p>

<p>With Star Wars franchise, there is famous order of how should one watch the series. Is there something similar with The Planet of Apes series?</p>
",50615,22-03-2016 12:58
How protected is the kid actress in Logan from the violence in the film?,"<p>I just saw the trailer of the movie Logan, where a female kid has the same supernatural power as Wolverine and does some pretty bad things (nasty killing etc.).</p>

<p>I saw that and my hear squeezed, but in the making some sort of computer graphics should produce what we see. So my question is:</p>

<p>Is there any approach followed to help the kid see as less as possible of this nasty pictures? Or is it allowed by the US law to make a kid do this without a problem?</p>

<hr>

<p>In general a kid with such experiences, generally speaking, may have a very difficult time being okay later...</p>
",69277,27-02-2017 00:15,To what extent are child actors exposed to the violent aspects of the movie they perform in?,"<p>Some movies feature child characters put in violent situations. This can range from crude language to extreme horror (e.g. torture, gore, etc.). As an example, <a href=""https://www.imdb.com/title/tt0094862/"" rel=""noreferrer"">Child's Play</a> and its sequel has plenty of those scenes. It looks like a paradox that children can be actors in movies that are definitely <em>not</em> for children.</p>

<p>Do the directors usually try and avoid exposing the very young actors to the violence of such scenes, e.g. by clever dubbing and editing? Are there laws that require them to do so, just like there are ratings that prevent children from seeing some movies?</p>
",604,20-12-2011 13:50
What is this thinking type effect called?,"<p>In <em>Naked Gun 33 1/3: The Final Insult (1994)</em>, Scene where Frank tries to take the 
gun out of his pouch, but it was not there. Then he thinks past what 
really happened to his gun. While thinking this effect used.</p>

<p><a href=""https://i.imgur.com/4iD3ZmK.gif"" rel=""nofollow noreferrer""><img src=""https://i.imgur.com/4iD3ZmK.gif"" alt=""enter image description here""></a></p>

<p>What is this effect called ?</p>
",75680,02-07-2017 11:53,What is the name of the effect for showing past days in movies?,"<p>In <em><a href=""https://www.imdb.com/title/tt3748528/"" rel=""nofollow noreferrer"">Rogue One</a></em>, Jyn Erso remembers her childhood days. </p>

<p>Her childhood/past days were shown with some effects like characters talking with a low voice with echo, with high background music, slow motion (not very slow) and shaky camera. </p>

<p>What is the name of this effect for showing past days in movies? </p>
",70377,20-03-2017 11:58
Is there a term for a character only there to die?,"<p>In some movies, you can tell when a character is there only to make a dramatic moment when he/she dies.</p>

<p>Is there a term for a character written specifically to die for dramatic purpose?</p>
",76049,08-07-2017 22:07,"Is there a specific name for a character that is a sacrificial ""example""?","<p>I was wondering if there is a title/role in movies, specifically horror or Sci-fi movies, for characters that are cast specifically to die as a way of being an example. This could be as a way to show the cast/party that things have turned horribly wrong or to show what they are up against. </p>

<p>These characters usually die at the beginning of an outbreak or as soon as a there is a troubling encounter with a new obstacle, such as a trap room with a unseen trick.</p>
",73107,12-05-2017 18:18
Why does Brad Pitt in Inglorious Basterds have scars on his neck?,"<p>Watching it again today, I noticed the scars on his neck. What's the backstory on those?</p>

<p><a href=""https://i.stack.imgur.com/AaXxJ.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/AaXxJ.jpg"" alt=""enter image description here""></a></p>
",76082,10-07-2017 01:46,Why did Aldo Raine have that scar?,"<p>In <em>Inglourious Basterds</em> First Lieutenant Aldo Raine (Brad Pitt) had a scar that made it look as though someone had tried to cut his throat.  Is there any reason mentioned for that scar (in the movie that I missed, or in interviews with Tarantino etc.)?</p>

<p>I kept expecting someone to ask about it, and get some background story.</p>

<p><img src=""https://i.stack.imgur.com/CmdRG.png"" alt=""Scar across throat""></p>

<p><strong>Scar across throat</strong></p>

<p><img src=""https://i.stack.imgur.com/YLNqK.png"" alt=""Scar continuing up behind left ear""></p>

<p><strong>Scar continuing up behind left ear</strong></p>
",24109,23-08-2014 10:30
Why are movies still shot in 35mm?,"<p>Just now I watched <em>Manchester By The Sea</em>.</p>

<p>The movie consists of razor sharp images because it was shot with <a href=""https://en.wikipedia.org/wiki/Arri_Alexa"" rel=""nofollow noreferrer"">Arri Alexa</a>.
Manchester By The Sea was released by <em>Amazon Studios</em> not a BIG production company like <em>Marvel Studios</em>.</p>

<p>But the same year's <em>Doctor Strange</em> released by Marvel Studios doesn't have razor sharp images, because it was shot in 35mm</p>

<p>Why are movies still shot in 35mm?</p>
",68751,16-02-2017 11:35,Was film actually “better” than digital media?,"<p>I happen, time and again, to read and hear people – among which people working in cinema – regretting the fact that film (in the sense of actual reels of plastic strip) is nowadays very rarely used when shooting movies. Is there some ground to such nostalgia?</p>

<p>Of course I am not looking for opinions for or against film vs. digital media, but sourced, objective reasons. Is there anything that could be done with film but not with digital supports? Are there measurable differences in effects on viewers?</p>
",34435,17-05-2015 17:29
Why is Indian movie industry called as Bollywood?,"<p>Why does Indian movie industry use a <a href=""https://en.wikipedia.org/wiki/Portmanteau"" rel=""nofollow noreferrer"">portmanteau</a> as a name?</p>

<p>For instance, I never heard of ""<a href=""https://en.wikipedia.org/wiki/Cinema_of_Hong_Kong"" rel=""nofollow noreferrer"">Hong Kong-wood</a>"".</p>
",76346,15-07-2017 22:25,"How did the word ""Bollywood"" originate?","<p>As we know, American film industry is referred as Hollywood. The American film industry is called so because the film industry emerged at the place called <a href=""https://www.google.co.in/maps/place/Hollywood,+Los+Angeles,+CA,+USA/@34.0938169,-118.3614977,13z/data=!3m1!4b1!4m5!3m4!1s0x80c2bf07045279bf:0xf67a9a6797bdfae4!8m2!3d34.0928092!4d-118.3286614?hl=en"" rel=""noreferrer"">Hollywood, Los Angeles, CA</a>(Correct me if I am wrong). The place adopted the name Hollywood which is informally known as Tinseltown.</p>

<p>But my question is not about Hollywood but the <a href=""https://en.wikipedia.org/wiki/Bollywood"" rel=""noreferrer"">Hindi film Industry</a>. This is widely referred as Bollywood. </p>

<p>From the <a href=""https://en.wikipedia.org/wiki/Bollywood"" rel=""noreferrer"">Wikipedia</a> page of Bollywood: </p>

<blockquote>
  <p>Bollywood is the sobriquet for India's Hindi language film industry, based in the city of Mumbai, Maharashtra. It is more formally referred to as Hindi cinema. The term ""Bollywood"" is often used by non-Indians as a synecdoche to refer to the whole of Indian cinema; however, Bollywood proper is only a part of the larger Indian film industry, which includes other production centres producing films in many other Indian languages. There is no place in India called Bollywood like the Hollywood. </p>
</blockquote>

<p>Many people prefer calling it as Hindi film industry and against naming film industries with <em>wood</em>. There are other film industries in India too in other languages. Eg: Telugu film industry is named as Tollywood, Tamil industry is named Kollywood etc.,  <a href=""https://en.wikipedia.org/wiki/List_of_Hollywood-inspired_nicknames"" rel=""noreferrer"">Here</a> is the list of Hollywood inspired nicknames.</p>

<p>My question:</p>

<ul>
<li>Who is the creator of the word <em>Bollywood</em>?</li>
<li>Since when did the word become popular?  </li>
</ul>
",72568,02-05-2017 04:56
What is the significance of spiders in 2013 movie Enemy?,"<p>How should one interpret the recurring appearance of giant spiders in the  2013 film <a href=""http://www.imdb.com/title/tt2316411/"" rel=""nofollow noreferrer""><strong><em>Enemy</em></strong></a>, starring Jake Gyllenhaal? What is the meaning of the last scene?</p>
",68364,09-02-2017 15:00,Is there significance behind the spider visions in Enemy?,"<p>There are a lot of weird visions about spiders in <a href=""http://www.imdb.com/title/tt2316411/""><em>Enemy</em> (2013)</a> and I was wondering if that signified something about the character?</p>
",18855,21-04-2014 00:21
What is the difference between the horror and thriller genres?,"<p>In the comments for <a href=""https://movies.stackexchange.com/q/67434/12783"">Did any actor ever win an Oscar for their work in a horror movie?</a>, there was a lot of discussion over whether or not a thriller should be considered to be a horror movie. </p>

<p>IMDb classifies <em><a href=""http://www.imdb.com/title/tt0063522/"" rel=""nofollow noreferrer"">Rosemary's Baby</a></em> to be a Drama/Horror movie. However, <em><a href=""http://www.imdb.com/title/tt0947798"" rel=""nofollow noreferrer"">Black Swan</a></em> is classified as a Drama/Thriller movie (and at least one pundit has said that it was  <a href=""http://www.cinemablend.com/new/Black-Swan-Greatest-Trick-Was-Convincing-Oscar-It-Isn-t-Horror-23334.html"" rel=""nofollow noreferrer"">really a horror film</a> that only got an Oscar because it was able to not be associated with the frequently award-snubbed horror genre). Then there are some movies like <em><a href=""http://www.imdb.com/title/tt1540011/"" rel=""nofollow noreferrer"">Blair Witch</a></em> that are both Horror and Thriller.</p>

<p>What exactly is the difference between these two genres? What would cause a movie to be a horror movie, but not a thriller (and vice versa), and what would cause them to be both?</p>

<p>(I imagine that there are film scholars and such who have weighed in on this, and I'd like to see something more authoritative like that instead of just the average Joe's opinions).</p>
",67566,26-01-2017 17:26,"Is there a criterion to differentiate ""thriller"" from ""horror""?","<p>The genres, in my opinion, have a very slim boundary separating one from another. I see a lot of movies being categorized as <code>thriller</code> or <code>horror</code> almost interchangeably, which might seem like lack of thought or criteria. However, is there a true criterion used to differentiate between the two film genres?   </p>
",49674,04-03-2016 18:29
What are the back stories behind the two halves of the Brady Bunch family?,"<p>Is there a back story to:</p>

<blockquote>
  <p>Here's the story of a lovely lady<br>
  Who was bringing up three very lovely girls<br>
  All of them had hair of gold, like their mother<br>
  The youngest one in curls  </p>
  
  <p>Here's the story of a man named Brady<br>
  Who was busy with three boys of his own<br>
  They were four men living all together<br>
  Yet they were all alone</p>
</blockquote>

<p>Why were they all alone? Death in a war? Irreconcilable differences in former marriage(s)? </p>

<p>Is there a back story?</p>
",78121,30-07-2017 22:38,What happened to Mike and Carol's former spouses?,"<p>In the Brady Bunch (the TV show, not the film series), the title song establishes that the 6 new step-siblings are from Mike and Carol's former marriages (or partnerships).  </p>

<p>What happened to Mike's former wife / partner?</p>

<p>What happened to Carol's former husband / partner?</p>

<p>Were these two others ever mentioned for any amount during any episodes, or if still alive, did they ever make any appearances or claims towards their children?  I have never watched the pilot episode / first episode, so I do not know if that episode explains it.</p>
",23530,02-08-2014 05:53
