Sentence1,Sentence2,Gold Label,is_sts
Why do we write $t$ as $ct$ in special relativity?,Why do we set $x^0 = ct$ instead of $x^0 = t$?,1,0
What if quantum mechanics and general relativity are not connected?,What are the reasons to expect that gravity should be quantized?,1,0
Why do heated bodies produce continuous spectra?,What causes a black-body radiation curve to be continuous?,0,0
Does the Big Bang have the absolute lowest amount of entropy?,What was the entropy of the universe at the time of the Big Bang?,1,0
What would happen to a person's body if they entered a black hole?,Thought experiment - would you notice if you fell into a black hole?,1,0
Constancy of the Speed of Light in a medium,What is the mechanism behind the slowdown of light/photons in a transparent medium?,1,0
"Why, exactly, can't two field lines cross?",Why can two (or more) electric field lines never cross?,1,0
Divergence of Electric Field Due to a Point Charge,"Divergence of $\frac{ \hat {\bf r}}{r^2}$ , what is the 'paradox'?",1,0
Effect of air resistance of the period of a pendulum,Does damping force affect period of oscillation?,1,0
Why don't solid objects blend into each other?,How can I stand on the ground? EM or/and Pauli?,0,0
How much time will it take for an object to fall to the center of the Earth?,If it was possible to dig a hole that went from one side of the Earth to the other...,1,0
Momentum is conserved in the gravity of general relativity?,General relativity and the conservation of momentum,1,0
How does electricity travel near the speed of light if electrons drift at a snail pace?,Why the electric bulb turns on almost instantly when the switch is closed?,0,0
What is the speed of electricity in a vacuum?,Accelerating particles to speeds infinitesimally close to the speed of light?,1,0
How much Sun is expected to curve spacetime?,How to measure the curvature of the space-time?,1,0
How Can the Universe Be Bigger Than It is Old?,Why is the observable universe so big?,1,0
Work done by frictional force when rolling without slipping,How can friction do no work in case of pure rolling?,0,0
Work done by our body in Cycling and Walking,Which requires more energy: walking 1 km or cycling 1 km at the same speed?,0,0
What is the real notion/feel of a tensor quantity?,How to understand the definition of vector and tensor?,1,0
Can gravitons travel faster than the speed of light?,How does gravity escape a black hole?,0,0
Why does entropy of an ideal gas break the third law of thermodynamics?,Entropy of an ideal gas in $T\to 0$ limit,1,0
"Why can we only ""see"" reflected light?",Why can't we see light travelling from point A to B?,1,0
"In the heliocentric model of planetary motion, is Sun assumed to be stationary at the center?",Are planets actually moving in elliptical orbits around the Sun or do they move in circular orbits around their center of mass?,1,0
Is gravity just the result of bending the space?,How exactly does curved space-time describe the force of gravity?,1,0
Best book on the theory of Standard Model of particle physics?,Books for particle physics and the Standard Model,1,0
How does the existence of a monopole affect the magnetic vector potential in gauss's law for magnetism?,Does existence of magnetic monopole break covariant form of Maxwell’s equations for potentials?,1,0
Can Noether's theorem be applied to cyclic time symmetries?,Is there something similar to Noether's theorem for discrete symmetries?,1,0
Derivatives with Two Indices in Electromagnetic Lagrangian,Derivation of Maxwell's equations from field tensor lagrangian,0,0
Man on a boat - Drinking Water,Basic buoyancy question: Man in a boat with a stone,1,0
How can dissipative/friction terms be incorporated into a Lagrangian?,Lagrangian and Hamiltonian EOM with dissipative force,0,0
Is there a need for the unit mole?,"Why is the mole/""amount of substance"" a dimensional quantity?",1,0
Work on current loop placed in a magnetic field: how can there be work done against magnetic forces?,How can a magnetic field produce an emf if the force produced does no work?,1,0
"What does phase velocity physically represent, and why can it be superluminal?","In superluminal phase velocities, what is it that is traveling faster than light?",1,0
Can Quantum Teleportation be accomplished faster than the speed of light?,Can't quantum teleportation be superluminal some percentage of times?,1,0
Breaking of diffeomorphism invariance after fixing a background metric,Einstein-Hilbert action as an effective field theory,0,0
Why are there no operators in classical mechanics?,Are there linear operators and vector spaces in classical physics?,1,0
How can other 'black bodies' be compared to the oven model?,How can a cavity with perfectly reflecting walls approximate a perfectly absorbing black body?,1,0
"Are there other formalisms apart from Newtonian, Lagrangian and Hamiltonian?",Are there other less famous yet accepted formalisms of Classical Mechanics?,1,0
How can microwave radiation penetrate through walls but visible light cannot?,How can wifi penetrate through walls when visible light can't?,1,0
Why do wavefunctions for stationary states include $e^{-iEt/\hbar}$?,"Can we safely assume $\Psi(x,t) = \psi(x)e^{-i\omega t}$ always in QM?",0,0
Conceptual difference between Hamiltonian and Lagrangian formulation,"Why not use the Lagrangian, instead of the Hamiltonian, in nonrelativistic QM?",0,0
Why does soap solution forms bubble but tap water does not?,Why soap bubbles are made of soap?,1,0
What qualifies as a quantum theory and why are we seeking a quantum theory of gravity?,Quantum made easy: so what *is* quantum mechanics all about?,0,0
Will water waves diffract through a gap smaller than their wavelength?,What happens to waves when they hit smaller apertures than their wavelenghts?,1,0
Equations behind mist formation around wings of fighter jet while doing acrobatic turns,Why can a contrail only form below -40 Degree Celsius?,0,0
Why is angle of incidence equal to the angle of reflection?,Explain reflection laws at the atomic level,0,0
Is the work-energy theorem only valid for conservative forces?,Validity of work-energy theorem in presence of non-conservative forces?,1,0
Why should there be electrostatic equilibrium inside a conductor?,"In electrostatics, why the electric field inside a conductor is zero?",1,0
"What importance of battery "" voltage"" between cathode and anode in photocell?",Is photocell current equal zero at threshold frequency?,0,0
Spacetime as an independent yet interacting frame of reference for QM. Looking.for papers,A list of inconveniences between quantum mechanics and (general) relativity?,0,0
About which point should the torque be calculated?,The choice of pivot point in non-equilibrium scenarios,0,0
"Are sounds louder at night, in the winter?",Why do I always hear remote train horn at night?,0,0
What is the relationship between time dilation and gravitational time dilation?,Is gravitational time dilation different from other forms of time dilation?,1,0
Why the dust on the wing cannot be cleaned by air flow?,Why does dust stick to rotating fan propeller?,1,0
How does the melting ice cube in a glass of water doesn't change the water volume?,Why does ice melting not change the water level in a container?,1,0
Was the singularity just a mini model of our current unvierse?,Did the Big Bang happen at a point?,1,0
What is the correct formula for drift speed of electrons,Which derivation of drift velocity is correct?,1,0
Why angular velocity is a vector quantity?,"How is it that angular velocities are vectors, while rotations aren't?",1,0
Unitary irreducible representations of the Diffeomorphism group,Unitary representations of the diffeomorphism group in curved spacetime,1,0
How can any speed be defined as a constant?,"If all motion is relative, how does light have a finite speed?",0,0
Can relative velocity of a particle exceed the speed of light?,What is the relative speed of two near-light speed particles headed towards each other?,1,0
Mechanism for a photon to impart momentum to an atom,How does one account for the momentum of an absorbed photon?,1,0
Does the Sun revolve around the supermassive black hole at the center of the Milky Way?,Is sun revolving around certain mass in space with reference to some other galaxy?,0,0
Intuitive explanation for why blue light is refracted more than red light?,Why do prisms work (why is refraction frequency dependent)?,0,0
Does the centre of mass of a circular object such as a cylinder or sphere rotate?,Why does an unhinged body rotate about its centre of mass?,1,0
What if humans doubled size... and everything else... could we notice?,"If everything in the universe doubled in size overnight, would it be noticeable?",1,0
Calculating an electric field with linear charge density,Electric field of a circular arc at a point,0,0
Why does the Earth's magnetic field flip?,Why does earth's magnetic field change its direction?,1,0
Is it possible to drain all oceans' water to space?,A water pipe from sea level to beyond the atmosphere,1,0
$\text{div} \ \vec{F} = \vec{0}$ for a conservative force?,"Divergence of $\frac{ \hat {\bf r}}{r^2}$ , what is the 'paradox'?",0,0
Why would I feel more balanced when I ride my bike fast?,Why doesn't a bike/bicycle fall if going with a high speed?,0,0
What's wrong with this argument that kinetic energy goes as $v$ rather than $v^2$?,"Why does kinetic energy increase quadratically, not linearly, with speed?",1,0
Do higgs field affect rest mass and relativistic mass?,How does the Higgs field enable masses to attract each other?,0,0
What is the physical significance of electric flux?,Electric Flux - What is the point?,1,0
Paradox of the twins in time dilation,Symmetrical twin paradox in a closed universe,0,0
"We can see our face in a mirror, but why not clearly in a aluminium or steel?",Why can't we see images reflected on a piece of paper?,1,0
Why do objects rebound after hitting the ground?,Why don't all objects bounce like rubber balls?,1,0
What is the formal definition of energy in physics?,What Is Energy? Where did it come from?,0,0
What makes north pole of a magnet north pole in the first place?,What's the difference between the north and the south pole on a magnet?,1,0
"Why does a magnetic field ""curl"" around a current carrying element?",Why do magnetic field field lines behave the way they do?,1,0
Why is an electromagnetic wave represented by two perpendicular sine waves instead of a sine and cosine?,"If time-varying electric and magnetic fields originate each other, how come they are in phase?",0,0
What will happen if the refractive index of lens is less than unity?,How can the refractive index be below 1 in a dielectric?,1,0
Why does work depend on distance and not time?,Why does holding something up cost energy while no work is being done?,1,0
Is there a higher-level reason why $\nabla\cdot(\hat{\bf r}/r^2) = 0$ in three dimensions but not two?,Why are so many forces explainable using inverse squares when space is three dimensional?,0,0
How did Newton use his theory without the value of $G$?,Did Newton estimate the gravitational constant $G$?,1,0
"Books or papers on statistical mechanics, given information theory background?",Reference for statistical mechanics from information theoretic view,1,0
"Work done by a person climbing stairs, who or what does the work?",What is the correct way to estimate the work done by a climber?,1,0
What happens at the molecular level when a spring is being extended?,Why is the restoring force directly proportional to extension?,1,0
What is the relation between permittivity and susceptibility of a dielectric?,What's the nuance of susceptibility and permittivity?,1,0
Why does the electric field strength for a dipole go as $1/r^3$?,Why does the field of an electric dipole drop off as $1/r^3$?,1,0
Can someone explain the Navier Stokes equations?,Can you explain Navier-Stokes equations to a layman?,1,0
Hypothetical maximum energy of a single photon,Are there any theoretical limits on the energy of a photon?,1,0
Proof of angular frequency in damped oscillator,Finding the steady state solution of a damped oscillator,1,0
For how much energy does the heat generated in earth's interior account in earth's total energy budget?,How much heating does Earth inner core provide to the surface?,1,0
Why did the Lockheed Martin compact fusion reactor failed?,Can the High beta fusion reactor work?,1,0
Are we really moving at the speed of light in the time dimension?,Why are objects at rest in motion through spacetime at the speed of light?,1,0
Why is the metric used in physics a squared norm?,Can I use a higher rank tensor field as the metric field?,1,0
Why does reflection occur on transparent materials?,Why does a window become a mirror at night?,1,0
Why protons and electrons attract each other?,What's the relation between virtual photons and electromagnetic potentials?,0,0
How to generate a network with both small-world and scale-free features?,What is the difference between scale-free network and small-world network?,1,0
How would Special Relativity work if the universe were periodic?,Symmetrical twin paradox in a closed universe,0,0
Are all Bell tests valid only for linearly-polarized photons?,Is a single photon always circularly polarized?,0,0
"How far are we from the ""edge"" of the universe?","Does the universe have an edge/boundary/barrier? If yes, what is at the edge?",0,0
Path of an electron around a nucleus,why path of an electron in an orbit is uncertain?,1,0
Why speed is defined as distance over time,Why is speed defined like it is?,1,0
The velocity of body and the increase in relativistic mass,Would travelling at relativistic speeds have any impact on human biology?,0,0
Does a hot object in space/vacuum gets cold? how?,Why does the blackbody radiate even at thermal equilibrium?,0,0
Newtons third law explanation on a push of table,"Given Newton's third law, why are things capable of moving?",1,0
Why the outer shell in the cylindrical capacitor doesn't contribute to the field of the capacitor?,Electric Field from charged sphere within another charged sphere does not reinforce?,0,0
Does the continous EM spectrum contradict discrete energy?,Why do I not see evidence of discrete energy in the spectrum?,1,0
Why does water always take an already travelled path?,"Why does water take a ""wet"" path?",1,0
Doubt regarding work done in separating capacitor plates,Energy changes due increasing plate separation of unconnected charged capacitor,0,0
Existence of Electric field around a current carrying conductor?,Can a magnetic field be induced without an electric field?,1,0
Why does an aluminum foil spark inside a microwave oven?,Why do metal objects in microwaves spark?,0,0
Finding instantaneous rotation and translation from multiple forces,Force applied off center on an object,0,0
A confusion between geocentric and heliocentric model,What made us think that Earth moves around the Sun?,0,0
Is Planck length the smallest allowable difference between wavelengths?,Does the Planck scale imply that spacetime is discrete?,1,0
What would a hydrogen balloon find easiest to lift?,Is a block of cotton heavier than a block of iron?,0,0
Is the Uncertainty Principle a mathematical consequence or a physical consequence or both?,Is the uncertainty principle a property of elementary particles or a result of our measurement tools?,1,0
What proof do we have that dark matter is matter?,"Is Dark Matter called ""Matter"" only because of gravity?",0,0
If is work done by magnetic field is 0 then why does 2 magnets attract when kept together?,How can magnets be used to pick up pieces of metal when the force from a magnetic field does no work?,1,0
How can orbitals be oriented if the nucleus is symmetrical?,Where do symmetries in atomic orbitals come from?,0,0
How would primordial black hole forms if expansion of space overwhelms gravity?,How likely are Primordial Black Holes to form in the early universe?,0,0
will two entangled particles still remain entangled if one of the pair if sent inside of a black hole?,Can two particles remain entangled even if one is past the event horizon of a black hole?,1,0
Conservation of Momentum and The Expansion of The Universe,Redshifting of Light and the expansion of the universe,1,0
Relationship between $\star$-products in phase-space QM and NC geometry,Moyal Product in Non Commutative Quantum Mechanics,0,0
Why doesn't an observer at rest on the Earth see Unruh radiation?,Do all massive bodies emit Hawking or Unruh radiation?,1,0
Can a stable structure actually enclose a black hole of a certain radius?,Could a Dyson Sphere-like object be made to encase a black hole without collapsing?,1,0
Are the gradient field are the only fields which are only conservative?,"What causes a force field to be ""non-conservative?""",0,0
Why can't $\psi(x) = \delta(x)$ in the case of Harmonic oscillator?,Hilbert space of harmonic oscillator: Countable vs uncountable?,0,0
Why bodies with different masses reach gound at the same time in vacuum?,Why do two bodies of different masses fall at the same rate (in the absence of air resistance)?,1,0
Quantum Field Theory literature - rigorous and clean,A No-Nonsense Introduction to Quantum Field Theory,1,0
Why electron moving with acceleration around nucleus is not emitting EM-waves?,"Why don't electrons crash into the nuclei they ""orbit""?",0,0
Why gravitation does not have negative entropy?,Please clarify how entropy increases when matter gravitationally coalesces,0,0
Example in which light takes the path of maximum optical length,Examples in which the light maximizes the optical path length,1,0
What type of displacement is virtual displacement? Is it really a displacement? How to calculate it?,Why is the d'Alembert's Principle formulated in terms of virtual displacements rather than real displacements in time?,1,0
Do we actually know the charges of quarks?,How has quark electric charge been directly measured?,0,0
Is there Sun constantly falling (and us along with it)?,Does the curvature of spacetime theory assume gravity?,0,0
"If Earth spun faster, would I be able to jump higher?",How would gravity change on a planet rotating around itself very fast?,0,0
What happens if electric field is not perpendicular to the magnetic field?,Is there any example where electric and magnetic fields are not perpendicular?,1,0
Can an atomic nucleus contain both particles and antiparticles?,What happens if we put together a proton and an antineutron?,1,0
Why are we in 3 spatial dimensions?,Is 3+1 spacetime as privileged as is claimed?,0,0
How will Andromeda collide with Milky Way in spite of Hubble's law?,How and why will the Milky Way collide with the Andromeda galaxy?,1,0
Why does light follow the Fermat's principle of least time?,How is Fermat's least time principle proven?,1,0
"If two waves cancel out, where does the energy go?",What happens to the energy when waves perfectly cancel each other?,1,0
The speed of light and it's variation through different media?,What really causes light/photons to appear slower in media?,0,0
Proof of the superposition theorem in linear circuit analysis,Is there a formal proof for the superposition theorem?,1,0
As vehicle speed increases does the amount of friction decrease?,Does kinetic friction increase as speed increases?,1,0
'My question is about' ...the size of the Universe after Inflation,Did the Big Bang happen at a point?,0,0
Gravitational lensing redshift around a Kerr black hole,Do light experience Doppler shift along and against frame dragging?,0,0
Why is order of electron orbital filling not completely sequential?,Why do electrons not fully fill up all the orbitals sequentially?,1,0
What happens to electromagnetic field when crossing event horizon,What do you feel when crossing the event horizon?,1,0
Contradictions in electric field of infinite uniform charge distribution,Gauss's law in a uniform charge distribution extending infinitely in all directions,1,0
Could dark energy and gravity be explained as same phenomenon?,How do we know dark matter isn't curved spacetime?,0,0
Electric field and potential in a point inside conductor for a particular case,Is electric field inside a cavity necessarily zero?,1,0
Why maxwells speed distribution law doesn’t violet special theory if relativity,Is there a relativistic generalization of the Maxwell-Boltzmann velocity distribution?,0,0
"Is the Higgs boson an elementary particle? If so, why does it decay?",Why are muons considered to be elementary particles in the Standard Model?,1,0
Does a geodesic always extremize its path length?,Geodesics: Straightest or Shortest? When and Why?,0,0
How can changing magnetic field produce instantaneously the electric field and vice versa?,Why do electromagnetic waves have the magnetic and electric field intensities in the same phase?,1,0
"Why is the moment of inertia the integral of the ""second moment""? What is the derivation for the formula?",Where does the formula for the moment of inertia $I = \int r^2 dm$ come from?,1,0
Does the shape of the Universe refer to the curvature of spacetime in 5-dimensional space?,"Universe being flat and why we can't see or access the space ""behind"" our universe plane?",1,0
How is mass accounted for when a particle is in a superposition?,Is mass an observable in Quantum Mechanics?,1,0
Why do photon only interact with atoms whose electronic orbitals are at very particular energies?,How do photons know they can or can't excite electrons in atoms?,0,0
Raising and lowering indices: is it a convention?,Why do we select the metric tensor for raising and lowering indices?,1,0
How does an electron know whether a photon is of correct energy states?,How do photons know they can or can't excite electrons in atoms?,1,0
How much does NASCAR affect the rotation of the Earth?,Do mankind and manmade activities/constructions have any effect on the rotation of the Earth?,1,0
Temperature of room for open door of refrigerator,Opening the fridge door to cool a room,1,0
A book on special special relativity covering covariant and contravariant tensors,Textbook on the Geometry of Special Relativity,0,0
How do the sides of a conical container supports the fluid it holds?,Does the weight of fluid in a conical container act entirely on the base?,1,0
What is the unit vector in electric field formula?,Find the Unit Vector of a Three Dimensional Vector,0,0
Looking at Earth's history using a cosmic mirror,A mirror in the sky to look at past Earth,1,0
"During big bang, everything expands same rate, homogenous, isotropic, nothing pulled towards each other. Did quantum randomness form stars, galaxies?","Was the singularity at Big Bang perfectly uniform and if so, why did the universe lose its uniformity?",0,0
Why are non-equally heavy objects falling at the same speed on the moon?,Why do two bodies of different masses fall at the same rate (in the absence of air resistance)?,1,0
Physical reason behind the origin of shock waves in astrophysics,How do shock waves form in space?,1,0
Why do color of things fade and where it goes?,Why does sunlight cause colors to fade?,0,0
Abrupt changes in direction and loss of energy,velocity of an object after leaving a ramp,0,0
What is the meaning of the structure constant for the $\rm SU(3)$ group and how I can find its values?,How do I find the values for the structure constants ($f^{abc}$) of a gauge group?,1,0
Why does light have only 3 primary colours and why don't then non primary VIBGYOR colours disperse?,"Is it only red, green and blue that can make up any color through additive mixture?",1,0
Can there be other Positions of Geostationary Satellites?,Is it possible to have a geostationary satellite over the poles?,0,0
Missing elements? Electron shell filling after argon,Why do electrons not fully fill up all the orbitals sequentially?,0,0
LIGO Gravitational wave discovery - how did they know the cause of spike?,"Are the LIGO observations proof of a black hole merger, and what happened to the black holes?",1,0
Is there any danger standing in front of a household microwave?,How does the grid on the microwave oven window prevent microwave radiation from coming out?,0,0
Why is the radius of the universe larger than?,Why is the observable universe so big?,1,0
"If neutronium existed out there, are we capable of observing it?",How would neutron matter appear to the naked eye?,0,0
Why can't magnetic field lines intersect with each other?,Why can two (or more) electric field lines never cross?,1,0
What does it mean to reverse time?,Is there really time reversibility in physics?,0,0
How exactly does potential difference remain the same across the branches in a parallel connection of capacitors?,"Why are potential differences equal across two capacitors in parallel, but charge on each capacitor is not?",1,0
"Quantum entanglement, how do we know there was no spin?",Quantum entanglement and spooky action at a distance,0,0
"Rigid bodies: angular velocities, momentum, Inertia Tensor, rotational kinetic energy. Books suggestions?",Recommendations for good Newtonian mechanics and kinematics books,0,0
Why do Fermions (quarks specifically) have transversity while Bosons (gluons specifically) don't?,Why is the $S_{z} =0$ state forbidden for photons?,0,0
Commuting operators with no eigenstates in common: infinite potential well,Conservation of momentum in infinite square well,1,0
Is there/could there be a theoretical absolute hot?,Is there an upper limit to temperature in thermodynamics or statistical mechanics,1,0
Why doesn't the Earth lose its magnetic properties?,Why does the Earth not lose its magnetism?,1,0
How can the rest-frame spectrum of redshifted light be determined?,How is Doppler redshift of distant galaxies established?,1,0
Why does this rocket stop rolling while going up,Why does a rocket spin during launching,1,0
How the current flows in a circuit?,How does electricity propagate in a conductor?,1,0
How to solve complex resistor combinations like the one given?,Resistor circuit that isn't parallel or series,0,0
Why $(x-vt)^2$ does not represent a wave?,Why should a solution to the wave equation be finite?,1,0
"Is ""physical damage"" proportional to momentum or kinetic energy?","What causes damage, kinetic energy or momentum?",1,0
Difference in the direction of propagation of em wave,How to determine the direction of a wave propagation?,1,0
Is it possible to calculate the average value of $x^{2}p^{2}$ for an infinite square well?,Deriving a QM expectation value for a square of momentum $\langle p^2 \rangle$,1,0
The twin paradox in a universe with a torus topology,Symmetrical twin paradox in a closed universe,1,0
Electrostatic force between charges placed in different medium,Electric force between charges in two different media,1,0
Contradiction to the law of conservation of energy while time travelling,Impossibility of time travel due to energy conservation?,1,0
Where did the Sun get its angular momentum?,How do the Planets and Sun get their initial spin?,1,0
Mass term in QCD is not hermitian?,Why is the Dirac mass term Hermitian if Grassmann-valued fields anticommute?,1,0
Can a shadow move faster than the speed of light?,"Speed of Dark experiment, does it *really* travel faster than light?",1,0
Particle with non zero acceleration with zero velocity at that instant - example,How can an object's instantaneous speed be zero and it's instantaneous acceleration be nonzero?,1,0
Why is the spectrum of a star pretty much continuous?,"Why is spectrum obtained by sunlight, said to be continuous?",1,0
Derivation of the Kubo formula in Ashcroft & Mermin,Derivation of Kubo Formula for Hall Conductance,1,0
Perturbing about the Renormalized Field Theory: What justifies perturbing if the counter-terms are large?,How does a perturbation theory make sense in quantum field theory?,0,0
"What is ""power per unit frequency"" in black body radiation?",What does 'per unit frequency' refer to?,1,0
Prove the Earth is round without vision,What is the simplest way to prove the Earth is round?,1,0
Photons of light are massless so how can they transfer momentum?,"If photons have no mass, how can they have momentum?",1,0
What is an observer that is not a whole living human person?,What is an observer in quantum mechanics?,1,0
How do Black Hole event horizons grow?,How can black hole increase its mass?,0,0
Work done by static friction in accelerated pure rolling motion,How can friction do no work in case of pure rolling?,1,0
Calculate distance of galaxy 13 billion years ago,Why is the observable universe so big?,0,0
Is photon truly a photon only in vacuum?,What really causes light/photons to appear slower in media?,0,0
Can we tell how far away is the source of gravitational wave from the chirp alone?,Is there a model relating GW signal and luminosity of the merger / burst?,1,0
"If time is relative, then how is the age of the universe calculated?",Does the age of the universe depend on the way it is defined?,1,0
"New to quantum physics, where should I begin from?",What is a good introductory book on quantum mechanics?,0,0
Why force applied which is equal to weight of an object is able to lift the object?,Why do objects move when you apply a force that's equal in magnitude to the friction?,1,0
Can forces from outside the observable universe be observed through a distant object?,Is it possible to learn about an event that occurred outside of your observable universe?,1,0
Angular momentum of a rolling sphere in relation to axis,How can angular velocity be constant even when there is a torque by friction?,0,0
What is the reason behind the direction of field lines of positive and negative charge,Why is electric field lines away from (+) and toward (-)?,1,0
Is the vanishing of the covariant derivative of the metric necessary?,Why is the covariant derivative of the metric tensor zero?,1,0
Good and Thorough Quantum Mechanics Textbook Recommendations,A book on quantum mechanics supported by the high-level mathematics,0,0
How is the CMB used to determine the age of the universe?,How has the age of the Universe been derived from the observations made by the Planck mission?,1,0
"If ""time is relative"", what does ""the universe is 13 billion years old"" mean?",Does the universe have a different age to different observers?,0,0
How do we know that Quantum Mechanics isn't simply a theory of approximations?,How do we know that there isn't a classical solution to the measurement problem/Quantum Mechanical uncertainty?,1,0
Why are metals generally cooler compared to their surrounding?,Why does cold metal seem colder than cold air?,0,0
Why are water waves transverse or up and down?,Why can't transverse waves travel through a liquid?,1,0
is this the reason why current doesn't flow over a resistance if there is another path without resistance?,Why doesn't current pass through a resistance if there is another path without resistance?,1,0
Does the Einstein field equation uniquely determines the topology of spacetime?,What is known about the topological structure of spacetime?,1,0
"Would a propeller attached to, but inside a sealed box work?",Will the box move if I blow air inside it?,1,0
Special relativity time dilation messing with my head,How is the classical twin paradox resolved?,0,0
How to calculate the life expectancy / fusion rateof a star?,Predicting stellar evolution and life cycle of a star,1,0
Is the value for the speed of light in vacuum irrelevant?,Why do universal constants have the values they do?,0,0
Why don't we define time derivative of acceleration?,Why don't we consider jerk in physics classes?,1,0
What is the minimum set of hypotheses which the present physics is based on?,"Hilbert, Gödel, and ""God equations"" - a 19th century lesson for 21st century physicists?",0,0
As anyone attempted to show that QM and GR cannot be unified?,A list of inconveniences between quantum mechanics and (general) relativity?,0,0
Why do Neutrinos pass through us but photons can't pass through us?,How do neutrinos pass through the sun so quickly?,1,0
"Why the book falls faster than a feather, dropped from the same height?",Why do heavier objects fall faster in air?,1,0
Contractions between big bang and gravitational law,Did the Big Bang happen at a point?,0,0
Why are oscillations so ubiquitous in nature?,Why is the harmonic oscillator so important?,1,0
Why is velocity mathematically describes as a division?,Why is speed defined like it is?,1,0
Why does the speed of light change?,What really causes light/photons to appear slower in media?,0,0
How do slanted indices work in special relativity?,Difference between slanted indices on a tensor,1,0
Torque applied off the center of mass,Torque off center of mass rigid body,1,0
The second law of thermodynamics and collapse of the wavefunction?,Does the scientific community consider the Loschmidt paradox resolved? If so what is the resolution?,0,0
How many tensor product terms are necessary to express a separable state?,What is the minimum number of separable pure states needed to decompose arbitrary separable states?,1,0
How to make FBD in a vertical circle and a banked road?,Why is $R\cos{a} = mg$ in circular motion compared and not $R = mg\cos{a}$?,1,0
How to solve these kind of electric circuit?,What is the capacity of this circuit?,1,0
How have we derived the definition of gravitational potential energy?,How has the definition of gravitational potential energy been derived?,1,0
What is particle spin in terms of waves?,What is spin as it relates to subatomic particles?,1,0
How can buoyancy lift an object if the object is resting on the bottom?,Does an object need fluid under it to float?,1,0
How is the position of an electron made?,If I want to measure an electron how would I do it?,1,0
Can we find a wave function for a planet orbiting the sun?,Validity of naively computing the de Broglie wavelength of a macroscopic object,1,0
Unpolarized light - Why don't light sources then look invisible?,How come unpolarized light does not undergo destructive interference?,0,0
What makes light to be a special part of the electromagnetic spectrum that it has a particle?,Do x-rays and gamma rays also contain photons like visible light does?,0,0
Can length contraction help the moving observer reach a star system 'faster'?,Can I measure a journey time < 100 years on a 100 light year voyage?,1,0
Calculating the force imparted on an object by a laser,"If I'm floating in space and I turn on a flashlight, will I accelerate?",1,0
Why don't electrons in atoms radiate away their energy?,"Why don't electrons crash into the nuclei they ""orbit""?",1,0
Why do people suspect antimatter falls upward?,Why would Antimatter behave differently via Gravity?,0,0
How to integrate acceleration due to gravity with height?,Integrating radial free fall in Newtonian gravity,0,0
Is there variation in the speed of light?,GR. Einstein's 1911 Paper: On the Influence of Gravitation on the Propagation of Light,1,0
"Proving that test particles in GR, follow spacetime geodesics",Why do objects follow geodesics in spacetime?,1,0
Does gravity follow law of conservation of energy?,Where does gravity get its energy from?,0,0
Does the engine's thrust not contribute to the lift?,Does the engine provide the lift of the aircraft?,1,0
Is Einstein's formula $E=mc^2$ the same as the kinetic energy formula $\dfrac{1}{2} mv^2$?,$E=mc^2$ resembles non-relativistic kinetic energy formula $E_K = \frac{1}{2}mv^2$?,1,0
Why can we parameterize a null geodesic such that its velocity is four-momentum?,"General relativity: For massless particles, is the momentum and velocity 4-vectors equal?",1,0
Why isn't there an eclipse every month?,Why don't we see solar and lunar eclipses often?,0,0
Does the Biot Savart law only hold for magnetostatics?,Is Biot-Savart Law valid for time-varying currents unlike Ampere's law?,0,0
How does a single-photon double-slit experiment work?,Double Slit experiment with just one photon or electron,0,0
How can spin be angular momentum and particles dimensionless?,What is spin as it relates to subatomic particles?,0,0
How long would it take for the solar core to destroy Earth?,How would normal matter behave under conditions found in the core of the sun?,1,0
Why is mass an invariant in Special Relativity?,Why is there a controversy on whether mass increases with speed?,1,0
Is angular displacement a vector? How is work defined in rotation if it isn't?,"If angular velocity & angular acceleration are vectors, why not angular displacement?",0,0
Zero energy universe does not make sense,Is the total energy of the universe zero?,1,0
How would you calculate the force of a hammer hitting an anvil?,Good way to compute the force of a hammer blow?,1,0
Why is time-reversal represented by an antilinear and antiunitary operator?,Why exactly does the time-reversal operator need to be anti-linear?,1,0
Is possible to create black hole in laboratory?,Can black holes be created on a miniature scale?,0,0
Do gravitational waves violate conservation of baryon number?,Does a planet/star itself lose mass when it 'emits' gravitational waves?,0,0
Does an expanding universe assume a space within which the expansion is happening?,"If the universe is expanding, what is it expanding into?",1,0
Where did the energy for the big bang come from?,Is the total energy of the universe zero?,1,0
Can one observe a blackhole grow from outside its event horizon?,How can anything ever fall into a black hole as seen from an outside observer?,1,0
Is there a connection between Newton's law of universal gravitation and the area of a sphere?,Intuitive explanation of the inverse square power $\frac{1}{r^2}$ in Newton's law of gravity,1,0
What becomes the center of rotation when torque is applied?,Why does an unhinged body rotate about its centre of mass?,0,0
Is the twin paradox purely a general relativistic effect?,How is the classical twin paradox resolved?,1,0
Is it mathematically impossible to incorporate the space curvature into the equations of motion and gravity?,Can general relativity be completely described as a field in a flat space?,0,0
Throwing an electron into a black hole,An electron falling into a black hole,1,0
Does quantum entanglement really send a message?,Does entanglement not immediately contradict the theory of special relativity?,1,0
Does a moving charge interact with the magnetic field it produces?,Force felt by a moving charge due to its own magnetic field?,1,0
What is the difference between the blackness of a Black Hole and the blackness of a Black Body?,Is there a substance that doesn't reflect OR absorb light from the visible light spectrum?,1,0
