,Sentence1,Sentence2,Gold Label,is_sts
336,What is the name of the creepiest horror movie you've ever seen? Which was the scariest part?,What is the name of the creepiest horror movie you ever? That was the scariest part?,1,No
337,What would be the procedure if a major party nominee died before a general election?,What process if a major candidate of the party dies before the election?,1,No
338,What is the biggest regret in your life?,What are the biggest frustrations of your life?,1,No
339,What are the places to visit for honeymoon in Kerala?,What are the places to visit for a honeymoon in Kerala?,1,No
340,What are your views on the ban of Rs 500 and Rs 1000 notes by the Indian Government? Pros cons?,What are your views on the ban of Rs 500 and Rs 1000 notes by the Indian Government? Pros cons?,1,No
341,"What is the difference between ""assessment"" and ""assessment""?","What is the difference between ""assessment"" and ""evaluation""?",1,No
342,What songs make you feel happy?,What are the songs that make you feel happy?,1,No
343,Which countries are socialist?,Which countries are national?,1,No
344,Will Brexit Really Happen?,Will Brexit Really Happen?,1,No
345,How did Portugal become and remain independent of Spain? What are the cultural narratives in Portuguese and Spanish histories?,How did Portugal become independent and maintain itself from Spain? What are the cultural narratives in Portuguese and Spanish histories?,1,No
346,Why does it produce a magnetic field when the current flows through the employer?,Why does magnetic field produce when current flows in a conductor?,1,No
347,Who were the most influential queens in history?,Who were the most influential queens in history?,1,No
348,How can I stop overthinking everything in my relationship?,How can I not think too much about my relationship?,1,No
349,What are the differences between Chinese and Western labels?,What is the difference between Chinese and Western instructions?,1,No
350,Where can I taste the amazing delicacies in the bag bags on the Gold Coast?,Where can I find the best pastries on cakes along the Gold Coast?,1,No
351,Is time travel possible? If yes? How?,Is time travel possible? If yes? How?,1,No
352,What's the most spontaneous thing you've ever done?,What's the most spontaneous thing you've ever done?,1,No
353,Which book should be used to prepare chemistry for a clean reading?,Which book should we use to prepare chemistry for Nate?,1,No
354,How will it affect real estate prices after the ban on 500 and 1000 rupee notes in India?,"After banning the use of 500 and 1,000 rupees banknotes, how will real estate prices in India be affected?",1,No
355,I m bio student how I got admission in vits Vellore in biotechnology and I don't have math in 12?,How do I get an admissions student in Vits Vellore in biotechnology and I don't have a math in 12?,1,No
356,What are my opportunities to make money online?,What are my options for earning money online?,1,No
357,What is a book that has changed you?,What is the book that changed you?,1,No
358,What are some things to consider when buying a new laptop?,What factors should you consider when buying a new laptop?,1,No
359,How do I stop biting my nails?,How do I stop biting my nails?,1,No
360,How can I avoid the tour looking as it is in Paris?,How to avoid looking like a tourist in Paris?,1,No
361,What is (Ni) Introverted Intuition?,What is introverted intuition (Ni)?,1,No
362,How do I organize a bridal party?,How do I plan a bridal shower party?,1,No
363,Why do the territories of the Union Puducherry and Delhi have their own convention?,Why do the Union Territories of Puduchery and Delhi have their own meeting?,1,No
364,What is the story behind the Black Swan movie?,What is the story of the movie Black Swan?,1,No
365,Will World War III come?,Is World War III coming?,1,No
366,"What is special about Rolls Royce cars, they are given only to honorable people?",What’s so special about Roll Royce cars that they’re only given to respectable people?,1,No
367,Are there famous people with low IQ?,Are there any famous people who have a low IQ?,1,No
368,Can Donald Trump keep his campaign promises?,Can Donald Trump keep his promising promises?,1,No
369,How does the media not cover / talk about Trump's alleged rape at the trial of a 13-year-old girl?,How come the media doesn't cover / talk about Trump alleged raping of a 13 yr old girl trial?,1,No
370,How does the HP OfficeJet 4620 Airprint compare to the HP LaserJet Enterprise M506x?,How does the HP OfficeJet 4620 Airprint compare to the HP LaserJet Enterprise M506x?,1,No
371,What is the best way to lose weight?,What is the best way to lose weight?,1,No
372,What was one of the best decisions of your life?,What was one of the best decisions of your life?,1,No
373,How was it when you first met someone of another race?,"What was it like seeing a person of another race for the first time, unexpectedly?",1,No
374,"If God created the world, who made God?","If God created the world, who created God?",1,No
375,what can i do to be fair?,What can I do to be fair?,1,No
376,Why Arnab Goswami cut from Times Now?,Why did Arnab Goswami leave Times Now?,1,No
377,What is the best reason to start a cafe?,What is the best reason to start a cafe?,1,No
378,Things to do in Hyderabad?,Things to do in Hyderabad?,1,No
379,Who Invented the Bad Middle Finger Gesture? How was it invented?,Who created the bad gesture of the middle finger? How is it made?,1,No
380,Are Republicans voting for Hillary Clinton?,Are there Republicans voting for Hillary Clinton?,1,No
381,How can I prepare for GATE without a coach?,How can I prepare for GATE without coaching?,1,No
382,What needs to be done to get rid of dandruff?,What should be done to get rid of dandruff?,1,No
383,Will Donald Trump be the worst president in US history?,Will Donald Trump be the worst president in US history?,1,No
384,What are the top 10 best Hollywood movies ever?,What are the top 10 Hollywood movies ever?,1,No
385,What if all the religions of the world were the only religion?,"If there were only one religion in the world, would we think that there could be peace at that time?",1,No
386,Did you sleep clean with Tywin Shay?,Did Tywin sleep with Shae out of pure spite?,1,No
387,Why does Quora claim that my questions need to be corrected?,Why does Quora claim my questions need improvement?,1,No
388,What are the differences between a B tree and a B + tree?,What are the differences between a B tree and a B + tree?,1,No
389,Which is the best laptop under 20k today? Fast & smooth.,Which is the best laptop under 20k today? Fast & smooth.,1,No
390,What are the human effects on biodiversity?,What are human impacts on biodiversity?,1,No
391,What type of wildlife are native to Turkey?,What type of wildlife are native to Turkey?,1,No
392,How do you view the Indian government's decision to fight 'black money' by scrapping 500 rupees and 1000 rupees?,"Do you think the Indian government has decided to fight the ""black money"" by canceling 500 rupees and 1000 rupees?",1,No
393,How much time do people spend on Quora?,How much time do people spend on Quora?,1,No
394,How is erectile dysfunction treated?,How is the penis treated?,1,No
395,Will Google buy Twitter?,Will Google buy Twitter?,1,No
396,What should be the strategy to release IBPS PO?,What should be the strategy to clear IBPS PO?,1,No
397,What happens to a question on Quora when it's marked as further improvement?,What if the quora noted that the question needed further improvement?,1,No
398,How can I delete an old Facebook account that I forgot it's password?,How to delete an old Facebook account that forgot your password?,1,No
399,What is management quality?,What is operational quality?,1,No
400,Is it possible to cut it to iOS and android phone?,Is it possible to root an iOS into an Android phone?,1,No
401,What are the creative and innovative business ideas that are low investment in India?,What are some creative and innovative business ideas with minimal investment in India?,1,No
402,Do you steal from a thief?,Is it stealing if you are robbing a thief?,1,No
403,How can I make a peaceful earth pizza?,How to make healthy homemade pizza?,1,No
404,What to read to learn more about philosophy?,What to read to learn about philosophy?,1,No
405,Is Zee news a BJP channel?,Is Zee News a channel owned by BJP?,1,No
406,How do I become a native English speaker?,How can I become a native English speaker?,1,No
407,How do you write a beautiful introduction to an essay?,How do you write a beautiful introduction to an essay?,1,No
408,How can I improve digestion?,How can I improve digestion?,1,No
409,"In the world, we are the second largest country in terms of population, but we only win very few medals at the Olympics. Why?","In the world, we are not the second largest country in terms of population, but we only win a few medals in the Olympics. Why?",1,No
410,What is your favorite food?,What is your favorite food,1,No
411,What are some good books for JEE mains only?,What are some good books for JEE Mains only?,1,No
412,"How long will the ""heat"" of Pokemon GO last?","How long will the Pokémon GO ""fever"" last?",1,No
413,Which of my points do you disagree with?,What are the lyrics of the song you hear most often?,1,No
414,How close are we to World War II? How bad would it be?,"How close are we to World War Three, and how bad would it be?",1,No
415,How can I improve my writing skills and blog style?,How can I improve my writing skills and blog style?,1,No
416,What is the concept of sustainable development?,What is the concept of sustainable development?,1,No
417,How did Donald Trump become president?,How did Donald Trump become president?,1,No
418,What is the first thing you do after the resurrection?,What is the first thing you do after waking up?,1,No
419,What are the main uses of computer networking?,What are the main uses of a computer network?,1,No
420,"What do the people of Pakistan think about the Uri attack on September 18, 2016?","What do Pakistanis think about Uri's attack on September 18, 2016?",1,No
421,Are animals capable of thinking / hearing emotions that humans are not aware of?,Can animals feel or experience emotions unknown to humans?,1,No
422,What are the ways I can improve my handwriting?,What are the ways to improve my handwriting?,1,No
423,How will Donald Trump’s victory affect India?,How will Donald Trump's victory affect India?,1,No
424,How did the conversion of 500 and 1000 rupee notes end the black currency in India?,How to convert 500 and 1000 rupees banknotes to end black money in India?,1,No
425,Are there any good horror movies of 2016?,Are 2016 really great movies?,1,No
426,How can I get rid of suicidal thoughts?,How can I overcome suicidal thoughts?,1,No
427,How can I win in UGC Net Exam in English literature?,How can I pass the UGC NET exam in English Literature?,1,No
428,Can we eat meat with dairy products?,Can we eat meat with dairy products?,1,No
429,Why should Sirius travel north in GOD?,Why did Sirius have to travel north to God?,1,No
430,What is the difference between angel investors and VCs?,Angel investors and VCs what is the difference?,1,No
431,What will happen if India and Pakistan go to war and who will win?,What will happen if India and Pakistan go to war and who will win?,1,No
432,"Which is better, Coke or Pepsi?","Which is better, Coke or Pepsi?",1,No
433,Why are people addicted to pornography?,Why do people depend on pornography?,1,No
434,Why is zero division an error or undefined?,Why is dividing by zero an error or undefined?,1,No
435,What are the best and most effective discoveries in chess?,What is the best and most effective opening in chess?,1,No
436,"What, if anything, is too serious to be joked about?",What's too serious to joke about?,1,No
437,How much do teeth cost in India?,How Much Do Dental Implants Cost In India?,1,No
438,Which wood glue is best for repairing a crank?,Which wood glue is best for repairing cricket blankets?,1,No
439,What is the term Harry Potter Padfoot?,What is the term Padfoot in harry Potter?,1,No
440,What are some of the most technical questions asked in the interview?,What other technical questions were asked in the interview?,1,No
441,How do I start a nursery?,How do I start a plant nursery?,1,No
442,"Do Trump supporters believe his claims about his tax returns, or do they just not care?","Do Trump supporters believe his statements about his tax payments, or do they care?",1,No
443,Are the secret service agents who protect politicians chosen out of duty by their political affiliation?,Are Secret Service agents who protect politicians chosen because of their political affiliation?,1,No
444,What are some ways to delete my Yahoo Mail account?,What are some ways to delete my Yahoo Mail account?,1,No
445,How much bigger can a male biceps muscle be than a female?,How much bigger can a male bicep muscles get than a female's?,1,No
446,Does meditation increase creativity?,Does meditation increase creativity?,1,No
447,What is the thought process of designing the national flag of a country?,What is the thought process behind designing the country’s national flag?,1,No
448,How does a person fall in love?,How does one fall in love?,1,No
449,Is there global warming?,Does global warming exist?,1,No
450,What is your favorite thing and why?,What is your favorite word and why?,1,No
451,What is the best way to send a fax from Australia to the United States?,What is the best way to send a fax from Australia to the United States?,1,No
452,Is it true that the new Rs. 2000 currency notes in India will have a nano GPS chip?,"Is it true that the new Rs. 2,000 banknotes in India will have a nano GPS chip?",1,No
453,Who is your role model and why?,Who is your role model and why?,1,No
454,"How much money a month is enough to live as a graduate student in Birmingham, UK?","How much monthly income is enough to live as a graduate student in Birmingham, UK?",1,No
455,How does Minerva Schools differ from other for-profit universities in the US?,How Do Minerva Schools differ from other non-profit universities in the US?,1,No
456,What were the reasons for the extinction of the Indus valley and Harappan civilization?,What was the reason for the extinction of the Indus Valley and the Harappan civilization?,1,No
457,"Is a circle a regular polygon with infinite sides? If so, discuss its properties and its internal angles.","Is a circle a regular polygon of infinite sides? If yes, read the terms and conditions.",1,No
458,Why are there so many Muslims in our Bollywood industry?,Why are there so many Muslims in our Bollywood industry?,1,No
459,Is Quora display trending now topics based on user's country?,The topics that Quora has recently picked up depend on the user's country,1,No
460,What is the oldest bridge in the world?,Which are the oldest bridges in the world?,1,No
461,How can I get a green card to live and work in the USA?,How can I get a green card to live and work in the United States?,1,No
462,What should we do to be the best software developer?,Should we be the best software developer?,1,No
463,Were this event possibly time machine?,Is it possible to invent the time machine?,1,No
464,How good and reliable are the OYO rooms?,How good and reliable are OYO rooms?,1,No
465,What websites do you use every day?,What websites do you use every day?,1,No
466,What are some small things that make you happy?,What are some little things that make you happy?,1,No
467,What made Tata group chairman Cyrus Mistry stop?,What made Tata Cyrus Mistry chairman stop?,1,No
468,Which is the best place to visit in Goa with Friends?,Which is the best place to visit in Goa with Friends?,1,No
469,Where can I taste the amazing delicacies in the bag bags on the Gold Coast?,Càite am faigh mi blasan iongantach air cupcakes ann an Gold Coast?,1,No
470,What indie bands are there to listen to?,What kind of indie bands are worth listening to?,1,No
471,What gives you hope during difficult times?,What gives you hope during hard times?,1,No
472,What is the procedure for an Indian student to be admitted to an MS program in the United States?,What is the process for an Indian student to be admitted to the MS program in the United States?,1,No
473,What is the light made of?,What is light made of?,1,No
474,What can I do now to help the people of Aleppo?,What can I do now to help the people of Aleppo?,1,No
475,How Much Money Does an Investment Banker Make?,How Much Money Does an Investment Banker Make?,1,No
476,"How do you think Federer, Nadal, Djokovic, Murray, Wawrinka, Delpo and Cilic are in the best of tennis?","How do you think Federer, Nadal, Djokovic, Murray, Wawrinka, Delpo & Cilic would possibly be when they reached the greatest place in tennis?",1,No
477,How can I travel on a low budget?,How do I travel with less budget?,1,No
478,How do I stop feeling uncomfortable?,How do I stop feeling insecure?,1,No
479,Wine: What are the best wineries to visit in the Healdsburg area?,Wine: What are the best wines to visit in the Heldesburg area?,1,No
480,Why do people write long answers on Quora?,Why do people write long quora answers?,1,No
481,What is the relationship between Snoop Dogg and Wiz Khalifa?,What is the relationship between Snoop Dogg and Wiz Khalifa?,1,No
482,How can I find out who saw my Instagram video?,How do I see who is viewing my Instagram video?,1,No
483,"Is EEE at VSSUT, Burla good? What is a good placement? What types of companies are recruiting EEE graduates?","Is EEE good at VSSUT, Burla? Is the assignment good? What kind of companies are recruiting EEE graduates?",1,No
484,What is the difference between Modi and Hitler?,What is the difference between Modi and Hitler?,1,No
485,"How did the Australian term ""sheila"" originate?","How did the Australian term ""sheila"" come about?",1,No
486,"The primary factorization of the integer N is A x A x B x C, where A, B and C are all distinct prime integers. How many factors does N have?","The prime factorization of integer N is A x A x B x C, where A, B and C are all distinct prime integers. How many factors does N have?",1,No
487,What are the side effects of ProActiv?,What are the side effects of ProActiv?,1,No
488,What has your life taught you so far?,What has your life taught you so far?,1,No
489,How can I run 5k without training?,How can I run 5k without training?,1,No
490,What are the pros and cons of tennis balls on your walker?,What are the pros and cons of tennis on your platform?,1,No
491,Why are the Texas Rangers important to law enforcement today?,Why are Texas Rangers important for law enforcement today?,1,No
492,What is humanity? What are human rights?,What is humanity? What are human rights?,1,No
493,What is the difference between radio (ham) radio and CB radio?,What is the difference between amateur radio (radio) and CB radio?,1,No
494,What were the causes of the industrial revolution?,What were the reasons for the industrial revolution?,1,No
495,How can I view a private Instagram?,How do I view a private Instagram?,1,No
496,Why are World War III inevitable?,Why is World War III inevitable?,1,No
497,What is psychology?,What is psychology?,1,No
498,What are the 6 mother sauces? What are some recipes for using them?,What are the 6 mother sauces? What are some recipes using them?,1,No
499,Where can a business idea be sold?,Where do I sell a business idea?,1,No
500,What are the ways to learn about the stock market?,What are the ways to learn about stock market?,1,No
501,Quora: How to ask questions about Quora so that it is not marked that they need improvement?,Quora: How to ask question on Quora so that it wont get marked as needing improvement?,1,No
502,"Is there any evidence that can be given for the existence of GOD? If so, who are these?","Is there any evidence to be given for the existence of GOD? If yes, what are they?",1,No
503,What is the best and easiest way to lose weight?,What is the best and fastest way to lose weight?,1,No
504,Is Creating Satellite Blogs and Posting SEO Friendly Posts a Black Hat SEO Technique?,Is creating satellite blogs and posting SEO-friendly posts considered black-hat SEO technique?,1,No
505,How can I speed up my internet connection?,How can I speed up my Internet connection?,1,No
506,What are the chances of getting my phone back when someone stole it from my pocket while traveling in local train (Mumbai)?,What are the chances of my phone being recovered when someone stole it from my pocket while I was traveling on a local train (Mumbai)?,1,No
507,How do we live a Meaningful life?,How do we live meaningful lives?,1,No
508,How can you enlarge your penis?,How can you enlarge your penis?,1,No
509,What is the best way to learn to play the guitar on your own?,What is the best way to learn to play the guitar myself?,1,No
510,What is the best programming language we need to learn to update this?,Je! What is the best programming language to learn in order to stay updated today?,1,No
511,Why is Ryan Lochte lying about robbing Rio 2016?,Why is Ryan Lokhte lying about the robbery in Rio 2016?,1,No
512,What is the national language of India?,What is the National Language of India?,1,No
513,England v. Wales - Who wins?,England v. Wales - who will win?,1,No
514,How do I better focus on my education?,How do I better concentrate on my studies?,1,No
515,What do you think you were in a past life and why?,What do you think you were in a past life and why?,1,No
516,How do I prepare for GATE and is coaching necessary?,How do I prepare for the GATE and is coaching needed or not?,1,No
517,Why do we run into someone we can't be with?,Why do we fall for someone we are not with?,1,No
518,What should I do to improve my English?,What can I do to improve my English?,1,No
519,Why do people say Obama is black when he is half white?,"Why do people say Obama is black, when he is half white?",1,No
520,Which Instagram hashtag is best suited to attract more followers?,Which Instagram hashtag is best to attract more followers?,1,No
521,How did Donald trump win?,How did Donald Trump win?,1,No
522,Have you ever had sex with your teacher?,Have you ever had sex with your teacher?,1,No
523,What is Dynamo?,What is Dynamo?,1,No
524,What will be the effect of recent demonetization of rs500 and rs 1000 notes on the real estate or property business?,What will be the impact of the recent demonetization of the rs500 and rs 1000 notes on real estate or property business?,1,No
525,How much does an uber driver earn in India?,How Much Money Does an Uber Driver Make in India?,1,No
526,How do I find a job in Mumbai?,How do I find a job in Mumbai?,1,No
527,How is daily life in North Korea?,What is everyday life like in North Korea?,1,No
528,"Why, or why not, raise the minimum wage to $ 15?","Why, or why not, should the minimum wage be raised to $ 15?",1,No
529,Which sites are best for learning algorithms and data structures over video?,What are the best sites for learning algorithms and data structures over video?,1,No
530,Why people go after the MBA after the master's degree in engineering,Why do people go for dandruff after masters in engineering,1,No
531,How to hack Facebook account?,How is a facebook account hacked?,1,No
532,Why do blacks get angry when non-black rappers use the word N?,Why do blacks get upset when non-black rappers use the N-word?,1,No
533,"Weakness and ignorance are not barriers to survival, is that arrogance?","Weakness and ignorance do not prevent us from surviving, what is arrogance?",1,No
534,Is it right time to associate the car with Uber Pune?,Is it time to connect the car to Uber Pune?,1,No
535,Do I have to take a CBSE grade 12 improvement test?,Should I give CBSE class 12 improvement exam?,1,No
536,Do you need a coach to break JEE Advanced?,Is training necessary to break JEE Advanced?,1,No
537,Does our PM Modi do it right with 500 and 1000 RS notes?,Does our PM Modi do the right thing with 500 and 1000 Rs notes?,1,No
538,"If you were given a chance to be somebody else for a day, who would you be?","If you had the chance to be someone else for a day, who would you be?",1,No
539,Was there scientific evidence for the existence of ghosts?,Has there been scientific evidence that ghosts exist?,1,No
540,What can I do to practice English?,What can I do to study my English?,1,No
541,Is there an option for personal chat on Quora?,Is there an option for personal chat on Quora?,1,No
542,What business should I start with 50 lakes?,What business should I start from Rs 50 lakh?,1,No
543,What would happen if Kṛṣṇa was not on Pandavasa's side?,What would have happened if Krishna was not on the side of the Pandavas?,1,No
544,How am I supposed to prepare myself to crack Google Summer Of Code from the first year?,How do I prepare to break the Google Summer Of Code from year one?,1,No
545,Where can I find cheap but branded clothes in Bangalore?,Where I can find cheap but branded clothes in Bangalore?,1,No
546,How important is culture in life?,How important is culture in life?,1,No
547,How can I improve my tolerance to pain?,How can you increase your tolerance to pain?,1,No
548,How funny was the TV Show Joey after F.R.I.E.N.D.S.?,How funny was the TV Show Joey after F.R.I.E.N.D.S.?,1,No
549,How can I improve my drawing?,How do I improve the design?,1,No
550,Why are salty water candies imported to Japan?,Why are Saltwater candies imported to Japan?,1,No
551,What are the health problems of Jayalarita?,What is the problem with jayalalitha's life?,1,No
552,Should porn websites be banned from India?,Should porn websites be banned from India?,1,No
553,Fitness: What can I do to reduce my bulky tummy?,Fitness: What can I do to reduce my bulky belly?,1,No
554,Why do some people sweat more than their armpits?,Why do some people sweat excessively in their armpits?,1,No
555,How do I delete my email account?,How can I delete my yahoo email account?,1,No
556,What's your opinion on the 2016 MacBook Pro?,What do you think of the 2016 MacBook Pro?,1,No
557,Is there any evidence that ghosts really exist?,Is there any proof that ghosts really exist?,1,No
558,How do I recover from moderate depression?,How can I recover from moderate depression?,1,No
559,How do I make money from my car?,How do I earn money with my car?,1,No
560,What is an engineer's salary?,What is the salary of an engineer?,1,No
561,How can I overcome negative thoughts?,How Can I Overcome Negative Thoughts?,1,No
562,How can I stop being socially awkward and joking?,How do I stop being socially awkward and introverted?,1,No
563,How do I become a career counselor?,How do I become a career counselor?,1,No
564,How can I stop myself from being an extrovert?,Je! How can I control my mood?,1,No
565,Is there real experience close to death?,Are Deathly Hallows Real?,1,No
566,What is the best flight simulator for your laptop?,What is the best flight simulator for a laptop?,1,No
567,Why can't I follow the question in Quora anonymously?,Why can't I follow the question anonymously on Quora?,1,No
568,What is your greatest struggle in life?,What is the most struggling thing in your life?,1,No
569,Why can nothing move faster than the speed of light?,Why can't anything travel faster than the speed of light?,1,No
570,What is your reaction to the ban on Rs. 500 and Rs. 1000 toner? Will it not create chaos and damage the economy?,What is your reaction about the ban on Rs. 500 and Rs. 1000 notes? Won't it create a chaos and harm the economy?,1,No
571,What moments in your life have completely changed you?,What moment in your life changed you completely?,1,No
572,How will the 500 rupee and 1000 rupee bill bans affect India's economy?,How will the ban of Rs 500 and Rs 1000 notes affect the Indian economy?,1,No
573,Why did Hillary Clinton feel the need to use a private server to conduct her personal and government communications?,Why did Hillary Clinton think it was necessary to use a private server to conduct her personal and government communications?,1,No
574,What are the greatest strengths of the Indian army?,What is the greatest strength of The Indian Army?,1,No
575,What do you think are really new apps for chatbots?,Do you think chatbots are really the new apps?,1,No
576,How do I get started learning Python?,How do I start learning Python?,1,No
577,Does financial modeling have any leeway in India?,Is there a scope for financial modeling in India?,1,No
578,In how many ways can we create an object in Java?,How many ways can we create objects in Java?,1,No
579,Where can I sell my unimplemented business idea?,Where can I sell my unimplemented business idea?,1,No
580,Why do some people still think global warming is a myth?,Why do some people still think Global warming a myth?,1,No
581,What is the best anime romance?,What is the best romance anime?,1,No
582,"What is the excise tax refund for a brand new tourist vehicle in Mumbai, India? (Volkswagen Vento 2015 highline MT)?","What is the excise refund on a brand new tourist permit vehicle in Mumbai, India? (Volkswagen Vento 2015 highline MT)?",1,No
583,How do you earn money from internet?,How do you make money on the internet?,1,No
584,What makes the Earth rotate on its axis?,Why does the Earth revolve around its axis?,1,No
585,Who is your favorite character in The Walking Dead?,Who is your favorite character in The Walking Dead?,1,No
586,Should you tip your Lyft driver?,Should you tip your Lyft driver?,1,No
587,What is your political affiliation and why?,What is your political affiliation and why?,1,No
588,What do you think about banning 500 and 1000 rupee notes in India?,What do you think about banning 500 and 1000 rupee notes in India?,1,No
589,Which programming language should I learn first?,Which programming language should I learn first?,1,No
590,What are the best restaurants in Silicon Valley overall?,"In general, what are the best restaurants in Silicon Valley?",1,No
591,What are the best workout songs?,What are the best training songs?,1,No
592,Who is next CM of Gujarat?,Who is next CM of Gujarat?,1,No
593,What is the taste of the semen?,What is the taste of semen?,1,No
594,Is there any way to recover an email in Gmail after it has been deleted from the Recycle Bin?,Is there any way to retrieve email in Gmail after it is removed from the trash?,1,No
595,Why do people on Quora ask silly questions about facts that Google can easily use?,Why do people on Quora ask silly questions about the facts which can be googled very easily?,1,No
596,What was it like meeting Richard Feynman?,How was it to meet Richard Feynman?,1,No
597,What is the best workflow process from web design to web development using Adobe muse?,What is the best workflow process from web design to web development using Adobe Muse?,1,No
598,How can I improve my handwriting?,How can I be good at handwriting?,1,No
599,How can I create multiple streams of income?,How can I create multiple streams of income?,1,No
600,How did you learn to speak English?,How did you learn to speak English?,1,No
601,Why can we just block the import of Chinese goods in India?,Why can't we just block the import of Chinese goods to India?,1,No
602,"Why are some questions marked ""in need of improvement"" when they clearly do not need to be improved?","Why are some unclear questions that need improvement marked as ""needs improvement""?",1,No
603,Ciamar as urrainn dhomh tuiteam ann an gaol?,How can I fall in love?,1,No
604,Is it possible to break JEE Mains and Advanced 2016 if I start preparing now?,Is it possible to crack the JEE Mains and Advanced 2016 if I start preparing now?,1,No
605,"How do I become the Top Writer on Quora, get more upvotes and better stats?","How do I become the Top Writer on Quora, get more upvotes and better stats?",1,No
606,How do I make India as corruption free?,How do I make India free from corruption?,1,No
607,What is the best food in Pune and where do I get it?,What is the best food in Pune and where do I get it?,1,No
608,What would be a realistic weight loss plan?,What could be a reasonable weight loss plan?,1,No
609,How do you move with a broken heart?,How will you move forward with a broken heart?,1,No
610,How do I convert NRE FD to RFC?,How do I convert NRE FD to RFC?,1,No
611,What could cause a brown discharge during the menstrual cycle (before / during / after menstruation)?,What might cause a brown discharge during the menstrual cycle (before/during/after menstruation)?,1,No
612,"How do I ask questions with pictures on ""Quora""?","How to ask questions with pictures in ""Quora""?",1,No
613,What skills do all successful marketers have in common?,What skills do every successful salesperson have?,1,No
614,How do you get a job at an embassy or consulate?,How do you get a job at an embassy or consulate?,1,No
615,What are arguments in favor of Israeli settlements?,What are the arguments in favor of Israeli settlements?,1,No
616,How Do You Become a Freelance Writer in India?,How do you become a freelance writer in India?,1,No
617,How can I draw myself as an anime character?,How can I draw myself as an anime character?,1,No
618,"How come some services on Cure it say ""Cannot add comment at this team""?","How come you got some answers on Quora saying ""they can't add comments right now""?",1,No
619,What can ne do to control hits / her anger?,Dè as urrainn dha a dhèanamh gus smachd a chumail air an fhearg aige?,1,No
620,What are the best digital marketing courses for middle-level marketing executives?,What are the best digital marketing courses for top middle class marketers?,1,No
621,What is the typical pattern in Gateway Exam?,What is normalized score in gate exam?,1,No
622,How do I impress my Would-be Mother-in-law?,How do I feel about the mother-in-law I want to be?,1,No
623,What's the worst experience you've had while in a restaurant?,What's your worst experience while at a restaurant?,1,No
624,"Which laptop, HP or Dell is better?","Which are the best laptops, HP or Dell?",1,No
625,Why is the price of oil falling?,Why are oil prices declining?,1,No
626,Human Behavior: What is a lie you tell yourself over and over again?,Human Behavior: What is the one lie you tell yourself over and over again?,1,No
627,"I want to buy a 32 inch LED TV for under Rs 20,000. Is online LED TV safe?","I want to buy a 32-inch LED TV worth 20,000 pounds. Is online LED TV safe?",1,No
628,'Why shouldn't I hire you?' What is the best answer to the question?,What is a good answer to 'Why should I not hire you?',1,No
629,In what order should one watch all the wonderful movies (and TV shows) to understand the timeline well?,In what order should one watch all the wonderful movies (and TV shows) to understand the timeline well?,1,No
630,"What evidence is there of the death, burial, and Resurrection of Jesus Christ?","What evidence do you have about the death, burial, and resurrection of Jesus Christ?",1,No
631,How long does it take to become a professional web designer?,How long does it take to become a professional web designer?,1,No
632,Is mechanical keyboard really helpful for touch typing?,Is Mechanical Keyboard Really Useful For Touch Types?,1,No
633,What are the best programming languages ​​to learn today?,What are the best programming languages ​​to learn today?,1,No
634,Is global warming real or a hoax?,Is global warming real or a hoax for climate change?,1,No
635,How did Donald Trump win the election?,How did Donald Trump win the election?,1,No
636,Does masturbation affect bodybuilding or muscle growth?,Does Masturbation Affect Bodybuilding or Muscle Growth?,1,No
637,Which is the best SSC CGL Tier 2 test report?,Which SSC CGL Tier 2 Exam is the Best?,1,No
638,What is the difference between working in the public sector and working in government?,What is the difference between a public sector unit job and a government job?,1,No
639,What is the illness of Jayalalitha?,What is the state of health of Jayalalita?,1,No
640,How does Chinese Cantonese differ from Mandarin Chinese?,How does Chinese Cantonese differ from Mandarin Chinese?,1,No
641,What are the best mobile gadgets you should buy?,What iphone gadgets should you use?,1,No
642,Can WhatsApp Hacked?,Can WhatsApp be hacked?,1,No
643,Is ice lighter than water?,Is ice lighter than water?,1,No
644,Why do I never have nightmares?,Why do I never have a nightmare?,1,No
645,What are some of the online resources for learning the UI design?,What online resources are available to learn UI design?,1,No
646,What are some good psychological hacks?,What are good psychological hacks?,1,No
647,"I want to earn $500 a month in a truly effective way, but I don’t have the money to invest?",I need a real and effective way to make $ 500 a month with the knowledge that I don't have the money to invest?,1,No
648,What is the main purpose of a nuclear bomb?,What is the main purpose of a nuclear bomb?,1,No
649,What are the tips and hacks for finding cheap flights?,What are the tips and when looking for cheap flights?,1,No
650,How to choose the best taxi service in Udaipur?,How do I choose the best taxis in Udaipur?,1,No
651,Is Donald Trump really a racist?,Is Donald Trump really racist?,1,No
652,How can I find work experience in investment banking in London?,How can I find work experience in Investment banking in London?,1,No
653,What is a weak entity in DBMS? Why is it called weak?,What is a weak device in DBMS? Why is it called weak?,1,No
654,How often will you have sex in one day?,How many times will you have sex in a day?,1,No
655,How much justice should I get as CTO?,How much compensation should I receive from the CTO?,1,No
656,How do you ejaculate without reaching orgasm?,How can a person ejaculate without an orgasm?,1,No
657,What is the need of a president in a country like India?,Dè am feum a tha air ceann-suidhe ann an dùthaich mar na h-Innseachan?,1,No
658,Why are Indians obsessed with God and religion?,Why are Indians so obsessed with God and religion?,1,No
